date,value,cash,stocks_value
2015-02-19,112838.03902734254,10606.577032003137,102231.4619953394
2015-02-20,113407.40273758332,10606.577032003137,102800.8257055802
2015-02-23,112735.48384401502,10606.577032003137,102128.90681201189
2015-02-24,112971.48198810156,10606.577032003137,102364.90495609843
2015-02-25,112371.23744471549,10606.577032003137,101764.66041271236
2015-02-26,112275.39323758063,10606.577032003137,101668.8162055775
2015-02-27,111889.21691806213,10606.577032003137,101282.63988605898
2015-03-02,113159.72808117527,10606.577032003137,102553.15104917213
2015-03-03,111413.32833380377,10606.577032003137,100806.75130180063
2015-03-04,110992.6478951062,10606.577032003137,100386.07086310306
2015-03-05,110768.6052599189,10606.577032003137,100162.02822791575
2015-03-06,109343.08026120695,10606.577032003137,98736.50322920382
2015-03-09,109358.25229184028,10847.165250847149,98511.08704099314
2015-03-10,108068.83051776105,10847.165250847149,97221.6652669139
2015-03-11,109095.05759742574,10847.165250847149,98247.89234657859
2015-03-12,109232.59804680376,10847.165250847149,98385.43279595661
2015-03-13,109127.48404126657,10847.165250847149,98280.31879041942
2015-03-16,110181.7821490941,10847.165250847149,99334.61689824695
2015-03-17,109730.92721972062,10847.165250847149,98883.76196887347
2015-03-18,110210.41074908464,10847.165250847149,99363.24549823749
2015-03-19,109199.66840419607,10847.165250847149,98352.50315334892
2015-03-20,110626.38793304926,10847.165250847149,99779.22268220212
2015-03-23,109520.50965273812,10847.165250847149,98673.34440189098
2015-03-24,109033.87759934842,10847.165250847149,98186.71234850127
2015-03-25,105956.84538975553,10847.165250847149,95109.68013890838
2015-03-26,105204.0834371787,10847.165250847149,94356.91818633156
2015-03-27,104705.76243323572,10847.165250847149,93858.59718238858
2015-03-30,105698.92285831264,10847.165250847149,94851.7576074655
2015-03-31,105161.67810602496,10847.165250847149,94314.51285517782
2015-04-01,105352.65728253333,10847.165250847149,94505.49203168618
2015-04-02,105950.20359076862,10847.165250847149,95103.03833992148
2015-04-06,107794.29898190318,10847.165250847149,96947.13373105603
2015-04-07,107188.97132194415,15463.975970656571,91724.99535128758
2015-04-08,108374.46865096473,15463.975970656571,92910.49268030816
2015-04-09,109046.7030761698,15463.975970656571,93582.72710551323
2015-04-10,109804.30300879452,15463.975970656571,94340.32703813796
2015-04-13,109602.91689452238,15463.975970656571,94138.94092386581
2015-04-14,109017.45843939562,15463.975970656571,93553.48246873905
2015-04-15,110590.84234422877,15463.975970656571,95126.86637357221
2015-04-16,110357.71724785217,15463.975970656571,94893.7412771956
2015-04-17,109340.54403934078,15463.975970656571,93876.56806868421
2015-04-20,109525.05752677306,15463.975970656571,94061.08155611649
2015-04-21,111406.51446706954,15463.975970656571,95942.53849641298
2015-04-22,112227.76303216665,15463.975970656571,96763.78706151008
2015-04-23,112212.55603375482,15463.975970656571,96748.58006309826
2015-04-24,111836.65866715444,15463.975970656571,96372.68269649787
2015-04-27,112719.47805786623,15463.975970656571,97255.50208720966
2015-04-28,113029.67465347522,15463.975970656571,97565.69868281865
2015-04-29,111897.13281944656,15463.975970656571,96433.15684879
2015-04-30,110632.00590080836,15463.975970656571,95168.0299301518
2015-05-01,113146.73303108983,15463.975970656571,97682.75706043326
2015-05-04,113426.86394922601,15463.975970656571,97962.88797856944
2015-05-05,111510.2800836152,15463.975970656571,96046.30411295863
2015-05-06,110963.63510721464,15463.975970656571,95499.65913655807
2015-05-07,112122.40731510424,11121.339770720497,101001.06754438374
2015-05-08,113389.0158638117,11121.339770720497,102267.6760930912
2015-05-11,112884.27287087333,11121.339770720497,101762.93310015283
2015-05-12,112147.88511223135,11121.339770720497,101026.54534151085
2015-05-13,111568.2364361488,11121.339770720497,100446.8966654283
2015-05-14,113080.2271831376,11121.339770720497,101958.8874124171
2015-05-15,112716.5960107289,11121.339770720497,101595.2562400084
2015-05-18,113208.29625629816,11121.339770720497,102086.95648557766
2015-05-19,113470.02557935256,11121.339770720497,102348.68580863206
2015-05-20,113772.40624848315,11121.339770720497,102651.06647776265
2015-05-21,113738.20033038688,11121.339770720497,102616.86055966638
2015-05-22,113723.06831485995,11121.339770720497,102601.72854413945
2015-05-26,113507.14264159508,11121.339770720497,102385.80287087458
2015-05-27,114873.18873715562,11121.339770720497,103751.84896643512
2015-05-28,114737.88567536128,11121.339770720497,103616.54590464078
2015-05-29,114395.0949778794,11121.339770720497,103273.7552071589
2015-06-01,114630.37302909729,11121.339770720497,103509.03325837679
2015-06-02,114312.70445559836,11121.339770720497,103191.36468487786
2015-06-03,115018.54306972143,11121.339770720497,103897.20329900093
2015-06-04,114709.97216078897,11121.339770720497,103588.63239006847
2015-06-05,114563.58036419655,11121.339770720497,103442.24059347605
2015-06-08,113461.27571325953,5570.567612967727,107890.7081002918
2015-06-09,113311.81117506103,5570.567612967727,107741.2435620933
2015-06-10,114828.36255948656,5570.567612967727,109257.79494651883
2015-06-11,114803.99487928943,5570.567612967727,109233.4272663217
2015-06-12,113948.12111755816,5570.567612967727,108377.55350459043
2015-06-15,113439.92177830875,5570.567612967727,107869.35416534102
2015-06-16,113633.91562469937,5570.567612967727,108063.34801173164
2015-06-17,113770.36581776361,5570.567612967727,108199.79820479588
2015-06-18,115052.81492812754,5570.567612967727,109482.24731515981
2015-06-19,114325.72511346544,5570.567612967727,108755.1575004977
2015-06-22,114868.37843517186,5570.567612967727,109297.81082220413
2015-06-23,114480.98746285358,5570.567612967727,108910.41984988585
2015-06-24,113468.0970728617,5570.567612967727,107897.52945989397
2015-06-25,113367.42656533461,5570.567612967727,107796.85895236688
2015-06-26,111893.58747571209,5570.567612967727,106323.01986274436
2015-06-29,109061.39753432276,5570.567612967727,103490.82992135503
2015-06-30,109975.2546964053,5570.567612967727,104404.68708343757
2015-07-01,109798.44207072575,5570.567612967727,104227.87445775802
2015-07-02,109994.7700350989,5570.567612967727,104424.20242213117
2015-07-06,109762.40105772461,5570.567612967727,104191.83344475688
2015-07-07,109695.9890684025,5385.704683254255,104310.28438514825
2015-07-08,108879.23425791676,5385.704683254255,103493.5295746625
2015-07-09,108828.49266736668,5385.704683254255,103442.78798411242
2015-07-10,109708.00968571162,5385.704683254255,104322.30500245736
2015-07-13,110679.96018918425,5385.704683254255,105294.25550592999
2015-07-14,111768.27230256597,5385.704683254255,106382.56761931171
2015-07-15,111462.90605838016,5385.704683254255,106077.20137512591
2015-07-16,113041.86849912177,5385.704683254255,107656.16381586752
2015-07-17,112846.48936232198,5385.704683254255,107460.78467906773
2015-07-20,111645.9336231257,5385.704683254255,106260.22893987145
2015-07-21,111781.01407926182,5385.704683254255,106395.30939600756
2015-07-22,109528.69522239188,5385.704683254255,104142.99053913762
2015-07-23,110227.54922482032,5385.704683254255,104841.84454156607
2015-07-24,109420.15117542645,5385.704683254255,104034.4464921722
2015-07-27,108609.75606506293,5385.704683254255,103224.05138180868
2015-07-28,110406.85075911258,5385.704683254255,105021.14607585833
2015-07-29,111764.38972927835,5385.704683254255,106378.6850460241
2015-07-30,112140.92252536595,5385.704683254255,106755.2178421117
2015-07-31,111312.35736855405,5385.704683254255,105926.65268529979
2015-08-03,111935.39619963274,5385.704683254255,106549.69151637849
2015-08-04,112545.81034757978,5385.704683254255,107160.10566432553
2015-08-05,113019.52185502186,5385.704683254255,107633.8171717676
2015-08-06,111786.84579610913,5385.704683254255,106401.14111285488
2015-08-07,114897.20725201599,11396.570151811426,103500.63710020456
2015-08-10,116679.88423775075,11396.570151811426,105283.31408593933
2015-08-11,113958.2891405046,11396.570151811426,102561.71898869317
2015-08-12,114623.23939587954,11396.570151811426,103226.66924406812
2015-08-13,115005.06427697369,11396.570151811426,103608.49412516227
2015-08-14,114754.5536834277,11396.570151811426,103357.98353161628
2015-08-17,117015.1416136257,11396.570151811426,105618.57146181428
2015-08-18,116310.64147299393,11396.570151811426,104914.0713211825
2015-08-19,115728.03126728979,11396.570151811426,104331.46111547836
2015-08-20,112147.29802672465,11396.570151811426,100750.72787491322
2015-08-21,108284.28898099666,11396.570151811426,96887.71882918524
2015-08-24,104540.8586976477,24607.849897748565,79933.00879989914
2015-08-25,104606.3707549526,24607.849897748565,79998.52085720404
2015-08-26,108000.24468031185,24607.849897748565,83392.3947825633
2015-08-27,110255.92341596083,24607.849897748565,85648.07351821227
2015-08-28,110392.45625444732,24607.849897748565,85784.60635669876
2015-08-31,109737.3742862475,24607.849897748565,85129.52438849895
2015-09-01,107204.01991229778,24607.849897748565,82596.17001454922
2015-09-02,109592.12276815303,24607.849897748565,84984.27287040447
2015-09-03,109211.42140786073,24607.849897748565,84603.57151011216
2015-09-04,108533.81175807645,24607.849897748565,83925.9618603279
2015-09-08,110682.03881746327,45895.14577681848,64786.89304064479
2015-09-09,109537.94767558444,45895.14577681848,63642.80189876595
2015-09-10,110027.83265616477,45895.14577681848,64132.6868793463
2015-09-11,110094.78990603941,45895.14577681848,64199.644129220935
2015-09-14,109901.56331218462,45895.14577681848,64006.41753536615
2015-09-15,111109.49086351352,45895.14577681848,65214.34508669505
2015-09-16,111691.45861808096,45895.14577681848,65796.31284126248
2015-09-17,110646.26973842893,45895.14577681848,64751.12396161046
2015-09-18,109250.8880256012,45895.14577681848,63355.74224878273
2015-09-21,109838.75055287176,45895.14577681848,63943.60477605328
2015-09-22,109205.80942244577,45895.14577681848,63310.663645627305
2015-09-23,109104.3307517422,45895.14577681848,63209.18497492373
2015-09-24,108947.41294343956,45895.14577681848,63052.26716662109
2015-09-25,109868.07707156072,45895.14577681848,63972.93129474224
2015-09-28,108435.10200463547,45895.14577681848,62539.95622781698
2015-09-29,108557.86147585386,45895.14577681848,62662.715699035376
2015-09-30,109750.16944873471,45895.14577681848,63855.023671916235
2015-10-01,109864.84902477969,45895.14577681848,63969.70324796122
2015-10-02,110414.95061419977,45895.14577681848,64519.80483738129
2015-10-05,111911.42391558416,45895.14577681848,66016.27813876569
2015-10-06,112314.237478512,45895.14577681848,66419.09170169353
2015-10-07,112536.98884985285,39340.36829408724,73196.6205557656
2015-10-08,113003.77103589123,39340.36829408724,73663.40274180399
2015-10-09,112052.55238281017,39340.36829408724,72712.18408872293
2015-10-12,111530.43766812001,39340.36829408724,72190.06937403277
2015-10-13,110794.5352565675,39340.36829408724,71454.16696248026
2015-10-14,110730.8746725153,39340.36829408724,71390.50637842806
2015-10-15,111449.14267418288,39340.36829408724,72108.77438009564
2015-10-16,112295.0349193078,39340.36829408724,72954.66662522056
2015-10-19,112982.58075844098,39340.36829408724,73642.21246435374
2015-10-20,110725.32169553642,39340.36829408724,71384.95340144918
2015-10-21,110907.54266956686,39340.36829408724,71567.17437547962
2015-10-22,112341.76564886015,49597.3573451309,62744.40830372925
2015-10-23,112709.18008859546,49597.3573451309,63111.82274346455
2015-10-26,113445.99423095045,49597.3573451309,63848.636885819564
2015-10-27,114138.79783608278,49597.3573451309,64541.44049095188
2015-10-28,114142.44930739148,49597.3573451309,64545.09196226059
2015-10-29,114340.20335826371,49597.3573451309,64742.84601313282
2015-10-30,113135.02545751524,49597.3573451309,63537.668112384345
2015-11-02,114663.42524946654,49597.3573451309,65066.06790433564
2015-11-03,113882.9057153466,49597.3573451309,64285.54837021571
2015-11-04,115680.59108894086,49597.3573451309,66083.23374380996
2015-11-05,116302.47542557103,49597.3573451309,66705.11808044012
2015-11-06,116199.78719530764,49597.3573451309,66602.42985017673
2015-11-09,115365.02647345416,22999.112563562918,92365.91390989124
2015-11-10,116341.70413543226,22999.112563562918,93342.59157186934
2015-11-11,115863.98697058998,22999.112563562918,92864.87440702706
2015-11-12,114179.18636543119,22999.112563562918,91180.07380186828
2015-11-13,112521.0558638673,22999.112563562918,89521.94330030438
2015-11-16,113226.0296373443,22999.112563562918,90226.91707378138
2015-11-17,113563.51383406161,22999.112563562918,90564.4012704987
2015-11-18,116015.82798451684,22999.112563562918,93016.71542095393
2015-11-19,114836.15645600604,22999.112563562918,91837.04389244312
2015-11-20,115225.1093793983,22999.112563562918,92225.99681583539
2015-11-23,114770.11052892251,22999.112563562918,91770.9979653596
2015-11-24,114467.62460007849,22999.112563562918,91468.51203651557
2015-11-25,115707.81249618926,22999.112563562918,92708.69993262635
2015-11-27,115901.36050923639,22999.112563562918,92902.24794567347
2015-11-30,114880.20077052938,22999.112563562918,91881.08820696647
2015-12-01,116297.99283205756,22999.112563562918,93298.88026849464
2015-12-02,115569.77201357218,22999.112563562918,92570.65945000926
2015-12-03,113817.08540822474,22999.112563562918,90817.97284466182
2015-12-04,115942.08514453807,22999.112563562918,92942.97258097515
2015-12-07,114653.99541858069,5629.126145119262,109024.86927346142
2015-12-08,113567.71000949587,5629.126145119262,107938.5838643766
2015-12-09,113203.38545985511,5629.126145119262,107574.25931473584
2015-12-10,114405.42783588762,5629.126145119262,108776.30169076835
2015-12-11,112361.11133387807,5629.126145119262,106731.98518875882
2015-12-14,112880.04781903984,5629.126145119262,107250.92167392057
2015-12-15,114731.45606888339,5629.126145119262,109102.32992376413
2015-12-16,115650.8950032802,5629.126145119262,110021.76885816094
2015-12-17,114077.01349888952,5629.126145119262,108447.88735377026
2015-12-18,112468.54772467722,5629.126145119262,106839.42157955797
2015-12-21,112429.91037082407,5629.126145119262,106800.78422570482
2015-12-22,112333.5820171921,5629.126145119262,106704.45587207284
2015-12-23,113578.43391425457,5629.126145119262,107949.30776913531
2015-12-24,113245.18081143688,5629.126145119262,107616.0546663176
2015-12-28,112520.37026668355,5629.126145119262,106891.24412156429
2015-12-29,113717.05129630014,5629.126145119262,108087.92515118088
2015-12-30,112805.5977734719,17147.201862704074,95658.39591076782
2015-12-31,112129.58621890287,17147.201862704074,94982.3843561988
2016-01-04,110925.15179914053,17147.201862704074,93777.94993643646
2016-01-05,110993.87267535407,17147.201862704074,93846.67081264999
2016-01-06,109925.87721330841,17147.201862704074,92778.67535060435
2016-01-07,108251.8585164202,20496.771497634632,87755.08701878556
2016-01-08,107672.59474232137,20496.771497634632,87175.82324468673
2016-01-11,108176.59409757027,20496.771497634632,87679.82259993564
2016-01-12,108750.40721988693,20496.771497634632,88253.6357222523
2016-01-13,106123.27667850949,20496.771497634632,85626.50518087485
2016-01-14,108101.55865390383,20496.771497634632,87604.7871562692
2016-01-15,107573.1680087814,20496.771497634632,87076.39651114677
2016-01-19,107178.96304951212,20496.771497634632,86682.19155187749
2016-01-20,106811.42749498121,20496.771497634632,86314.65599734658
2016-01-21,105635.35446669867,20496.771497634632,85138.58296906404
2016-01-22,107221.74883018596,20496.771497634632,86724.97733255132
2016-01-25,105565.08510922236,20496.771497634632,85068.31361158773
2016-01-26,105957.10870472675,31255.47862017584,74701.63008455091
2016-01-27,103183.36434546171,31255.47862017584,71927.88572528587
2016-01-28,103316.45049682933,31255.47862017584,72060.9718766535
2016-01-29,103128.75930527922,31255.47862017584,71873.28068510338
2016-02-01,104217.17238125698,31255.47862017584,72961.69376108114
2016-02-02,102585.22193040841,43409.4465967923,59175.77533361611
2016-02-03,103436.21781867088,43409.4465967923,60026.77122187858
2016-02-04,104010.60681616273,43409.4465967923,60601.16021937043
2016-02-05,102639.15103459351,43409.4465967923,59229.70443780121
2016-02-08,102338.09425589666,52423.94015602337,49914.154099873296
2016-02-09,102595.0184592504,52423.94015602337,50171.07830322703
2016-02-10,102645.75672755484,52423.94015602337,50221.81657153146
2016-02-11,102305.44002532004,52423.94015602337,49881.49986929668
2016-02-12,103466.70368448546,52423.94015602337,51042.76352846209
2016-02-16,105140.62071739501,52423.94015602337,52716.68056137165
2016-02-17,107423.43429612654,52423.94015602337,54999.494140103176
2016-02-18,107542.75982761545,52423.94015602337,55118.81967159208
2016-02-19,107773.54118770122,52423.94015602337,55349.601031677856
2016-02-22,109866.92843691856,52423.94015602337,57442.988280895195
2016-02-23,109068.41722451146,52423.94015602337,56644.47706848809
2016-02-24,109537.94446305679,52423.94015602337,57114.00430703342
2016-02-25,110599.77475430159,52423.94015602337,58175.83459827822
2016-02-26,110974.30438546395,52423.94015602337,58550.36422944059
2016-02-29,111091.00409226217,52423.94015602337,58667.0639362388
2016-03-01,113118.69878203158,52423.94015602337,60694.75862600822
2016-03-02,113561.76944962342,52423.94015602337,61137.82929360004
2016-03-03,114057.40014129704,52423.94015602337,61633.45998527367
2016-03-04,114702.69960451596,52423.94015602337,62278.759448492594
2016-03-07,113835.85090108142,22694.256905019432,91141.59399606199
2016-03-08,112242.12410182189,22694.256905019432,89547.86719680246
2016-03-09,112740.57830090528,22694.256905019432,90046.32139588585
2016-03-10,112608.46341304484,22694.256905019432,89914.20650802541
2016-03-11,114222.45474037304,22694.256905019432,91528.19783535361
2016-03-14,114692.73094910398,22694.256905019432,91998.47404408455
2016-03-15,114511.32682368087,22694.256905019432,91817.06991866144
2016-03-16,115239.26405951567,22694.256905019432,92545.00715449624
2016-03-17,116046.7353744372,22694.256905019432,93352.47846941777
2016-03-18,118330.36503995987,22694.256905019432,95636.10813494044
2016-03-21,118586.92088153139,22694.256905019432,95892.66397651196
2016-03-22,117644.04619391564,22694.256905019432,94949.78928889621
2016-03-23,116742.27735743171,22694.256905019432,94048.02045241228
2016-03-24,116583.61855886855,22694.256905019432,93889.36165384912
2016-03-28,117595.21111478041,22694.256905019432,94900.95420976098
2016-03-29,118550.09537766925,22694.256905019432,95855.83847264982
2016-03-30,118499.87705539442,22694.256905019432,95805.62015037499
2016-03-31,118652.53360740695,22694.256905019432,95958.27670238752
2016-04-01,120837.92220140371,22694.256905019432,98143.66529638428
2016-04-04,120564.15653922675,22694.256905019432,97869.89963420732
2016-04-05,120639.72240221401,22694.256905019432,97945.46549719459
2016-04-06,121449.39317333195,22694.256905019432,98755.13626831252
2016-04-07,119124.60190056739,5848.617910237588,113275.9839903298
2016-04-08,119144.80232052534,5848.617910237588,113296.18441028775
2016-04-11,119642.89260956126,5848.617910237588,113794.27469932367
2016-04-12,121147.22288498425,5848.617910237588,115298.60497474666
2016-04-13,125277.89554627865,5848.617910237588,119429.27763604106
2016-04-14,127108.03072371818,5848.617910237588,121259.4128134806
2016-04-15,127121.62154574374,5848.617910237588,121273.00363550615
2016-04-18,127344.5357708331,5848.617910237588,121495.91786059551
2016-04-19,128162.00450262793,5848.617910237588,122313.38659239034
2016-04-20,130465.44378963523,5848.617910237588,124616.82587939764
2016-04-21,129451.0270690283,5848.617910237588,123602.40915879072
2016-04-22,130347.57658582184,5848.617910237588,124498.95867558425
2016-04-25,129606.23412463837,5848.617910237588,123757.61621440078
2016-04-26,130497.42709089835,5848.617910237588,124648.80918066076
2016-04-27,129271.0015808457,5848.617910237588,123422.3836706081
2016-04-28,128285.46222878211,5848.617910237588,122436.84431854452
2016-04-29,126872.81053194942,5848.617910237588,121024.19262171183
2016-05-02,128407.09046149875,5848.617910237588,122558.47255126116
2016-05-03,125952.62420347137,5848.617910237588,120104.00629323378
2016-05-04,123676.59212344419,5848.617910237588,117827.9742132066
2016-05-05,122519.05993896726,18244.88019263569,104274.17974633156
2016-05-06,122887.80218794415,18244.88019263569,104642.92199530847
2016-05-09,122854.23502676851,17723.97770887463,105130.25731789388
2016-05-10,124015.23955120519,17723.97770887463,106291.26184233055
2016-05-11,122652.63622562967,17723.97770887463,104928.65851675504
2016-05-12,121013.34942723464,17723.97770887463,103289.37171836001
2016-05-13,120582.9766969892,17723.97770887463,102858.99898811456
2016-05-16,122006.23472671813,17723.97770887463,104282.2570178435
2016-05-17,121591.46403057252,17723.97770887463,103867.48632169788
2016-05-18,124121.04743505237,17723.97770887463,106397.06972617774
2016-05-19,123654.54153699026,17723.97770887463,105930.56382811563
2016-05-20,124895.48794327624,17723.97770887463,107171.5102344016
2016-05-23,125445.4992195491,17723.97770887463,107721.52151067447
2016-05-24,127542.01521424612,17723.97770887463,109818.03750537148
2016-05-25,129226.3954698835,17723.97770887463,111502.41776100887
2016-05-26,129629.1992080155,17723.97770887463,111905.22149914087
2016-05-27,129864.02746575951,17723.97770887463,112140.04975688488
2016-05-31,129908.71031441746,17723.97770887463,112184.73260554283
2016-06-01,129098.60425483617,17723.97770887463,111374.62654596154
2016-06-02,128839.44707694672,17723.97770887463,111115.46936807208
2016-06-03,127609.49166836121,17723.97770887463,109885.51395948658
2016-06-06,128672.79854874504,17723.97770887463,110948.8208398704
2016-06-07,129585.10088855137,6362.193282201566,123222.9076063498
2016-06-08,129484.22872402598,6362.193282201566,123122.03544182441
2016-06-09,128996.54373149005,6362.193282201566,122634.35044928848
2016-06-10,127358.33630479805,6362.193282201566,120996.14302259649
2016-06-13,126617.59773470697,6362.193282201566,120255.4044525054
2016-06-14,125165.503055076,6362.193282201566,118803.30977287443
2016-06-15,125724.05863633288,6362.193282201566,119361.86535413131
2016-06-16,126034.22766164895,6362.193282201566,119672.03437944739
2016-06-17,126302.27135459494,6362.193282201566,119940.07807239337
2016-06-20,127189.65678376392,6362.193282201566,120827.46350156235
2016-06-21,127067.44393087662,6362.193282201566,120705.25064867505
2016-06-22,126885.00813600144,6362.193282201566,120522.81485379988
2016-06-23,128919.22570489798,6362.193282201566,122557.03242269641
2016-06-24,123106.19205109743,6362.193282201566,116743.99876889586
2016-06-27,119963.90068812593,42644.207661852764,77319.69302627316
2016-06-28,121474.79534285163,42644.207661852764,78830.58768099887
2016-06-29,121934.9947152773,42644.207661852764,79290.78705342453
2016-06-30,122401.16795440386,42644.207661852764,79756.9602925511
2016-07-01,122911.58446705333,42644.207661852764,80267.37680520056
2016-07-05,122869.98952015594,42644.207661852764,80225.78185830318
2016-07-06,123814.68650456553,42644.207661852764,81170.47884271276
2016-07-07,124131.7634740902,23503.52618787531,100628.23728621489
2016-07-08,125866.27754817446,23503.52618787531,102362.75136029915
2016-07-11,126187.99282848189,23503.52618787531,102684.46664060658
2016-07-12,127733.4477059221,23503.52618787531,104229.92151804679
2016-07-13,127482.19691360761,23503.52618787531,103978.6707257323
2016-07-14,128737.30210638893,23503.52618787531,105233.77591851362
2016-07-15,128759.83566901999,23503.52618787531,105256.30948114468
2016-07-18,130008.5715424371,23503.52618787531,106505.0453545618
2016-07-19,127418.68811434874,23503.52618787531,103915.16192647343
2016-07-20,128596.40596397633,23503.52618787531,105092.87977610102
2016-07-21,127036.75374823995,23503.52618787531,103533.22756036464
2016-07-22,127814.58109169004,23503.52618787531,104311.05490381473
2016-07-25,128295.29430636785,23503.52618787531,104791.76811849255
2016-07-26,129142.5237746737,23503.52618787531,105638.99758679839
2016-07-27,129404.05923737421,23503.52618787531,105900.5330494989
2016-07-28,129796.36998004251,23503.52618787531,106292.8437921672
2016-07-29,129218.36808836153,23503.52618787531,105714.84190048622
2016-08-01,129234.70711295384,23503.52618787531,105731.18092507853
2016-08-02,128412.47719303868,23503.52618787531,104908.95100516337
2016-08-03,129198.56177126012,23503.52618787531,105695.03558338482
2016-08-04,129934.56668932787,23503.52618787531,106431.04050145256
2016-08-05,132428.38203286615,23503.52618787531,108924.85584499085
2016-08-08,131714.39931470278,6466.734684336308,125247.66463036647
2016-08-09,131915.91721712853,6466.734684336308,125449.18253279221
2016-08-10,130312.72165980896,6466.734684336308,123845.98697547265
2016-08-11,131153.7812229865,6466.734684336308,124687.04653865019
2016-08-12,131860.19834402105,6466.734684336308,125393.46365968473
2016-08-15,131612.6433977806,6466.734684336308,125145.90871344428
2016-08-16,131250.2401130073,6466.734684336308,124783.50542867101
2016-08-17,131915.88005435365,6466.734684336308,125449.14537001733
2016-08-18,132225.68120762522,6466.734684336308,125758.9465232889
2016-08-19,132192.64592296586,6466.734684336308,125725.91123862955
2016-08-22,131881.50660686658,6466.734684336308,125414.77192253026
2016-08-23,132356.7516260277,6466.734684336308,125890.01694169137
2016-08-24,131304.00888793485,6466.734684336308,124837.27420359853
2016-08-25,130889.57174089215,6466.734684336308,124422.83705655584
2016-08-26,130694.79487356337,6466.734684336308,124228.06018922706
2016-08-29,129682.22410365875,6466.734684336308,123215.48941932245
2016-08-30,129059.09228985407,6466.734684336308,122592.35760551777
2016-08-31,128987.91981280014,6466.734684336308,122521.18512846384
2016-09-01,127057.43156549057,6466.734684336308,120590.69688115426
2016-09-02,127178.97587389564,6466.734684336308,120712.24118955934
2016-09-06,128918.44197956599,6466.734684336308,122451.70729522969
2016-09-07,128541.72148249144,6310.966857230589,122230.75462526086
2016-09-08,128056.11815803518,6310.966857230589,121745.1513008046
2016-09-09,126164.56997228769,6310.966857230589,119853.6031150571
2016-09-12,127680.738910799,6310.966857230589,121369.77205356842
2016-09-13,126421.23738646272,6310.966857230589,120110.27052923213
2016-09-14,126383.09334910192,6310.966857230589,120072.12649187133
2016-09-15,127323.7111394601,6310.966857230589,121012.74428222951
2016-09-16,127550.82909854536,6310.966857230589,121239.86224131478
2016-09-19,127815.34197225232,6310.966857230589,121504.37511502173
2016-09-20,128838.49585489967,6310.966857230589,122527.52899766908
2016-09-21,129558.67951321756,6310.966857230589,123247.71265598698
2016-09-22,130445.75920130708,6310.966857230589,124134.7923440765
2016-09-23,130300.07780430594,6310.966857230589,123989.11094707536
2016-09-26,129415.73752674638,6310.966857230589,123104.7706695158
2016-09-27,128736.28488984643,6310.966857230589,122425.31803261585
2016-09-28,128961.37898842199,6310.966857230589,122650.4121311914
2016-09-29,127369.86096610941,6310.966857230589,121058.89410887883
2016-09-30,128154.83290157383,6310.966857230589,121843.86604434323
2016-10-03,128319.35240876794,6310.966857230589,122008.38555153734
2016-10-04,127566.24267544929,6310.966857230589,121255.27581821871
2016-10-05,127324.89636167933,6310.966857230589,121013.92950444875
2016-10-06,126370.98602780662,6310.966857230589,120060.01917057604
2016-10-07,125256.77766692857,6149.687147352859,119107.09051957571
2016-10-10,125905.7855740347,6149.687147352859,119756.09842668184
2016-10-11,124699.53323028755,6149.687147352859,118549.84608293469
2016-10-12,124511.8876623967,6149.687147352859,118362.20051504383
2016-10-13,123845.56720980583,6149.687147352859,117695.88006245297
2016-10-14,124338.50858973777,6149.687147352859,118188.82144238491
