ticker,start_date,end_date,days_held,start_value,end_value
STX,2016-05-09,2016-05-09,0,76027.0,76027.0
VIX,2016-05-09,2016-05-09,0,76027.0,76027.0
STX,2016-05-09,2016-05-09,0,76027.0,76027.0
VIX,2016-05-09,2016-06-07,29,76027.0,92613.0
VIX,2016-06-07,2016-06-07,0,92613.0,92613.0
CF,2016-06-07,2016-06-07,0,92613.0,92613.0
VIX,2016-06-07,2016-06-07,0,92613.0,92613.0
CF,2016-06-07,2016-06-07,0,92613.0,92613.0
VIX,2016-06-07,2016-07-07,30,92613.0,96351.0
VIX,2016-07-07,2016-07-07,0,96351.0,96351.0
AMCR,2016-07-07,2016-07-07,0,96351.0,96351.0
VIX,2016-07-07,2016-07-07,0,96351.0,96351.0
AMCR,2016-07-07,2016-07-07,0,96351.0,96351.0
VIX,2016-07-07,2016-08-08,32,96351.0,91041.0
VIX,2016-08-08,2016-08-08,0,91041.0,91041.0
TRGP,2016-08-08,2016-08-08,0,91041.0,91041.0
VIX,2016-08-08,2016-08-08,0,91041.0,91041.0
TRGP,2016-08-08,2016-08-08,0,91041.0,91041.0
VIX,2016-08-08,2016-09-07,30,91041.0,91740.0
VIX,2016-09-07,2016-09-07,0,91740.0,91740.0
CF,2016-09-07,2016-09-07,0,91740.0,91740.0
VIX,2016-09-07,2016-09-07,0,91740.0,91740.0
CF,2016-09-07,2016-09-07,0,91740.0,91740.0
VIX,2016-09-07,2016-10-07,30,91740.0,117348.0
VIX,2016-10-07,2016-10-07,0,117348.0,117348.0
AMCR,2016-10-07,2016-10-07,0,117348.0,117348.0
VIX,2016-10-07,2016-10-07,0,117348.0,117348.0
AMCR,2016-10-07,2016-10-07,0,117348.0,117348.0
VIX,2016-10-07,2016-11-07,31,117348.0,112609.0
AMCR,2016-10-07,2016-11-07,31,117348.0,112609.0
VIX,2016-11-07,2016-11-07,0,112609.0,112609.0
AMCR,2016-11-07,2016-11-07,0,112609.0,112609.0
VIX,2016-11-07,2016-11-07,0,112609.0,112609.0
AMCR,2016-11-07,2016-11-07,0,112609.0,112609.0
VIX,2016-11-07,2016-12-07,30,112609.0,111891.0
AMCR,2016-11-07,2016-12-07,30,112609.0,111891.0
VIX,2016-12-07,2016-12-07,0,111891.0,111891.0
AMCR,2016-12-07,2016-12-07,0,111891.0,111891.0
VIX,2016-12-07,2016-12-07,0,111891.0,111891.0
AMCR,2016-12-07,2016-12-07,0,111891.0,111891.0
VIX,2016-12-07,2017-01-09,33,111891.0,107338.0
AMCR,2016-12-07,2017-01-09,33,111891.0,107338.0
VIX,2017-01-09,2017-01-09,0,107338.0,107338.0
AMCR,2017-01-09,2017-01-09,0,107338.0,107338.0
VIX,2017-01-09,2017-01-09,0,107338.0,107338.0
AMCR,2017-01-09,2017-01-09,0,107338.0,107338.0
VIX,2017-01-09,2017-02-07,29,107338.0,115887.0
AMCR,2017-01-09,2017-02-07,29,107338.0,115887.0
VIX,2017-02-07,2017-02-07,0,115887.0,115887.0
AMCR,2017-02-07,2017-02-07,0,115887.0,115887.0
VIX,2017-02-07,2017-02-07,0,115887.0,115887.0
AMCR,2017-02-07,2017-02-07,0,115887.0,115887.0
VIX,2017-02-07,2017-03-07,28,115887.0,112382.0
VIX,2017-03-07,2017-03-07,0,112382.0,112382.0
ETSY,2017-03-07,2017-03-07,0,112382.0,112382.0
VIX,2017-03-07,2017-03-07,0,112382.0,112382.0
ETSY,2017-03-07,2017-03-07,0,112382.0,112382.0
VIX,2017-03-07,2017-04-07,31,112382.0,115562.0
VIX,2017-04-07,2017-04-07,0,115562.0,115562.0
TAP-A,2017-04-07,2017-04-07,0,115562.0,115562.0
VIX,2017-04-07,2017-04-07,0,115562.0,115562.0
TAP-A,2017-04-07,2017-04-07,0,115562.0,115562.0
VIX,2017-04-07,2017-05-08,31,115562.0,115022.0
VIX,2017-05-08,2017-05-08,0,115022.0,115022.0
UAA,2017-05-08,2017-05-08,0,115022.0,115022.0
VIX,2017-05-08,2017-05-08,0,115022.0,115022.0
UAA,2017-05-08,2017-05-08,0,115022.0,115022.0
VIX,2017-05-08,2017-06-07,30,115022.0,114746.0
VIX,2017-06-07,2017-06-07,0,114746.0,114746.0
KIM,2017-06-07,2017-06-07,0,114746.0,114746.0
VIX,2017-06-07,2017-06-07,0,114746.0,114746.0
KIM,2017-06-07,2017-06-07,0,114746.0,114746.0
VIX,2017-06-07,2017-07-07,30,114746.0,129298.0
VIX,2017-07-07,2017-07-07,0,129298.0,129298.0
MRO,2017-07-07,2017-07-07,0,129298.0,129298.0
VIX,2017-07-07,2017-07-07,0,129298.0,129298.0
MRO,2017-07-07,2017-07-07,0,129298.0,129298.0
UAA,2017-08-07,2017-08-07,0,131806.0,131806.0
TWLO,2017-08-07,2017-08-07,0,131806.0,131806.0
UAA,2017-08-07,2017-08-07,0,131806.0,131806.0
TWLO,2017-08-07,2017-08-07,0,131806.0,131806.0
TWLO,2017-08-07,2017-09-07,31,131806.0,127104.0
VIX,2017-09-07,2017-09-07,0,127104.0,127104.0
TWLO,2017-09-07,2017-09-07,0,127104.0,127104.0
VIX,2017-09-07,2017-09-07,0,127104.0,127104.0
TWLO,2017-09-07,2017-09-07,0,127104.0,127104.0
TWLO,2017-09-07,2017-10-09,32,127104.0,131226.0
TWLO,2017-10-09,2017-10-09,0,131226.0,131226.0
AMCR,2017-10-09,2017-10-09,0,131226.0,131226.0
TWLO,2017-10-09,2017-10-09,0,131226.0,131226.0
AMCR,2017-10-09,2017-10-09,0,131226.0,131226.0
AMCR,2017-10-09,2017-11-07,29,131226.0,131513.0
AAP,2017-11-07,2017-11-07,0,131513.0,131513.0
AMCR,2017-11-07,2017-11-07,0,131513.0,131513.0
AAP,2017-11-07,2017-11-07,0,131513.0,131513.0
AMCR,2017-11-07,2017-11-07,0,131513.0,131513.0
AMCR,2017-11-07,2017-12-07,30,131513.0,143443.0
VIX,2017-12-07,2017-12-07,0,143443.0,143443.0
AMCR,2017-12-07,2017-12-07,0,143443.0,143443.0
VIX,2017-12-07,2017-12-07,0,143443.0,143443.0
AMCR,2017-12-07,2017-12-07,0,143443.0,143443.0
VIX,2017-12-07,2018-01-08,32,143443.0,154523.0
VIX,2018-01-08,2018-01-08,0,154523.0,154523.0
STX,2018-01-08,2018-01-08,0,154523.0,154523.0
VIX,2018-01-08,2018-01-08,0,154523.0,154523.0
STX,2018-01-08,2018-01-08,0,154523.0,154523.0
CMG,2018-02-07,2018-02-07,0,189921.0,189921.0
TAP-A,2018-02-07,2018-02-07,0,189921.0,189921.0
CMG,2018-02-07,2018-02-07,0,189921.0,189921.0
TAP-A,2018-02-07,2018-02-07,0,189921.0,189921.0
OKTA,2018-03-07,2018-03-07,0,195034.0,195034.0
ANET,2018-03-07,2018-03-07,0,195034.0,195034.0
OKTA,2018-03-07,2018-03-07,0,195034.0,195034.0
ANET,2018-03-07,2018-03-07,0,195034.0,195034.0
VIX,2018-04-09,2018-04-09,0,185403.0,185403.0
TAP-A,2018-04-09,2018-04-09,0,185403.0,185403.0
VIX,2018-04-09,2018-04-09,0,185403.0,185403.0
TAP-A,2018-04-09,2018-04-09,0,185403.0,185403.0
TAP-A,2018-04-09,2018-05-07,28,185403.0,171818.0
TAP-A,2018-05-07,2018-05-07,0,171818.0,171818.0
AMCR,2018-05-07,2018-05-07,0,171818.0,171818.0
TAP-A,2018-05-07,2018-05-07,0,171818.0,171818.0
AMCR,2018-05-07,2018-05-07,0,171818.0,171818.0
VIX,2018-06-07,2018-06-07,0,182652.0,182652.0
IR,2018-06-07,2018-06-07,0,182652.0,182652.0
VIX,2018-06-07,2018-06-07,0,182652.0,182652.0
IR,2018-06-07,2018-06-07,0,182652.0,182652.0
VIX,2018-06-07,2018-07-09,32,182652.0,176883.0
ADBE,2018-07-09,2018-07-09,0,176883.0,176883.0
VIX,2018-07-09,2018-07-09,0,176883.0,176883.0
ADBE,2018-07-09,2018-07-09,0,176883.0,176883.0
VIX,2018-07-09,2018-07-09,0,176883.0,176883.0
VIX,2018-07-09,2018-08-07,29,176883.0,177612.0
VIX,2018-08-07,2018-08-07,0,177612.0,177612.0
TWLO,2018-08-07,2018-08-07,0,177612.0,177612.0
VIX,2018-08-07,2018-08-07,0,177612.0,177612.0
TWLO,2018-08-07,2018-08-07,0,177612.0,177612.0
VIX,2018-08-07,2018-09-07,31,177612.0,171384.0
VIX,2018-09-07,2018-09-07,0,171384.0,171384.0
OKTA,2018-09-07,2018-09-07,0,171384.0,171384.0
VIX,2018-09-07,2018-09-07,0,171384.0,171384.0
OKTA,2018-09-07,2018-09-07,0,171384.0,171384.0
VIX,2018-09-07,2018-10-08,31,171384.0,159346.0
VIX,2018-10-08,2018-10-08,0,159346.0,159346.0
SNAP,2018-10-08,2018-10-08,0,159346.0,159346.0
VIX,2018-10-08,2018-10-08,0,159346.0,159346.0
SNAP,2018-10-08,2018-10-08,0,159346.0,159346.0
TWLO,2018-11-07,2018-11-07,0,191383.0,191383.0
KBH,2018-11-07,2018-11-07,0,191383.0,191383.0
TWLO,2018-11-07,2018-11-07,0,191383.0,191383.0
KBH,2018-11-07,2018-11-07,0,191383.0,191383.0
GE,2018-12-07,2018-12-07,0,180260.0,180260.0
TAP-A,2018-12-07,2018-12-07,0,180260.0,180260.0
GE,2018-12-07,2018-12-07,0,180260.0,180260.0
TAP-A,2018-12-07,2018-12-07,0,180260.0,180260.0
SNAP,2019-01-07,2019-01-07,0,191204.0,191204.0
ETN,2019-01-07,2019-01-07,0,191204.0,191204.0
SNAP,2019-01-07,2019-01-07,0,191204.0,191204.0
ETN,2019-01-07,2019-01-07,0,191204.0,191204.0
SNAP,2019-01-07,2019-02-07,31,191204.0,211934.0
VIX,2019-02-07,2019-02-07,0,211934.0,211934.0
SNAP,2019-02-07,2019-02-07,0,211934.0,211934.0
VIX,2019-02-07,2019-02-07,0,211934.0,211934.0
SNAP,2019-02-07,2019-02-07,0,211934.0,211934.0
VIX,2019-02-07,2019-03-07,28,211934.0,210625.0
VIX,2019-03-07,2019-03-07,0,210625.0,210625.0
BLDR,2019-03-07,2019-03-07,0,210625.0,210625.0
VIX,2019-03-07,2019-03-07,0,210625.0,210625.0
BLDR,2019-03-07,2019-03-07,0,210625.0,210625.0
VIX,2019-03-07,2019-04-08,32,210625.0,226378.0
VIX,2019-04-08,2019-04-08,0,226378.0,226378.0
LUMN,2019-04-08,2019-04-08,0,226378.0,226378.0
VIX,2019-04-08,2019-04-08,0,226378.0,226378.0
LUMN,2019-04-08,2019-04-08,0,226378.0,226378.0
VIX,2019-04-08,2019-05-07,29,226378.0,212781.0
VIX,2019-05-07,2019-05-07,0,212781.0,212781.0
APA,2019-05-07,2019-05-07,0,212781.0,212781.0
VIX,2019-05-07,2019-05-07,0,212781.0,212781.0
APA,2019-05-07,2019-05-07,0,212781.0,212781.0
VIX,2019-05-07,2019-06-07,31,212781.0,222149.0
VIX,2019-06-07,2019-06-07,0,222149.0,222149.0
AMCR,2019-06-07,2019-06-07,0,222149.0,222149.0
VIX,2019-06-07,2019-06-07,0,222149.0,222149.0
AMCR,2019-06-07,2019-06-07,0,222149.0,222149.0
VIX,2019-06-07,2019-07-08,31,222149.0,218244.0
VIX,2019-07-08,2019-07-08,0,218244.0,218244.0
HAL,2019-07-08,2019-07-08,0,218244.0,218244.0
VIX,2019-07-08,2019-07-08,0,218244.0,218244.0
HAL,2019-07-08,2019-07-08,0,218244.0,218244.0
VIX,2019-07-08,2019-08-07,30,218244.0,192310.0
VIX,2019-08-07,2019-08-07,0,192310.0,192310.0
EQT,2019-08-07,2019-08-07,0,192310.0,192310.0
VIX,2019-08-07,2019-08-07,0,192310.0,192310.0
EQT,2019-08-07,2019-08-07,0,192310.0,192310.0
EQT,2019-08-07,2019-09-09,33,192310.0,214478.0
CPRI,2019-09-09,2019-09-09,0,214478.0,214478.0
EQT,2019-09-09,2019-09-09,0,214478.0,214478.0
CPRI,2019-09-09,2019-09-09,0,214478.0,214478.0
EQT,2019-09-09,2019-09-09,0,214478.0,214478.0
VIX,2019-10-07,2019-10-07,0,199601.0,199601.0
TAP-A,2019-10-07,2019-10-07,0,199601.0,199601.0
VIX,2019-10-07,2019-10-07,0,199601.0,199601.0
TAP-A,2019-10-07,2019-10-07,0,199601.0,199601.0
VIX,2019-10-07,2019-11-07,31,199601.0,215293.0
VIX,2019-11-07,2019-11-07,0,215293.0,215293.0
DXCM,2019-11-07,2019-11-07,0,215293.0,215293.0
ZS,2019-11-07,2019-11-07,0,215293.0,215293.0
VIX,2019-11-07,2019-11-07,0,215293.0,215293.0
DXCM,2019-11-07,2019-11-07,0,215293.0,215293.0
ZS,2019-11-07,2019-11-07,0,215293.0,215293.0
VIX,2019-11-07,2019-12-09,32,215293.0,225833.0
ZS,2019-11-07,2019-12-09,32,215293.0,225833.0
VIX,2019-12-09,2019-12-09,0,225833.0,225833.0
ZS,2019-12-09,2019-12-09,0,225833.0,225833.0
VIX,2019-12-09,2019-12-09,0,225833.0,225833.0
ZS,2019-12-09,2019-12-09,0,225833.0,225833.0
VIX,2019-12-09,2020-01-07,29,225833.0,230665.0
VIX,2020-01-07,2020-01-07,0,230665.0,230665.0
APA,2020-01-07,2020-01-07,0,230665.0,230665.0
VIX,2020-01-07,2020-01-07,0,230665.0,230665.0
APA,2020-01-07,2020-01-07,0,230665.0,230665.0
VIX,2020-01-07,2020-02-07,31,230665.0,196125.0
VIX,2020-02-07,2020-02-07,0,196125.0,196125.0
EQT,2020-02-07,2020-02-07,0,196125.0,196125.0
VIX,2020-02-07,2020-02-07,0,196125.0,196125.0
EQT,2020-02-07,2020-02-07,0,196125.0,196125.0
VIX,2020-02-07,2020-03-09,31,196125.0,289809.0
VIX,2020-03-09,2020-03-09,0,289809.0,289809.0
EMR,2020-03-09,2020-03-09,0,289809.0,289809.0
VIX,2020-03-09,2020-03-09,0,289809.0,289809.0
EMR,2020-03-09,2020-03-09,0,289809.0,289809.0
OXY,2020-04-07,2020-04-07,0,306632.0,306632.0
PARA,2020-04-07,2020-04-07,0,306632.0,306632.0
OXY,2020-04-07,2020-04-07,0,306632.0,306632.0
PARA,2020-04-07,2020-04-07,0,306632.0,306632.0
NCLH,2020-05-07,2020-05-07,0,317921.0,317921.0
VIX,2020-05-07,2020-05-07,0,317921.0,317921.0
NCLH,2020-05-07,2020-05-07,0,317921.0,317921.0
VIX,2020-05-07,2020-05-07,0,317921.0,317921.0
NCLH,2020-05-07,2020-06-08,32,317921.0,391066.0
NCLH,2020-06-08,2020-06-08,0,391066.0,391066.0
CCL,2020-06-08,2020-06-08,0,391066.0,391066.0
NCLH,2020-06-08,2020-06-08,0,391066.0,391066.0
CCL,2020-06-08,2020-06-08,0,391066.0,391066.0
VIX,2020-07-07,2020-07-07,0,311888.0,311888.0
NET,2020-07-07,2020-07-07,0,311888.0,311888.0
VIX,2020-07-07,2020-07-07,0,311888.0,311888.0
NET,2020-07-07,2020-07-07,0,311888.0,311888.0
VIX,2020-07-07,2020-08-07,31,311888.0,298852.0
VIX,2020-08-07,2020-08-07,0,298852.0,298852.0
TAP-A,2020-08-07,2020-08-07,0,298852.0,298852.0
VIX,2020-08-07,2020-08-07,0,298852.0,298852.0
TAP-A,2020-08-07,2020-08-07,0,298852.0,298852.0
VIX,2020-08-07,2020-09-08,32,298852.0,298142.0
VIX,2020-09-08,2020-09-08,0,298142.0,298142.0
ZM,2020-09-08,2020-09-08,0,298142.0,298142.0
VIX,2020-09-08,2020-09-08,0,298142.0,298142.0
ZM,2020-09-08,2020-09-08,0,298142.0,298142.0
VIX,2020-09-08,2020-10-07,29,298142.0,353809.0
VIX,2020-10-07,2020-10-07,0,353809.0,353809.0
TAP-A,2020-10-07,2020-10-07,0,353809.0,353809.0
VIX,2020-10-07,2020-10-07,0,353809.0,353809.0
TAP-A,2020-10-07,2020-10-07,0,353809.0,353809.0
SPG,2020-11-09,2020-11-09,0,381077.0,381077.0
REG,2020-11-09,2020-11-09,0,381077.0,381077.0
SPG,2020-11-09,2020-11-09,0,381077.0,381077.0
REG,2020-11-09,2020-11-09,0,381077.0,381077.0
NCLH,2020-12-07,2020-12-07,0,412805.0,412805.0
AAL,2020-12-07,2020-12-07,0,412805.0,412805.0
NCLH,2020-12-07,2020-12-07,0,412805.0,412805.0
AAL,2020-12-07,2020-12-07,0,412805.0,412805.0
VIX,2021-01-07,2021-01-07,0,404463.0,404463.0
RCL,2021-01-07,2021-01-07,0,404463.0,404463.0
VIX,2021-01-07,2021-01-07,0,404463.0,404463.0
RCL,2021-01-07,2021-01-07,0,404463.0,404463.0
VIX,2021-01-07,2021-02-08,32,404463.0,406918.0
VIX,2021-02-08,2021-02-08,0,406918.0,406918.0
TAP-A,2021-02-08,2021-02-08,0,406918.0,406918.0
VIX,2021-02-08,2021-02-08,0,406918.0,406918.0
TAP-A,2021-02-08,2021-02-08,0,406918.0,406918.0
VIX,2021-02-08,2021-03-08,28,406918.0,450143.0
VIX,2021-03-08,2021-03-08,0,450143.0,450143.0
OXY,2021-03-08,2021-03-08,0,450143.0,450143.0
VIX,2021-03-08,2021-03-08,0,450143.0,450143.0
OXY,2021-03-08,2021-03-08,0,450143.0,450143.0
VIX,2021-03-08,2021-04-07,30,450143.0,427854.0
VIX,2021-04-07,2021-04-07,0,427854.0,427854.0
TAP-A,2021-04-07,2021-04-07,0,427854.0,427854.0
VIX,2021-04-07,2021-04-07,0,427854.0,427854.0
TAP-A,2021-04-07,2021-04-07,0,427854.0,427854.0
VIX,2021-04-07,2021-05-07,30,427854.0,405326.0
VIX,2021-05-07,2021-05-07,0,405326.0,405326.0
PARA,2021-05-07,2021-05-07,0,405326.0,405326.0
VIX,2021-05-07,2021-05-07,0,405326.0,405326.0
PARA,2021-05-07,2021-05-07,0,405326.0,405326.0
VIX,2021-05-07,2021-06-07,31,405326.0,432778.0
VIX,2021-06-07,2021-06-07,0,432778.0,432778.0
BIIB,2021-06-07,2021-06-07,0,432778.0,432778.0
VIX,2021-06-07,2021-06-07,0,432778.0,432778.0
BIIB,2021-06-07,2021-06-07,0,432778.0,432778.0
VIX,2021-06-07,2021-07-07,30,432778.0,437781.0
VIX,2021-07-07,2021-07-07,0,437781.0,437781.0
PARA,2021-07-07,2021-07-07,0,437781.0,437781.0
VIX,2021-07-07,2021-07-07,0,437781.0,437781.0
PARA,2021-07-07,2021-07-07,0,437781.0,437781.0
TAP-A,2021-08-09,2021-08-09,0,456428.0,456428.0
MRNA,2021-08-09,2021-08-09,0,456428.0,456428.0
TAP-A,2021-08-09,2021-08-09,0,456428.0,456428.0
MRNA,2021-08-09,2021-08-09,0,456428.0,456428.0
VIX,2021-09-07,2021-09-07,0,439232.0,439232.0
FTI,2021-09-07,2021-09-07,0,439232.0,439232.0
VIX,2021-09-07,2021-09-07,0,439232.0,439232.0
FTI,2021-09-07,2021-09-07,0,439232.0,439232.0
VIX,2021-09-07,2021-10-07,30,439232.0,462552.0
VIX,2021-10-07,2021-10-07,0,462552.0,462552.0
TAP-A,2021-10-07,2021-10-07,0,462552.0,462552.0
VIX,2021-10-07,2021-10-07,0,462552.0,462552.0
TAP-A,2021-10-07,2021-10-07,0,462552.0,462552.0
EXAS,2021-11-08,2021-11-08,0,443951.0,443951.0
NVDA,2021-11-08,2021-11-08,0,443951.0,443951.0
EXAS,2021-11-08,2021-11-08,0,443951.0,443951.0
NVDA,2021-11-08,2021-11-08,0,443951.0,443951.0
VIX,2021-12-07,2021-12-07,0,430131.0,430131.0
ABNB,2021-12-07,2021-12-07,0,430131.0,430131.0
VIX,2021-12-07,2021-12-07,0,430131.0,430131.0
ABNB,2021-12-07,2021-12-07,0,430131.0,430131.0
VIX,2021-12-07,2022-01-07,31,430131.0,413535.0
VIX,2022-01-07,2022-01-07,0,413535.0,413535.0
DOCU,2022-01-07,2022-01-07,0,413535.0,413535.0
VIX,2022-01-07,2022-01-07,0,413535.0,413535.0
DOCU,2022-01-07,2022-01-07,0,413535.0,413535.0
VIX,2022-01-07,2022-02-07,31,413535.0,357643.0
VIX,2022-02-07,2022-02-07,0,357643.0,357643.0
PLTR,2022-02-07,2022-02-07,0,357643.0,357643.0
VIX,2022-02-07,2022-02-07,0,357643.0,357643.0
PLTR,2022-02-07,2022-02-07,0,357643.0,357643.0
PLTR,2022-02-07,2022-03-07,28,357643.0,319210.0
PLTR,2022-03-07,2022-03-07,0,319210.0,319210.0
ZM,2022-03-07,2022-03-07,0,319210.0,319210.0
PLTR,2022-03-07,2022-03-07,0,319210.0,319210.0
ZM,2022-03-07,2022-03-07,0,319210.0,319210.0
ZM,2022-03-07,2022-04-07,31,319210.0,335069.0
ROKU,2022-04-07,2022-04-07,0,335069.0,335069.0
ZM,2022-04-07,2022-04-07,0,335069.0,335069.0
ROKU,2022-04-07,2022-04-07,0,335069.0,335069.0
ZM,2022-04-07,2022-04-07,0,335069.0,335069.0
BILL,2022-05-09,2022-05-09,0,263435.0,263435.0
RBLX,2022-05-09,2022-05-09,0,263435.0,263435.0
BILL,2022-05-09,2022-05-09,0,263435.0,263435.0
RBLX,2022-05-09,2022-05-09,0,263435.0,263435.0
RBLX,2022-05-09,2022-06-07,29,263435.0,292733.0
ETSY,2022-06-07,2022-06-07,0,292733.0,292733.0
RBLX,2022-06-07,2022-06-07,0,292733.0,292733.0
ETSY,2022-06-07,2022-06-07,0,292733.0,292733.0
RBLX,2022-06-07,2022-06-07,0,292733.0,292733.0
RCL,2022-07-07,2022-07-07,0,306881.0,306881.0
CCL,2022-07-07,2022-07-07,0,306881.0,306881.0
RCL,2022-07-07,2022-07-07,0,306881.0,306881.0
CCL,2022-07-07,2022-07-07,0,306881.0,306881.0
SNAP,2022-08-08,2022-08-08,0,310000.0,310000.0
ROKU,2022-08-08,2022-08-08,0,310000.0,310000.0
SNAP,2022-08-08,2022-08-08,0,310000.0,310000.0
ROKU,2022-08-08,2022-08-08,0,310000.0,310000.0
SNAP,2022-08-08,2022-09-07,30,310000.0,290053.0
VIX,2022-09-07,2022-09-07,0,290053.0,290053.0
SNAP,2022-09-07,2022-09-07,0,290053.0,290053.0
VIX,2022-09-07,2022-09-07,0,290053.0,290053.0
SNAP,2022-09-07,2022-09-07,0,290053.0,290053.0
MDB,2022-10-07,2022-10-07,0,292718.0,292718.0
ETSY,2022-10-07,2022-10-07,0,292718.0,292718.0
MDB,2022-10-07,2022-10-07,0,292718.0,292718.0
ETSY,2022-10-07,2022-10-07,0,292718.0,292718.0
SNAP,2022-11-07,2022-11-07,0,269080.0,269080.0
LNC,2022-11-07,2022-11-07,0,269080.0,269080.0
SNAP,2022-11-07,2022-11-07,0,269080.0,269080.0
LNC,2022-11-07,2022-11-07,0,269080.0,269080.0
LUMN,2022-12-07,2022-12-07,0,267205.0,267205.0
TWLO,2022-12-07,2022-12-07,0,267205.0,267205.0
PARA,2022-12-07,2022-12-07,0,267205.0,267205.0
LUMN,2022-12-07,2022-12-07,0,267205.0,267205.0
TWLO,2022-12-07,2022-12-07,0,267205.0,267205.0
PARA,2022-12-07,2022-12-07,0,267205.0,267205.0
