date,value,cash,stocks_value,year
2015-12-29,115160.32928551282,5760.424708073922,109399.90457743891,2015
2015-12-30,114220.87365992668,25406.479063513136,88814.39459641355,2015
2015-12-31,113595.5921195428,25406.479063513136,88189.11305602966,2015
2016-01-04,112386.4651447791,25406.479063513136,86979.98608126596,2016
2016-01-05,112262.21028310184,25406.479063513136,86855.7312195887,2016
2016-01-06,111294.95077530472,25406.479063513136,85888.47171179159,2016
2016-01-07,109641.40319046438,20759.87256638273,88881.53062408164,2016
2016-01-08,108781.33866133615,20759.87256638273,88021.46609495342,2016
2016-01-11,109282.20893339186,20759.87256638273,88522.33636700912,2016
2016-01-12,109788.87270903267,20759.87256638273,89029.00014264994,2016
2016-01-13,107148.33993817796,20759.87256638273,86388.46737179522,2016
2016-01-14,109302.8926470878,20759.87256638273,88543.02008070507,2016
2016-01-15,109002.47151111027,20759.87256638273,88242.59894472754,2016
2016-01-19,108856.22961568595,20759.87256638273,88096.35704930322,2016
2016-01-20,108311.08261891363,20759.87256638273,87551.21005253089,2016
2016-01-21,106995.066653485,20759.87256638273,86235.19408710227,2016
2016-01-22,107999.02088972142,20759.87256638273,87239.14832333868,2016
2016-01-25,106284.8404843366,20759.87256638273,85524.96791795387,2016
2016-01-26,106504.6214848354,35940.180682666505,70564.44080216889,2016
2016-01-27,104129.22710806405,35940.180682666505,68189.04642539754,2016
2016-01-28,104445.35272241701,35940.180682666505,68505.17203975051,2016
2016-01-29,104326.64839031798,35940.180682666505,68386.46770765148,2016
2016-02-01,105666.54010457124,35940.180682666505,69726.35942190472,2016
2016-02-02,104021.90957381949,51006.97006977061,53014.93950404889,2016
2016-02-03,104450.96466130432,51006.97006977061,53443.99459153371,2016
2016-02-04,105038.62852256763,51006.97006977061,54031.65845279702,2016
2016-02-05,103816.32549571796,51006.97006977061,52809.355425947346,2016
2016-02-08,103324.60319470457,52929.291422797294,50395.311771907276,2016
2016-02-09,103585.64374053947,52929.291422797294,50656.35231774218,2016
2016-02-10,103677.38846311634,52929.291422797294,50748.097040319044,2016
2016-02-11,103462.22323106349,52929.291422797294,50532.9318082662,2016
2016-02-12,104549.64632858156,52929.291422797294,51620.35490578426,2016
2016-02-16,106183.46124076052,52929.291422797294,53254.16981796322,2016
2016-02-17,108567.75811910011,52929.291422797294,55638.466696302814,2016
2016-02-18,108455.1332989524,52929.291422797294,55525.84187615509,2016
2016-02-19,108672.72662373308,52929.291422797294,55743.43520093578,2016
2016-02-22,110840.28450794186,52929.291422797294,57910.99308514457,2016
2016-02-23,110014.23698796342,52929.291422797294,57084.94556516613,2016
2016-02-24,110513.34127692826,52929.291422797294,57584.04985413096,2016
2016-02-25,111632.8783705179,52929.291422797294,58703.58694772061,2016
2016-02-26,112014.83202413186,52929.291422797294,59085.540601334564,2016
2016-02-29,112071.15017935721,52929.291422797294,59141.858756559915,2016
2016-03-01,114051.81528293021,52929.291422797294,61122.52386013292,2016
2016-03-02,114460.07297527249,52929.291422797294,61530.781552475186,2016
2016-03-03,114988.95224146596,52929.291422797294,62059.660818668664,2016
2016-03-04,115701.45389724559,52929.291422797294,62772.1624744483,2016
2016-03-07,114761.7798412856,22878.849624083374,91882.93021720223,2016
2016-03-08,113211.7594630623,22878.849624083374,90332.90983897893,2016
2016-03-09,113932.0631557673,22878.849624083374,91053.21353168393,2016
2016-03-10,113689.78799411554,22878.849624083374,90810.93837003216,2016
2016-03-11,115306.10687947902,22878.849624083374,92427.25725539564,2016
2016-03-14,115935.57569392413,22878.849624083374,93056.72606984075,2016
2016-03-15,115871.04897792559,22878.849624083374,92992.19935384221,2016
2016-03-16,116693.13160407614,22878.849624083374,93814.28197999277,2016
2016-03-17,117551.32739374487,22878.849624083374,94672.47776966149,2016
2016-03-18,119804.98486533653,22878.849624083374,96926.13524125316,2016
2016-03-21,120220.65474850289,22878.849624083374,97341.80512441951,2016
2016-03-22,119244.45237580396,22878.849624083374,96365.60275172058,2016
2016-03-23,118032.38271946757,22878.849624083374,95153.53309538419,2016
2016-03-24,117973.68278595392,22878.849624083374,95094.83316187054,2016
2016-03-28,119036.45416997906,22878.849624083374,96157.60454589568,2016
2016-03-29,119959.4720244478,22878.849624083374,97080.62240036442,2016
2016-03-30,119749.24930536957,22878.849624083374,96870.39968128619,2016
2016-03-31,119941.5911327296,22878.849624083374,97062.74150864623,2016
2016-04-01,122251.33141146174,22878.849624083374,99372.48178737836,2016
2016-04-04,122214.77322179811,22878.849624083374,99335.92359771473,2016
2016-04-05,122535.525091525,22878.849624083374,99656.67546744163,2016
2016-04-06,123565.46472694878,22878.849624083374,100686.6151028654,2016
2016-04-07,121179.88174895785,5949.525248772719,115230.35650018514,2016
2016-04-08,120911.37965128181,5949.525248772719,114961.85440250908,2016
2016-04-11,121256.2205923447,5949.525248772719,115306.69534357198,2016
2016-04-12,122507.67745748512,5949.525248772719,116558.15220871239,2016
2016-04-13,126397.60591581068,5949.525248772719,120448.08066703795,2016
2016-04-14,128106.0077365757,5949.525248772719,122156.48248780299,2016
2016-04-15,128447.75415658733,5949.525248772719,122498.2289078146,2016
2016-04-18,128496.75556903568,5949.525248772719,122547.23032026297,2016
2016-04-19,128882.69282298948,5949.525248772719,122933.16757421676,2016
2016-04-20,131125.89010753256,5949.525248772719,125176.36485875984,2016
2016-04-21,130079.82682789388,5949.525248772719,124130.30157912117,2016
2016-04-22,131029.5089949489,5949.525248772719,125079.98374617618,2016
2016-04-25,130297.47842692846,5949.525248772719,124347.95317815573,2016
2016-04-26,131214.20677032357,5949.525248772719,125264.68152155084,2016
2016-04-27,129621.39828525757,5949.525248772719,123671.87303648486,2016
2016-04-28,128667.92040816922,5949.525248772719,122718.3951593965,2016
2016-04-29,127089.7684346514,5949.525248772719,121140.24318587869,2016
2016-05-02,128666.81859389754,5949.525248772719,122717.29334512481,2016
2016-05-03,126179.19544062437,5949.525248772719,120229.67019185165,2016
2016-05-04,123734.96199495436,5949.525248772719,117785.43674618163,2016
2016-05-05,122311.07932980369,24903.395048485672,97407.68428131801,2016
2016-05-06,122605.69392639039,24903.395048485672,97702.29887790472,2016
2016-05-09,122820.84435810994,17719.160492220642,105101.6838658893,2016
2016-05-10,124066.13217166964,17719.160492220642,106346.971679449,2016
2016-05-11,122484.2009880647,17719.160492220642,104765.04049584405,2016
2016-05-12,120789.43053837401,17719.160492220642,103070.27004615337,2016
2016-05-13,120454.94277171834,17719.160492220642,102735.7822794977,2016
2016-05-16,121814.84347108564,17719.160492220642,104095.68297886499,2016
2016-05-17,121302.35977296584,17719.160492220642,103583.19928074519,2016
2016-05-18,123702.63120433416,17719.160492220642,105983.47071211351,2016
2016-05-19,123237.49271588273,17719.160492220642,105518.33222366209,2016
2016-05-20,124707.29668734354,17719.160492220642,106988.13619512289,2016
2016-05-23,125399.9880759258,17719.160492220642,107680.82758370515,2016
2016-05-24,127667.84509615567,17719.160492220642,109948.68460393502,2016
2016-05-25,129350.214556244,17719.160492220642,111631.05406402335,2016
2016-05-26,129995.67670625262,17719.160492220642,112276.51621403197,2016
2016-05-27,130241.7110955209,17719.160492220642,112522.55060330026,2016
2016-05-31,130279.8026025575,17719.160492220642,112560.64211033685,2016
2016-06-01,129406.73332937376,17719.160492220642,111687.57283715311,2016
2016-06-02,129167.08474062302,17719.160492220642,111447.92424840237,2016
2016-06-03,127933.43296266414,17719.160492220642,110214.2724704435,2016
2016-06-06,129054.71557199965,17719.160492220642,111335.555079779,2016
2016-06-07,129877.31996317723,6376.5402574384425,123500.7797057388,2016
2016-06-08,129805.31327431471,6376.5402574384425,123428.77301687628,2016
2016-06-09,129628.29069488592,6376.5402574384425,123251.75043744748,2016
2016-06-10,127562.56864244124,6376.5402574384425,121186.02838500279,2016
2016-06-13,126947.5080147277,6376.5402574384425,120570.96775728925,2016
2016-06-14,125475.43538713892,6376.5402574384425,119098.89512970048,2016
2016-06-15,126108.77305041591,6376.5402574384425,119732.23279297748,2016
2016-06-16,126403.52098619964,6376.5402574384425,120026.9807287612,2016
2016-06-17,126425.07105076002,6376.5402574384425,120048.53079332158,2016
2016-06-20,127521.83620237472,6376.5402574384425,121145.29594493628,2016
2016-06-21,127404.48692692738,6376.5402574384425,121027.94666948894,2016
2016-06-22,127201.62878332089,6376.5402574384425,120825.08852588246,2016
2016-06-23,129767.90551754922,6376.5402574384425,123391.36526011079,2016
2016-06-24,123061.91432147735,6376.5402574384425,116685.3740640389,2016
2016-06-27,119736.66804576613,48212.48144251114,71524.18660325499,2016
2016-06-28,121051.68501579878,48212.48144251114,72839.20357328764,2016
2016-06-29,121654.68619666599,48212.48144251114,73442.20475415485,2016
2016-06-30,122118.41537637006,48212.48144251114,73905.93393385892,2016
2016-07-01,122351.47629194491,48212.48144251114,74138.99484943377,2016
2016-07-05,122575.08842842528,48212.48144251114,74362.60698591414,2016
2016-07-06,123355.50316719347,48212.48144251114,75143.02172468233,2016
2016-07-07,124007.60706770432,23480.01799571552,100527.5890719888,2016
2016-07-08,125598.82864115886,23480.01799571552,102118.81064544334,2016
2016-07-11,126078.15203134676,23480.01799571552,102598.13403563124,2016
2016-07-12,127669.88648599279,23480.01799571552,104189.86849027727,2016
2016-07-13,127356.24199309124,23480.01799571552,103876.22399737572,2016
2016-07-14,128652.6717839363,23480.01799571552,105172.65378822078,2016
2016-07-15,128625.89345189149,23480.01799571552,105145.87545617597,2016
2016-07-18,130074.35218833639,23480.01799571552,106594.33419262087,2016
2016-07-19,127475.44028580867,23480.01799571552,103995.42229009315,2016
2016-07-20,128649.17292487792,23480.01799571552,105169.1549291624,2016
2016-07-21,126991.17979825355,23480.01799571552,103511.16180253803,2016
2016-07-22,127689.8173830212,23480.01799571552,104209.79938730568,2016
2016-07-25,128380.88762315467,23480.01799571552,104900.86962743916,2016
2016-07-26,129306.53036257162,23480.01799571552,105826.5123668561,2016
2016-07-27,129578.25400856619,23480.01799571552,106098.23601285067,2016
2016-07-28,129924.11897596857,23480.01799571552,106444.10098025305,2016
2016-07-29,129495.55385049288,23480.01799571552,106015.53585477736,2016
2016-08-01,129328.9168259497,23480.01799571552,105848.89883023417,2016
2016-08-02,128382.23016399049,23480.01799571552,104902.21216827497,2016
2016-08-03,129250.4390499061,23480.01799571552,105770.42105419058,2016
2016-08-04,129954.42575795566,23480.01799571552,106474.40776224014,2016
2016-08-05,132637.1287898685,23480.01799571552,109157.11079415298,2016
2016-08-08,131935.07941601105,6477.569336224777,125457.51007978627,2016
2016-08-09,131927.30337006986,6477.569336224777,125449.73403384507,2016
2016-08-10,130511.74181049239,6477.569336224777,124034.1724742676,2016
2016-08-11,131695.68123731707,6477.569336224777,125218.11190109228,2016
2016-08-12,132265.12087635233,6477.569336224777,125787.55154012755,2016
2016-08-15,131866.64808953772,6477.569336224777,125389.07875331295,2016
2016-08-16,131504.80847380924,6477.569336224777,125027.23913758446,2016
2016-08-17,132336.06424226446,6477.569336224777,125858.49490603969,2016
