date,v30_value,v31_value,premium,cumulative_premium
2015-02-25,100350.11904520134,100350.11904520134,0.0,0.0
2015-02-26,101017.87069764169,101017.87069764169,0.0,0.0
2015-02-27,100633.9556009983,100633.9556009983,0.0,0.0
2015-03-02,101827.57580986705,101827.57580986705,0.0,0.0
2015-03-03,101665.17968290024,101665.17968290024,0.0,0.0
2015-03-04,101795.7936370885,101795.7936370885,0.0,0.0
2015-03-05,102277.85329983168,102277.85329983168,0.0,0.0
2015-03-06,101267.49508463862,101267.49508463862,0.0,0.0
2015-03-09,101276.48391249466,101276.48391249466,0.0,0.0
2015-03-10,99744.64951233362,99744.64951233362,0.0,0.0
2015-03-11,99560.74385063577,99560.74385063577,0.0,0.0
2015-03-12,100736.97729073741,100736.97729073741,0.0,0.0
2015-03-13,100021.86211712618,100021.86211712618,0.0,0.0
2015-03-16,100775.49974958484,100775.49974958484,0.0,0.0
2015-03-17,100679.14798686834,100679.14798686834,0.0,0.0
2015-03-18,101255.55546761681,101255.55546761681,0.0,0.0
2015-03-19,101744.49286752183,101744.49286752183,0.0,0.0
2015-03-20,102494.48512076875,102494.48512076875,0.0,0.0
2015-03-23,102597.45927879662,102597.45927879662,0.0,0.0
2015-03-24,103260.54412594026,103260.54412594026,0.0,0.0
2015-03-25,101700.12058123155,101700.12058123155,0.0,0.0
2015-03-26,101206.16266483295,101206.16266483295,0.0,0.0
2015-03-27,101326.0501077807,101326.0501077807,0.0,0.0
2015-03-30,101799.7555143825,101799.7555143825,0.0,0.0
2015-03-31,101213.39764720762,101213.39764720762,0.0,0.0
2015-04-01,100927.61361777704,100927.61361777704,0.0,0.0
2015-04-02,100588.0337616528,100588.0337616528,0.0,0.0
2015-04-06,101102.76499660507,102619.30647155414,1516.541474949076,1516.541474949076
2015-04-07,100681.74950296133,102198.29097791041,0.0,1516.541474949076
2015-04-08,101313.77428493214,102830.31575988121,0.0,1516.541474949076
2015-04-09,101301.2610810196,102817.80255596868,0.0,1516.541474949076
2015-04-10,101316.99936370587,102833.54083865494,0.0,1516.541474949076
2015-04-13,101411.42745391268,102927.96892886175,0.0,1516.541474949076
2015-04-14,101334.36549015886,102850.90696510793,0.0,1516.541474949076
2015-04-15,100760.72895689923,102277.2704318483,0.0,1516.541474949076
2015-04-16,100776.1011028325,102292.64257778157,0.0,1516.541474949076
2015-04-17,99770.98691727892,101287.52839222799,0.0,1516.541474949076
2015-04-20,101173.39560335893,102689.93707830801,0.0,1516.541474949076
2015-04-21,101778.85261118424,103295.39408613331,0.0,1516.541474949076
2015-04-22,103558.74970478582,105075.2911797349,0.0,1516.541474949076
2015-04-23,103522.709558962,105039.25103391107,0.0,1516.541474949076
2015-04-24,103712.89679010457,105229.43826505364,0.0,1516.541474949076
2015-04-27,105004.35193027953,106520.8934052286,0.0,1516.541474949076
2015-04-28,103790.55964900233,105307.1011239514,0.0,1516.541474949076
2015-04-29,102445.8940585375,103962.43553348657,0.0,1516.541474949076
2015-04-30,99930.3223203322,101446.86379528127,0.0,1516.541474949076
2015-05-01,100977.62032959748,102494.16180454656,0.0,1516.541474949076
2015-05-04,101329.6788064005,102846.22028134957,0.0,1516.541474949076
2015-05-05,100572.80503469975,102089.34650964882,0.0,1516.541474949076
2015-05-06,100199.32670791955,101715.86818286862,0.0,1516.541474949076
2015-05-07,101089.990026742,102606.53150169108,0.0,1516.541474949076
2015-05-08,101657.071872129,103173.61334707808,0.0,1516.541474949076
2015-05-11,101483.94731690809,103000.48879185716,0.0,1516.541474949076
2015-05-12,101639.70342268012,103156.24489762919,0.0,1516.541474949076
2015-05-13,101949.57017477223,103466.11164972131,0.0,1516.541474949076
2015-05-14,103607.81016111508,105124.35163606415,0.0,1516.541474949076
2015-05-15,103741.40700945417,105257.94848440324,0.0,1516.541474949076
2015-05-18,104382.17168285714,105898.71315780621,0.0,1516.541474949076
2015-05-19,104145.63804669002,105662.17952163909,0.0,1516.541474949076
2015-05-20,103739.68731373503,105256.22878868411,0.0,1516.541474949076
2015-05-21,104065.40426850719,105581.94574345626,0.0,1516.541474949076
2015-05-22,104600.63711506031,106117.17859000938,0.0,1516.541474949076
2015-05-26,103623.82132441075,105140.36279935982,0.0,1516.541474949076
2015-05-27,104308.41220041078,105824.95367535985,0.0,1516.541474949076
2015-05-28,104524.6930984651,106041.23457341417,0.0,1516.541474949076
2015-05-29,103761.47075762675,105278.01223257583,0.0,1516.541474949076
2015-06-01,104019.50155702319,105536.04303197227,0.0,1516.541474949076
2015-06-02,103853.61776369759,105370.15923864667,0.0,1516.541474949076
2015-06-03,104591.5986195292,106108.14009447828,0.0,1516.541474949076
2015-06-04,103925.50250969983,105442.0439846489,0.0,1516.541474949076
2015-06-05,104082.60005779784,105599.14153274691,0.0,1516.541474949076
2015-06-08,104093.967353457,105610.50882840608,0.0,1516.541474949076
2015-06-09,104005.91853189733,105522.4600068464,0.0,1516.541474949076
2015-06-10,104264.19918871166,105780.74066366073,0.0,1516.541474949076
2015-06-11,104249.26983218516,105765.81130713424,0.0,1516.541474949076
2015-06-12,103799.3993406106,105315.94081555968,0.0,1516.541474949076
2015-06-15,103328.7712451172,104845.31272006627,0.0,1516.541474949076
2015-06-16,103936.28804203012,105452.8295169792,0.0,1516.541474949076
2015-06-17,104815.30151755128,106331.84299250036,0.0,1516.541474949076
2015-06-18,105432.67215753204,106949.21363248111,0.0,1516.541474949076
2015-06-19,105115.08835353391,106631.62982848298,0.0,1516.541474949076
2015-06-22,105713.82537527972,107230.36685022879,0.0,1516.541474949076
2015-06-23,107560.78887391348,109077.33034886255,0.0,1516.541474949076
2015-06-24,107773.42130924767,109289.96278419674,0.0,1516.541474949076
2015-06-25,107807.98575988368,109324.52723483276,0.0,1516.541474949076
2015-06-26,107611.40421166658,109127.94568661565,0.0,1516.541474949076
2015-06-29,105604.42096338343,107120.9624383325,0.0,1516.541474949076
2015-06-30,106314.19311432992,107830.73458927899,0.0,1516.541474949076
2015-07-01,107104.30875378552,108620.85022873459,0.0,1516.541474949076
2015-07-02,108192.69878606251,109709.24026101158,0.0,1516.541474949076
2015-07-06,108176.54124754835,111315.73084121065,1622.6481187132251,3139.1895936623014
2015-07-07,106756.65382220951,109895.84341587182,0.0,3139.1895936623014
2015-07-08,105270.41584109011,108409.60543475242,0.0,3139.1895936623014
2015-07-09,106371.01092349013,109510.20051715244,0.0,3139.1895936623014
2015-07-10,108091.35509495558,111230.54468861788,0.0,3139.1895936623014
2015-07-13,110709.52329135229,113848.7128850146,0.0,3139.1895936623014
2015-07-14,110961.50373726749,114100.69333092979,0.0,3139.1895936623014
2015-07-15,109657.45069889489,112796.64029255719,0.0,3139.1895936623014
2015-07-16,115430.08570241505,118569.27529607735,0.0,3139.1895936623014
2015-07-17,116716.60106404741,119855.79065770972,0.0,3139.1895936623014
2015-07-20,116960.30034069951,120099.48993436182,0.0,3139.1895936623014
2015-07-21,117181.25563059161,120320.44522425391,0.0,3139.1895936623014
2015-07-22,116851.0491158718,119990.23870953411,0.0,3139.1895936623014
2015-07-23,115761.986393785,118901.1759874473,0.0,3139.1895936623014
2015-07-24,118398.71397121069,121537.90356487299,0.0,3139.1895936623014
2015-07-27,116833.61547160191,119972.80506526421,0.0,3139.1895936623014
2015-07-28,117271.90666772144,120411.09626138375,0.0,3139.1895936623014
2015-07-29,117942.71061104191,121081.90020470422,0.0,3139.1895936623014
2015-07-30,119068.23696306521,122207.42655672751,0.0,3139.1895936623014
2015-07-31,119360.1600697616,122499.3496634239,0.0,3139.1895936623014
2015-08-03,118903.2311956594,122042.42078932171,0.0,3139.1895936623014
2015-08-04,121048.06098223741,124187.25057589971,0.0,3139.1895936623014
2015-08-05,122820.74306744285,125959.93266110515,0.0,3139.1895936623014
2015-08-06,121893.85504444772,125033.04463811002,0.0,3139.1895936623014
2015-08-07,120479.57845047305,123618.76804413536,0.0,3139.1895936623014
2015-08-10,120341.93120914436,123481.12080280666,0.0,3139.1895936623014
2015-08-11,120340.26322486502,123479.45281852732,0.0,3139.1895936623014
2015-08-12,119916.4998401738,123055.6894338361,0.0,3139.1895936623014
2015-08-13,120796.12727934185,123935.31687300415,0.0,3139.1895936623014
2015-08-14,121302.68436311296,124441.87395677526,0.0,3139.1895936623014
2015-08-17,121970.3298476558,125109.5194413181,0.0,3139.1895936623014
2015-08-18,121977.91732604185,125117.10691970415,0.0,3139.1895936623014
2015-08-19,121398.9681494538,124538.1577431161,0.0,3139.1895936623014
2015-08-20,116882.51150815445,120021.70110181675,0.0,3139.1895936623014
2015-08-21,110996.53092359615,114135.72051725845,0.0,3139.1895936623014
2015-08-24,106836.87917386854,109976.06876753084,0.0,3139.1895936623014
2015-08-25,106783.71873549241,109922.90832915471,0.0,3139.1895936623014
2015-08-26,109947.41893250559,113086.6085261679,0.0,3139.1895936623014
2015-08-27,111917.63551009164,115056.82510375394,0.0,3139.1895936623014
2015-08-28,111713.19103266647,114852.38062632877,0.0,3139.1895936623014
2015-08-31,111031.77478663414,114170.96438029644,0.0,3139.1895936623014
2015-09-01,109364.0676307833,112503.25722444561,0.0,3139.1895936623014
2015-09-02,110966.02674594575,114105.21633960806,0.0,3139.1895936623014
2015-09-03,110453.22646944084,113592.41606310314,0.0,3139.1895936623014
2015-09-04,109806.52079780465,112945.71039146696,0.0,3139.1895936623014
2015-09-08,111516.13770911656,114655.32730277887,0.0,3139.1895936623014
2015-09-09,111025.56804260291,114164.75763626522,0.0,3139.1895936623014
2015-09-10,111463.75591439923,114602.94550806153,0.0,3139.1895936623014
2015-09-11,112346.20685892647,115485.39645258877,0.0,3139.1895936623014
2015-09-14,111856.93503467427,114996.12462833658,0.0,3139.1895936623014
2015-09-15,112269.66987091055,115408.85946457286,0.0,3139.1895936623014
2015-09-16,112897.81097659133,116037.00057025363,0.0,3139.1895936623014
2015-09-17,114481.68950553364,117620.87909919594,0.0,3139.1895936623014
2015-09-18,114176.11781611032,117315.30740977262,0.0,3139.1895936623014
2015-09-21,114658.50344134902,117797.69303501133,0.0,3139.1895936623014
2015-09-22,114034.64941742411,117173.83901108641,0.0,3139.1895936623014
2015-09-23,113904.69511148368,117043.88470514599,0.0,3139.1895936623014
2015-09-24,113710.26330924827,116849.45290291058,0.0,3139.1895936623014
2015-09-25,112865.12822991052,116004.31782357283,0.0,3139.1895936623014
2015-09-28,110399.53391950775,113538.72351317006,0.0,3139.1895936623014
2015-09-29,110045.16606885378,113184.35566251609,0.0,3139.1895936623014
2015-09-30,111807.38473652702,114946.57433018932,0.0,3139.1895936623014
2015-10-01,112723.74973501265,115862.93932867495,0.0,3139.1895936623014
2015-10-02,113937.98245020877,118786.2417806242,1709.0697367531316,4848.2593304154325
2015-10-05,114648.12190804948,119496.3812384649,0.0,4848.2593304154325
2015-10-06,113798.75389043323,118647.01322084866,0.0,4848.2593304154325
2015-10-07,113757.49418152911,118605.75351194454,0.0,4848.2593304154325
2015-10-08,114745.93575015198,119594.19508056741,0.0,4848.2593304154325
2015-10-09,114641.91645100742,119490.17578142285,0.0,4848.2593304154325
2015-10-12,115117.10415144701,119965.36348186244,0.0,4848.2593304154325
2015-10-13,114485.74550220501,119334.00483262044,0.0,4848.2593304154325
2015-10-14,114631.45434718738,119479.7136776028,0.0,4848.2593304154325
2015-10-15,114307.44657157536,119155.70590199079,0.0,4848.2593304154325
2015-10-16,114998.2422451066,119846.50157552202,0.0,4848.2593304154325
2015-10-19,115479.03237086888,120327.29170128431,0.0,4848.2593304154325
2015-10-20,114604.63430428585,119452.89363470128,0.0,4848.2593304154325
2015-10-21,114139.46587109874,118987.72520151417,0.0,4848.2593304154325
2015-10-22,115246.17082310645,120094.43015352188,0.0,4848.2593304154325
2015-10-23,116227.93272563291,121076.19205604834,0.0,4848.2593304154325
2015-10-26,116458.48911176126,121306.74844217669,0.0,4848.2593304154325
2015-10-27,116311.09638648469,121159.35571690011,0.0,4848.2593304154325
2015-10-28,116529.01669794612,121377.27602836155,0.0,4848.2593304154325
2015-10-29,116283.49961297715,121131.75894339258,0.0,4848.2593304154325
2015-10-30,116434.85384841854,121283.11317883397,0.0,4848.2593304154325
2015-11-02,116916.34130993755,121764.60064035298,0.0,4848.2593304154325
2015-11-03,116827.00254863215,121675.26187904758,0.0,4848.2593304154325
2015-11-04,117201.12316881857,122049.382499234,0.0,4848.2593304154325
2015-11-05,117669.43031818574,122517.68964860117,0.0,4848.2593304154325
2015-11-06,119092.86181349686,123941.12114391229,0.0,4848.2593304154325
2015-11-09,118808.22336182944,123656.48269224487,0.0,4848.2593304154325
2015-11-10,119085.59035763587,123933.8496880513,0.0,4848.2593304154325
2015-11-11,119768.38361429729,124616.64294471272,0.0,4848.2593304154325
2015-11-12,119064.56493988875,123912.82427030418,0.0,4848.2593304154325
2015-11-13,118193.3514007184,123041.61073113383,0.0,4848.2593304154325
2015-11-16,118756.09629285321,123604.35562326864,0.0,4848.2593304154325
2015-11-17,118527.52110458913,123375.78043500456,0.0,4848.2593304154325
2015-11-18,120154.24721392209,125002.50654433752,0.0,4848.2593304154325
2015-11-19,120051.28525180228,124899.54458221771,0.0,4848.2593304154325
2015-11-20,120653.6176844232,125501.87701483862,0.0,4848.2593304154325
2015-11-23,120690.42096810235,125538.68029851778,0.0,4848.2593304154325
2015-11-24,120479.30941695251,125327.56874736794,0.0,4848.2593304154325
2015-11-25,120212.54191580229,125060.80124621771,0.0,4848.2593304154325
2015-11-27,120298.40838554785,125146.66771596328,0.0,4848.2593304154325
2015-11-30,119929.30775466815,124777.56708508357,0.0,4848.2593304154325
2015-12-01,120992.95631575256,125841.21564616798,0.0,4848.2593304154325
2015-12-02,120637.44881701778,125485.70814743321,0.0,4848.2593304154325
2015-12-03,120167.75801379088,125016.01734420631,0.0,4848.2593304154325
2015-12-04,121232.80310584437,126081.0624362598,0.0,4848.2593304154325
2015-12-07,120848.53280450506,125696.79213492048,0.0,4848.2593304154325
2015-12-08,121202.89421352076,126051.15354393619,0.0,4848.2593304154325
2015-12-09,120662.76571423085,125511.02504464627,0.0,4848.2593304154325
2015-12-10,120683.81354739657,125532.072877812,0.0,4848.2593304154325
2015-12-11,119418.76536090398,124267.02469131941,0.0,4848.2593304154325
2015-12-14,120063.60938188926,124911.86871230468,0.0,4848.2593304154325
2015-12-15,120209.47376930722,125057.73309972265,0.0,4848.2593304154325
2015-12-16,121482.52163495577,126330.7809653712,0.0,4848.2593304154325
2015-12-17,120899.38738893971,125747.64671935514,0.0,4848.2593304154325
2015-12-18,120174.18717923167,125022.4465096471,0.0,4848.2593304154325
2015-12-21,120519.47427561806,125367.7336060335,0.0,4848.2593304154325
2015-12-22,120660.21240363043,125508.47173404586,0.0,4848.2593304154325
2015-12-23,121107.02854296999,125955.28787338542,0.0,4848.2593304154325
2015-12-24,121045.53347616267,125893.7928065781,0.0,4848.2593304154325
2015-12-28,121519.87158579336,126368.13091620879,0.0,4848.2593304154325
2015-12-29,122673.91829893157,127522.177629347,0.0,4848.2593304154325
2015-12-30,122295.21855319897,127143.4778836144,0.0,4848.2593304154325
2015-12-31,121631.62728617614,126479.88661659157,0.0,4848.2593304154325
2016-01-04,120018.45107291978,126666.987169429,1800.2767660937966,6648.5360965092295
2016-01-05,120315.07935580614,126963.61545231537,0.0,6648.5360965092295
2016-01-06,119518.51978711915,126167.05588362837,0.0,6648.5360965092295
2016-01-07,117004.13600544866,123652.67210195788,0.0,6648.5360965092295
2016-01-08,116326.53532428882,122975.07142079805,0.0,6648.5360965092295
2016-01-11,116714.33114295089,123362.86723946012,0.0,6648.5360965092295
2016-01-12,117316.28551241994,123964.82160892917,0.0,6648.5360965092295
2016-01-13,115299.92792844863,121948.46402495785,0.0,6648.5360965092295
2016-01-14,116835.18755482278,123483.72365133201,0.0,6648.5360965092295
2016-01-15,114383.45433883749,121031.99043534671,0.0,6648.5360965092295
2016-01-19,115284.39068910468,121932.9267856139,0.0,6648.5360965092295
2016-01-20,113941.48906935316,120590.02516586239,0.0,6648.5360965092295
2016-01-21,114502.09997147978,121150.636067989,0.0,6648.5360965092295
2016-01-22,116379.45521815926,123027.99131466848,0.0,6648.5360965092295
2016-01-25,115597.26005422184,122245.79615073107,0.0,6648.5360965092295
2016-01-26,116534.26586757055,123182.80196407977,0.0,6648.5360965092295
2016-01-27,115008.61184684266,121657.14794335188,0.0,6648.5360965092295
2016-01-28,116945.69248499216,123594.22858150139,0.0,6648.5360965092295
2016-01-29,120316.02526077774,126964.56135728696,0.0,6648.5360965092295
2016-02-01,120040.28297717105,126688.81907368028,0.0,6648.5360965092295
2016-02-02,119653.64460510496,126302.18070161418,0.0,6648.5360965092295
2016-02-03,118221.9980679192,124870.53416442842,0.0,6648.5360965092295
2016-02-04,117354.91085108882,124003.44694759804,0.0,6648.5360965092295
2016-02-05,114314.74775342259,120963.28384993182,0.0,6648.5360965092295
2016-02-08,113167.54414008232,119816.08023659154,0.0,6648.5360965092295
2016-02-09,113424.52710576574,120073.06320227496,0.0,6648.5360965092295
2016-02-10,113696.40383518983,120344.93993169906,0.0,6648.5360965092295
2016-02-11,112849.67228116305,119498.20837767227,0.0,6648.5360965092295
2016-02-12,113992.00100107743,120640.53709758665,0.0,6648.5360965092295
2016-02-16,115691.48032410129,122340.01642061051,0.0,6648.5360965092295
2016-02-17,117409.86130282692,124058.39739933614,0.0,6648.5360965092295
2016-02-18,116971.07992336461,123619.61601987384,0.0,6648.5360965092295
2016-02-19,117249.97503973197,123898.5111362412,0.0,6648.5360965092295
2016-02-22,118312.64559896715,124961.18169547638,0.0,6648.5360965092295
2016-02-23,117110.13141200296,123758.66750851218,0.0,6648.5360965092295
2016-02-24,116554.58747003428,123203.12356654351,0.0,6648.5360965092295
2016-02-25,117839.37519470818,124487.9112912174,0.0,6648.5360965092295
2016-02-26,116706.29812279445,123354.83421930368,0.0,6648.5360965092295
2016-02-29,115909.19101828955,122557.72711479878,0.0,6648.5360965092295
2016-03-01,118507.86561708542,125156.40171359465,0.0,6648.5360965092295
2016-03-02,119172.57052891416,125821.10662542339,0.0,6648.5360965092295
2016-03-03,118290.85231100168,124939.38840751091,0.0,6648.5360965092295
2016-03-04,118554.85288742855,125203.38898393778,0.0,6648.5360965092295
2016-03-07,117314.4324098895,123962.96850639873,0.0,6648.5360965092295
2016-03-08,117563.45280507288,124211.98890158211,0.0,6648.5360965092295
2016-03-09,118901.12866763773,125549.66476414696,0.0,6648.5360965092295
2016-03-10,118606.81623111558,125255.3523276248,0.0,6648.5360965092295
2016-03-11,120316.48109517396,126965.01719168319,0.0,6648.5360965092295
2016-03-14,120521.12336133103,127169.65945784026,0.0,6648.5360965092295
2016-03-15,120874.89626142227,127523.4323579315,0.0,6648.5360965092295
2016-03-16,121902.98216268471,128551.51825919394,0.0,6648.5360965092295
2016-03-17,123173.2978602818,129821.83395679103,0.0,6648.5360965092295
2016-03-18,122214.21633719071,128862.75243369993,0.0,6648.5360965092295
2016-03-21,122422.8838128595,129071.41990936872,0.0,6648.5360965092295
2016-03-22,122369.34123201352,129017.87732852275,0.0,6648.5360965092295
2016-03-23,122475.53416058388,129124.0702570931,0.0,6648.5360965092295
2016-03-24,122778.92452834413,129427.46062485335,0.0,6648.5360965092295
2016-03-28,122780.588638832,129429.12473534123,0.0,6648.5360965092295
2016-03-29,124291.02912380526,130939.56522031449,0.0,6648.5360965092295
2016-03-30,124671.00135441008,131319.5374509193,0.0,6648.5360965092295
2016-03-31,124685.2752992931,131333.81139580233,0.0,6648.5360965092295
2016-04-01,125255.84229717575,131904.37839368498,0.0,6648.5360965092295
2016-04-04,124440.7405741988,131089.27667070803,0.0,6648.5360965092295
2016-04-05,123084.62392569086,131579.42938108544,1846.2693588853629,8494.805455394593
2016-04-06,123802.98131258409,132297.7867679787,0.0,8494.805455394593
2016-04-07,122375.00282434752,130869.80827974212,0.0,8494.805455394593
2016-04-08,121581.28440867935,130076.08986407395,0.0,8494.805455394593
2016-04-11,121023.42539446641,129518.23084986101,0.0,8494.805455394593
2016-04-12,121356.04118708814,129850.84664248273,0.0,8494.805455394593
2016-04-13,123191.75761804458,131686.56307343917,0.0,8494.805455394593
2016-04-14,123045.38768994709,131540.19314534168,0.0,8494.805455394593
2016-04-15,122239.23447762808,130734.03993302268,0.0,8494.805455394593
2016-04-18,121778.8730312888,130273.67848668339,0.0,8494.805455394593
2016-04-19,120817.0806932209,129311.8861486155,0.0,8494.805455394593
2016-04-20,121573.4160192612,130068.2214746558,0.0,8494.805455394593
2016-04-21,120515.3660248495,129010.1714802441,0.0,8494.805455394593
2016-04-22,120976.41920734756,129471.22466274216,0.0,8494.805455394593
2016-04-25,120505.53347424575,129000.33892964035,0.0,8494.805455394593
2016-04-26,120496.75177190824,128991.55722730284,0.0,8494.805455394593
2016-04-27,118904.35822377281,127399.16367916741,0.0,8494.805455394593
2016-04-28,117206.28972112716,125701.09517652176,0.0,8494.805455394593
2016-04-29,116187.26615617367,124682.07161156827,0.0,8494.805455394593
2016-05-02,116529.97241473147,125024.77787012607,0.0,8494.805455394593
2016-05-03,115974.5757382615,124469.3811936561,0.0,8494.805455394593
2016-05-04,114626.24301028051,123121.0484656751,0.0,8494.805455394593
2016-05-05,113657.15419899809,122151.95965439269,0.0,8494.805455394593
2016-05-06,113701.17676404543,122195.98221944003,0.0,8494.805455394593
2016-05-09,113906.89873933533,122401.70419472993,0.0,8494.805455394593
2016-05-10,114342.5269895913,122837.33244498589,0.0,8494.805455394593
2016-05-11,113901.98522923776,122396.79068463236,0.0,8494.805455394593
2016-05-12,113778.81435163636,122273.61980703096,0.0,8494.805455394593
2016-05-13,113486.11031721112,121980.91577260572,0.0,8494.805455394593
2016-05-16,114003.51036234164,122498.31581773623,0.0,8494.805455394593
2016-05-17,113454.96814968399,121949.77360507859,0.0,8494.805455394593
2016-05-18,113583.57239151414,122078.37784690874,0.0,8494.805455394593
2016-05-19,113633.35172054498,122128.15717593957,0.0,8494.805455394593
2016-05-20,114401.13761891157,122895.94307430617,0.0,8494.805455394593
2016-05-23,114435.7846720815,122930.5901274761,0.0,8494.805455394593
2016-05-24,115265.93532232603,123760.74077772062,0.0,8494.805455394593
2016-05-25,115780.3108734797,124275.1163288743,0.0,8494.805455394593
2016-05-26,115887.54277053082,124382.34822592542,0.0,8494.805455394593
2016-05-27,116143.72978851163,124638.53524390623,0.0,8494.805455394593
2016-05-31,116414.02166196975,124908.82711736434,0.0,8494.805455394593
2016-06-01,116313.63268383557,124808.43813923017,0.0,8494.805455394593
2016-06-02,116483.68607122889,124978.49152662349,0.0,8494.805455394593
2016-06-03,117356.94822441509,125851.75367980968,0.0,8494.805455394593
2016-06-06,117656.30840965876,126151.11386505335,0.0,8494.805455394593
2016-06-07,118007.15958684217,126501.96504223677,0.0,8494.805455394593
2016-06-08,118267.28551271376,126762.09096810836,0.0,8494.805455394593
2016-06-09,118473.25495144243,126968.06040683703,0.0,8494.805455394593
2016-06-10,118190.21233202062,126685.01778741521,0.0,8494.805455394593
2016-06-13,117556.66904781664,126051.47450321124,0.0,8494.805455394593
2016-06-14,117745.35470778121,126240.16016317581,0.0,8494.805455394593
2016-06-15,118043.80178851557,126538.60724391017,0.0,8494.805455394593
2016-06-16,118126.28769907831,126621.09315447291,0.0,8494.805455394593
2016-06-17,117467.39541593594,125962.20087133054,0.0,8494.805455394593
2016-06-20,117842.05149541394,126336.85695080853,0.0,8494.805455394593
2016-06-21,118060.63244426354,126555.43789965814,0.0,8494.805455394593
2016-06-22,117843.00216379289,126337.80761918749,0.0,8494.805455394593
2016-06-23,118615.13107013909,127109.93652553369,0.0,8494.805455394593
2016-06-24,116760.017601852,125254.8230572466,0.0,8494.805455394593
2016-06-27,116250.43708109447,124745.24253648907,0.0,8494.805455394593
2016-06-28,117517.7937786132,126012.5992340078,0.0,8494.805455394593
2016-06-29,118858.23065743358,127353.03611282818,0.0,8494.805455394593
2016-06-30,119382.24451269039,127877.04996808499,0.0,8494.805455394593
2016-07-01,119676.02508321792,128170.83053861251,0.0,8494.805455394593
2016-07-05,119427.90941269425,129714.13350927926,1791.4186411904136,10286.224096585007
2016-07-06,119633.4435451106,129919.6676416956,0.0,10286.224096585007
2016-07-07,118855.76450806549,129141.9886046505,0.0,10286.224096585007
2016-07-08,120660.71851488706,130946.94261147207,0.0,10286.224096585007
2016-07-11,121525.57481474787,131811.79891133288,0.0,10286.224096585007
2016-07-12,122117.31814801315,132403.54224459815,0.0,10286.224096585007
2016-07-13,122133.79608648647,132420.0201830715,0.0,10286.224096585007
2016-07-14,122599.05696125084,132885.28105783585,0.0,10286.224096585007
2016-07-15,122406.0398903151,132692.2639869001,0.0,10286.224096585007
2016-07-18,122614.44621659206,132900.67031317705,0.0,10286.224096585007
2016-07-19,122458.78524303298,132745.00933961797,0.0,10286.224096585007
2016-07-20,124046.14371469553,134332.36781128054,0.0,10286.224096585007
2016-07-21,123456.8176810137,133743.0417775987,0.0,10286.224096585007
2016-07-22,123934.12467672516,134220.34877331016,0.0,10286.224096585007
2016-07-25,123522.7685899336,133808.9926865186,0.0,10286.224096585007
2016-07-26,123463.79738287473,133750.02147945974,0.0,10286.224096585007
2016-07-27,122779.06569898684,133065.28979557185,0.0,10286.224096585007
2016-07-28,123223.07966693421,133509.30376351922,0.0,10286.224096585007
2016-07-29,123662.22347717195,133948.44757375697,0.0,10286.224096585007
2016-08-01,123268.56489250995,133554.78898909496,0.0,10286.224096585007
2016-08-02,122924.0540795956,133210.2781761806,0.0,10286.224096585007
2016-08-03,123102.21964995982,133388.44374654483,0.0,10286.224096585007
