date,v30_value,v31_value,cumulative_premium,v30_drawdown,v31_drawdown
2015-04-30,99930.3223203322,100941.34997029825,1011.0276499660507,-4.8322088719869205,-4.786125965909205
2015-05-01,100977.62032959748,101988.64797956354,1011.0276499660507,-3.8348235350813886,-3.798252307000527
2015-05-04,101329.6788064005,102340.70645636655,1011.0276499660507,-3.4995436439805294,-3.46616985047683
2015-05-05,100572.80503469975,101583.8326846658,1011.0276499660507,-4.220345932445002,-4.180098126447252
2015-05-06,100199.32670791955,101210.3543578856,1011.0276499660507,-4.576024835190074,-4.53238505713498
2015-05-07,101089.990026742,102101.01767670806,1011.0276499660507,-3.727809211314004,-3.692258537427262
2015-05-08,101657.071872129,102668.09952209506,1011.0276499660507,-3.18775364698507,-3.157353274028407
2015-05-11,101483.94731690809,102494.97496687414,1011.0276499660507,-3.3526273422542663,-3.3206546326674857
2015-05-12,101639.70342268012,102650.73107264617,1011.0276499660507,-3.204294341851144,-3.1737362266883506
2015-05-13,101949.57017477223,102960.59782473829,1011.0276499660507,-2.9091953803358606,-2.8814515097736915
2015-05-14,103607.81016111508,104618.83781108113,1011.0276499660507,-1.3299846563423645,-1.317301107342994
2015-05-15,103741.40700945417,104752.43465942022,1011.0276499660507,-1.2027548359747287,-1.1912846285377032
2015-05-18,104382.17168285714,105393.19933282319,1011.0276499660507,-0.5925280581089765,-0.5868773473111544
2015-05-19,104145.63804669002,105156.66569665607,1011.0276499660507,-0.8177888514179665,-0.8099899156042145
2015-05-20,103739.68731373503,104750.71496370109,1011.0276499660507,-1.20439257354229,-1.1929067476358357
2015-05-21,104065.40426850719,105076.43191847324,1011.0276499660507,-0.8941988065368722,-0.8856711785497406
2015-05-22,104600.63711506031,105611.66476502636,1011.0276499660507,-0.38447436491706455,-0.38080778168005924
2015-05-26,103623.82132441075,104634.8489743768,1011.0276499660507,-1.3147365613812134,-1.302198427562884
2015-05-27,104308.41220041078,105319.43985037683,1011.0276499660507,-0.6627722728395513,-0.6564516701484613
2015-05-28,104524.6930984651,105535.72074843115,1011.0276499660507,-0.45679900213365654,-0.45244268681919886
2015-05-29,103761.47075762675,104772.49840759281,1011.0276499660507,-1.183647296331125,-1.1723593101055751
2015-06-01,104019.50155702319,105030.52920698925,1011.0276499660507,-0.9379138627609085,-0.928969341199104
2015-06-02,103853.61776369759,104864.64541366365,1011.0276499660507,-1.0958918801251216,-1.0854407833449486
2015-06-03,104591.5986195292,105602.62626949526,1011.0276499660507,-0.3930820991347006,-0.38933342726741316
2015-06-04,103925.50250969983,104936.53015966588,1011.0276499660507,-1.0274330546757082,-1.0176348232221355
2015-06-05,104082.60005779784,105093.6277077639,1011.0276499660507,-0.8778225431015585,-0.8694510892016338
2015-06-08,104093.967353457,105104.99500342306,1011.0276499660507,-0.8669969959216539,-0.8587287810759903
2015-06-09,104005.91853189733,105016.94618186339,1011.0276499660507,-0.9508495410220141,-0.9417816569023962
2015-06-10,104264.19918871166,105275.22683867771,1011.0276499660507,-0.7048781578684604,-0.6981560076457005
2015-06-11,104249.26983218516,105260.29748215122,1011.0276499660507,-0.7190960033692018,-0.7122382630558088
2015-06-12,103799.3993406106,104810.42699057666,1011.0276499660507,-1.1475263334504326,-1.1365828188700466
2015-06-15,103328.7712451172,104339.79889508325,1011.0276499660507,-1.5957249907840754,-1.580507179049473
2015-06-16,103936.28804203012,104947.31569199618,1011.0276499660507,-1.017161544845857,-1.0074612688067308
2015-06-17,104815.30151755128,105826.32916751734,1011.0276499660507,-0.18004054998955743,-0.17832357293514622
2015-06-18,105432.67215753204,106443.6998074981,1011.0276499660507,0.0,0.0
2015-06-19,105115.08835353391,106126.11600349996,1011.0276499660507,-0.3012195342290247,-0.298358479245342
2015-06-22,105713.82537527972,106724.85302524577,1011.0276499660507,0.0,0.0
2015-06-23,107560.78887391348,108571.81652387953,1011.0276499660507,0.0,0.0
2015-06-24,107773.42130924767,108784.44895921373,1011.0276499660507,0.0,0.0
2015-06-25,107807.98575988368,108819.01340984974,1011.0276499660507,0.0,0.0
2015-06-26,107611.40421166658,108622.43186163263,1011.0276499660507,-0.1823441434616324,-0.18065000045232038
2015-06-29,105604.42096338343,106615.44861334948,1011.0276499660507,-2.043971771634956,-2.0249814140483657
2015-06-30,106314.19311432992,107325.22076429597,1011.0276499660507,-1.3856048186271064,-1.3727312890879029
2015-07-01,107104.30875378552,108115.33640375157,1011.0276499660507,-0.6527132485949938,-0.6466489486059546
2015-07-02,108192.69878606251,109203.72643602856,1011.0276499660507,0.0,0.0
2015-07-06,108176.54124754835,110269.33430998988,2092.7930624415344,-0.014934037782077247,0.0
2015-07-07,106756.65382220951,108849.44688465104,2092.7930624415344,-1.3273030250336881,-1.2876539377187468
2015-07-08,105270.41584109011,107363.20890353165,2092.7930624415344,-2.700998290791179,-2.635479233318405
2015-07-09,106371.01092349013,108463.80398593166,2092.7930624415344,-1.6837438043527664,-1.6373820839277853
2015-07-10,108091.35509495558,110184.14815739711,2092.7930624415344,-0.09366962118887434,-0.0772528038967657
2015-07-13,110709.52329135229,112802.31635379382,2092.7930624415344,0.0,0.0
2015-07-14,110961.50373726749,113054.29679970902,2092.7930624415344,0.0,0.0
2015-07-15,109657.45069889489,111750.24376133642,2092.7930624415344,-1.1752301423927247,-1.1534749897059715
2015-07-16,115430.08570241505,117522.87876485658,2092.7930624415344,0.0,0.0
2015-07-17,116716.60106404741,118809.39412648894,2092.7930624415344,0.0,0.0
2015-07-20,116960.30034069951,119053.09340314104,2092.7930624415344,0.0,0.0
2015-07-21,117181.25563059161,119274.04869303314,2092.7930624415344,0.0,0.0
2015-07-22,116851.0491158718,118943.84217831334,2092.7930624415344,-0.28179124122100774,-0.2768469070498547
2015-07-23,115761.986393785,117854.77945622653,2092.7930624415344,-1.211174286509431,-1.1899229147987356
2015-07-24,118398.71397121069,120491.50703365222,2092.7930624415344,0.0,0.0
2015-07-27,116833.61547160191,118926.40853404344,2092.7930624415344,-1.3218880907687414,-1.2989284789770794
2015-07-28,117271.90666772144,119364.69973016297,2092.7930624415344,-0.9517056948466829,-0.9351757075911848
2015-07-29,117942.71061104191,120035.50367348344,2092.7930624415344,-0.38514215642549976,-0.3784526987793524
2015-07-30,119068.23696306521,121161.03002550674,2092.7930624415344,0.0,0.0
2015-07-31,119360.1600697616,121452.95313220313,2092.7930624415344,0.0,0.0
2015-08-03,118903.2311956594,120996.02425810094,2092.7930624415344,-0.38281523234815484,-0.3762188257413701
2015-08-04,121048.06098223741,123140.85404467894,2092.7930624415344,0.0,0.0
2015-08-05,122820.74306744285,124913.53612988438,2092.7930624415344,0.0,0.0
2015-08-06,121893.85504444772,123986.64810688925,2092.7930624415344,-0.7546673304900664,-0.74202368431181
2015-08-07,120479.57845047305,122572.37151291459,2092.7930624415344,-1.906163860028287,-1.874228117708121
2015-08-10,120341.93120914436,122434.72427158589,2092.7930624415344,-2.0182355165668797,-1.9844221331794087
2015-08-11,120340.26322486502,122433.05628730655,2092.7930624415344,-2.019593580553214,-1.9857574442521897
2015-08-12,119916.4998401738,122009.29290261533,2092.7930624415344,-2.3646194891316363,-2.3250028117443033
2015-08-13,120796.12727934185,122888.92034178338,2092.7930624415344,-1.6484314762606922,-1.6208137651277599
2015-08-14,121302.68436311296,123395.47742555449,2092.7930624415344,-1.2359953753872777,-1.2152875912114225
2015-08-17,121970.3298476558,124063.12291009733,2092.7930624415344,-0.6924019498237954,-0.6808014936850348
2015-08-18,121977.91732604185,124070.71038848338,2092.7930624415344,-0.6862242650153894,-0.6747273093963502
2015-08-19,121398.9681494538,123491.76121189533,2092.7930624415344,-1.1576016253283306,-1.13820724481829
2015-08-20,116882.51150815445,118975.30457059598,2092.7930624415344,-4.834876756955964,-4.753873553874788
2015-08-21,110996.53092359615,113089.32398603768,2092.7930624415344,-9.62721104638964,-9.46591739389393
2015-08-24,106836.87917386854,108929.67223631007,2092.7930624415344,-13.013977520716768,-12.795942208340316
2015-08-25,106783.71873549241,108876.51179793394,2092.7930624415344,-13.057260468733888,-12.838499996729924
2015-08-26,109947.41893250559,112040.21199494712,2092.7930624415344,-10.481392485850948,-10.305787934425014
2015-08-27,111917.63551009164,114010.42857253317,2092.7930624415344,-8.877252559336934,-8.728523661370225
2015-08-28,111713.19103266647,113805.984095108,2092.7930624415344,-9.043710172537423,-8.892192454808756
2015-08-31,111031.77478663414,113124.56784907567,2092.7930624415344,-9.598515679338625,-9.43770278711077
2015-09-01,109364.0676307833,111456.86069322484,2092.7930624415344,-10.95635403318661,-10.772792007639087
2015-09-02,110966.02674594575,113058.81980838728,2092.7930624415344,-9.652047386643382,-9.490337627757672
2015-09-03,110453.22646944084,112546.01953188237,2092.7930624415344,-10.069566662050565,-9.900861813040295
2015-09-04,109806.52079780465,111899.31386024618,2092.7930624415344,-10.596111002594954,-10.418584464782166
2015-09-08,111516.13770911656,113608.9307715581,2092.7930624415344,-9.204149947308771,-9.04994423228226
2015-09-09,111025.56804260291,113118.36110504445,2092.7930624415344,-9.603569177531368,-9.442671619331456
2015-09-10,111463.75591439923,113556.54897684076,2092.7930624415344,-9.246798927773392,-9.091878674569498
2015-09-11,112346.20685892647,114438.999921368,2092.7930624415344,-8.528312031758878,-8.385429260144406
2015-09-14,111856.93503467427,113949.7280971158,2092.7930624415344,-8.926674565670211,-8.77711765470195
2015-09-15,112269.66987091055,114362.46293335209,2092.7930624415344,-8.590628042967086,-8.446701233052389
2015-09-16,112897.81097659133,114990.60403903286,2092.7930624415344,-8.079198873925296,-7.943840514236755
2015-09-17,114481.68950553364,116574.48256797517,2092.7930624415344,-6.789613345141632,-6.675860615488716
2015-09-18,114176.11781611032,116268.91087855185,2092.7930624415344,-7.038408199977775,-6.920487177901924
2015-09-21,114658.50344134902,116751.29650379055,2092.7930624415344,-6.645652372915389,-6.5343115558003095
2015-09-22,114034.64941742411,116127.44247986564,2092.7930624415344,-7.1535910226452115,-7.033740235232
2015-09-23,113904.69511148368,115997.48817392522,2092.7930624415344,-7.259399131841448,-7.137775642415811
2015-09-24,113710.26330924827,115803.0563716898,2092.7930624415344,-7.417704477811105,-7.293428751165565
2015-09-25,112865.12822991052,114957.92129235205,2092.7930624415344,-8.105808993571662,-7.970004809711362
2015-09-28,110399.53391950775,112492.32698194929,2092.7930624415344,-10.113282852485595,-9.9438455853332
2015-09-29,110045.16606885378,112137.95913129531,2092.7930624415344,-10.401807283948605,-10.22753609769328
2015-09-30,111807.38473652702,113900.17779896855,2092.7930624415344,-8.967018156589567,-8.81678533178678
2015-10-01,112723.74973501265,114816.54279745418,2092.7930624415344,-8.22091861704971,-8.083185894226386
2015-10-02,113937.98245020877,117170.15533715239,3232.172886943622,-7.232296756547396,-6.19899254527585
2015-10-05,114648.12190804948,117880.2947949931,3232.172886943622,-6.654104962470098,-5.630487737996748
2015-10-06,113798.75389043323,117030.92677737685,3232.172886943622,-7.345655914209459,-6.310452491162555
2015-10-07,113757.49418152911,116989.66706847273,3232.172886943622,-7.379249351175932,-6.343483105924131
2015-10-08,114745.93575015198,117978.1086370956,3232.172886943622,-6.574465449095069,-5.552182499723135
2015-10-09,114641.91645100742,117874.08933795104,3232.172886943622,-6.659157412803063,-5.635455539913437
2015-10-12,115117.10415144701,118349.27703839063,3232.172886943622,-6.272262098077064,-5.255042243514962
2015-10-13,114485.74550220501,117717.91838914863,3232.172886943622,-6.786310974084364,-5.7604787789001355
2015-10-14,114631.45434718738,117863.627234131,3232.172886943622,-6.667675602449819,-5.643831016378343
2015-10-15,114307.44657157536,117539.61945851898,3232.172886943622,-6.931481021241415,-5.903216656758515
2015-10-16,114998.2422451066,118230.41513205021,3232.172886943622,-6.3690388341330895,-5.350197588582473
2015-10-19,115479.03237086888,118711.2052578125,3232.172886943622,-5.977582054313513,-4.965299249572707
2015-10-20,114604.63430428585,117836.80719122947,3232.172886943622,-6.689512339658621,-5.665301902346731
2015-10-21,114139.46587109874,117371.63875804236,3232.172886943622,-7.068250019931144,-6.037694236755886
2015-10-22,115246.17082310645,118478.34371005007,3232.172886943622,-6.167176696022003,-5.151717435285019
2015-10-23,116227.93272563291,119460.10561257653,3232.172886943622,-5.36783134278036,-4.365764260838311
2015-10-26,116458.48911176126,119690.66199870488,3232.172886943622,-5.18011355149347,-4.181191480920676
2015-10-27,116311.09638648469,119543.2692734283,3232.172886943622,-5.30011992956565,-4.2991872801295905
2015-10-28,116529.01669794612,119761.18958488974,3232.172886943622,-5.122690363501414,-4.12473035719464
2015-10-29,116283.49961297715,119515.67249992077,3232.172886943622,-5.322589076729489,-4.321279980698767
2015-10-30,116434.85384841854,119667.02673536216,3232.172886943622,-5.199357258014404,-4.200112779664589
2015-11-02,116916.34130993755,120148.51419688117,3232.172886943622,-4.807332711106538,-3.814656185898513
2015-11-03,116827.00254863215,120059.17543557577,3232.172886943622,-4.880071858480317,-3.886176666443153
2015-11-04,117201.12316881857,120433.29605576218,3232.172886943622,-4.575464826440967,-3.5866730003253355
2015-11-05,117669.43031818574,120901.60320512936,3232.172886943622,-4.1941716200401435,-3.211767954902367
2015-11-06,119092.86181349686,122325.03470044048,3232.172886943622,-3.035221218209816,-2.072234530893746
2015-11-09,118808.22336182944,122040.39624877306,3232.172886943622,-3.266972341479868,-2.300102911284041
2015-11-10,119085.59035763587,122317.76324457949,3232.172886943622,-3.041141599148234,-2.0780557221643514
2015-11-11,119768.38361429729,123000.5565012409,3232.172886943622,-2.485214937569191,-1.5314430188369421
2015-11-12,119064.56493988875,122296.73782683237,3232.172886943622,-3.0582603831760924,-2.0948876992250676
2015-11-13,118193.3514007184,121425.52428766202,3232.172886943622,-3.7675978431293777,-2.792340966631146
2015-11-16,118756.09629285321,121988.26917979683,3232.172886943622,-3.3094139255920862,-2.3418334319235568
2015-11-17,118527.52110458913,121759.69399153275,3232.172886943622,-3.495518636046868,-2.5248201564578854
2015-11-18,120154.24721392209,123386.42010086571,3232.172886943622,-2.1710468337229782,-1.2225384664723449
2015-11-19,120051.28525180228,123283.4581387459,3232.172886943622,-2.254877919212561,-1.304965051540552
2015-11-20,120653.6176844232,123885.79057136682,3232.172886943622,-1.7644620353987284,-0.8227655627720876
2015-11-23,120690.42096810235,123922.59385504597,3232.172886943622,-1.7344969963019263,-0.7933025559440088
2015-11-24,120479.30941695251,123711.48230389613,3232.172886943622,-1.9063829056990889,-0.9623087002663677
2015-11-25,120212.54191580229,123444.7148027459,3232.172886943622,-2.123583595491163,-1.1758704241718099
2015-11-27,120298.40838554785,123530.58127249147,3232.172886943622,-2.053671569557225,-1.1071296996627455
2015-11-30,119929.30775466815,123161.48064161176,3232.172886943622,-2.3541913528295155,-1.4026145945070678
2015-12-01,120992.95631575256,124225.12920269617,3232.172886943622,-1.4881743148929094,-0.5511067483290222
2015-12-02,120637.44881701778,123869.6217039614,3232.172886943622,-1.7776266418012,-0.8357096102359352
2015-12-03,120167.75801379088,123399.9309007345,3232.172886943622,-2.160046411863159,-1.2117223449474968
2015-12-04,121232.80310584437,124464.975992788,3232.172886943622,-1.2928923257910174,-0.35909650066264787
2015-12-07,120848.53280450506,124080.70569144867,3232.172886943622,-1.605763174592434,-0.6667255321070487
2015-12-08,121202.89421352076,124435.06710046438,3232.172886943622,-1.3172439878772702,-0.3830401766246383
2015-12-09,120662.76571423085,123894.93860117446,3232.172886943622,-1.7570137578690748,-0.8154420731879553
2015-12-10,120683.81354739657,123915.98643434019,3232.172886943622,-1.7398767233258505,-0.7985921513797734
2015-12-11,119418.76536090398,122650.9382478476,3232.172886943622,-2.769872272040219,-1.8113312232904355
2015-12-14,120063.60938188926,123295.78226883287,3232.172886943622,-2.2448436776185354,-1.2950989229617016
2015-12-15,120209.47376930722,123441.64665625084,3232.172886943622,-2.126081664154833,-1.1783266403595172
2015-12-16,121482.52163495577,124714.6945218994,3232.172886943622,-1.0895728189433185,-0.15918339528731007
2015-12-17,120899.38738893971,124131.56027588333,3232.172886943622,-1.5643576406699444,-0.6260137037414126
2015-12-18,120174.18717923167,123406.36006617529,3232.172886943622,-2.154811819334068,-1.2065754524329009
2015-12-21,120519.47427561806,123751.64716256168,3232.172886943622,-1.8736808900114865,-0.9301545719709425
2015-12-22,120660.21240363043,123892.38529057405,3232.172886943622,-1.7590926498678106,-0.8174861355686347
2015-12-23,121107.02854296999,124339.2014299136,3232.172886943622,-1.39529731026935,-0.4597857988533627
2015-12-24,121045.53347616267,124277.70636310629,3232.172886943622,-1.445366268713566,-0.509015905303456
2015-12-28,121519.87158579336,124752.04447273698,3232.172886943622,-1.0591626863348025,-0.12928275201454786
2015-12-29,122673.91829893157,125906.0911858752,3232.172886943622,-0.11954395067504953,0.0
2015-12-30,122295.21855319897,125527.39144014259,3232.172886943622,-0.42787928253723573,-0.3007795271584901
2015-12-31,121631.62728617614,124863.80017311976,3232.172886943622,-0.9681717856190986,-0.8278320794001148
2016-01-04,120018.45107291978,124450.8084705926,4432.35739767282,-2.281611334157363,-1.155847744597327
2016-01-05,120315.07935580614,124747.43675347896,4432.35739767282,-2.0400981536651375,-0.9202528817177758
2016-01-06,119518.51978711915,123950.87718479197,4432.35739767282,-2.6886527453350406,-1.552914543424866
2016-01-07,117004.13600544866,121436.49340312148,4432.35739767282,-4.735850733943369,-3.5499456306329447
2016-01-08,116326.53532428882,120758.89272196165,4432.35739767282,-5.287549627987476,-4.088125058472936
2016-01-11,116714.33114295089,121146.68854062371,4432.35739767282,-4.971808321611304,-3.780121041344353
2016-01-12,117316.28551241994,121748.64291009276,4432.35739767282,-4.481700254817966,-3.3020231480658024
2016-01-13,115299.92792844863,119732.28532612145,4432.35739767282,-6.123407944914017,-4.903500538857452
2016-01-14,116835.18755482278,121267.5449524956,4432.35739767282,-4.873407669690854,-3.684131712525096
2016-01-15,114383.45433883749,118815.81173651031,4432.35739767282,-6.86959589877445,-5.6314030422066725
2016-01-19,115284.39068910468,119716.7480867775,4432.35739767282,-6.136058283086465,-4.9158408785484164
2016-01-20,113941.48906935316,118373.84646702599,4432.35739767282,-7.2294416857696,-5.982430752877043
2016-01-21,114502.09997147978,118934.4573691526,4432.35739767282,-6.7729952516206176,-5.537169608760517
2016-01-22,116379.45521815926,120811.81261583208,4432.35739767282,-5.244462530035809,-4.046093816479801
2016-01-25,115597.26005422184,120029.61745189466,4432.35739767282,-5.881321699262532,-4.667346653868465
2016-01-26,116534.26586757055,120966.62326524337,4432.35739767282,-5.118416517330704,-3.9231365806914664
2016-01-27,115008.61184684266,119440.96924451548,4432.35739767282,-6.360595959194304,-5.134876224387952
2016-01-28,116945.69248499216,121378.04988266499,4432.35739767282,-4.783435139473635,-3.5963639729911567
2016-01-29,120316.02526077774,124748.38265845056,4432.35739767282,-2.039328002835583,-0.919501603552686
2016-02-01,120040.28297717105,124472.64037484388,4432.35739767282,-2.263835913079437,-1.138507912945308
2016-02-02,119653.64460510496,124086.00200277778,4432.35739767282,-2.578634832553317,-1.4455926365074867
2016-02-03,118221.9980679192,122654.35546559202,4432.35739767282,-3.744273878068305,-2.5826675180334546
2016-02-04,117354.91085108882,121787.26824876164,4432.35739767282,-4.450251708176567,-3.271345252894031
2016-02-05,114314.74775342259,118747.10515109541,4432.35739767282,-6.925536437562075,-5.685972749492296
2016-02-08,113167.54414008232,117599.90153775514,4432.35739767282,-7.85958355752644,-6.597130901202886
2016-02-09,113424.52710576574,117856.88450343856,4432.35739767282,-7.650349384808308,-6.3930240440500885
2016-02-10,113696.40383518983,118128.76123286266,4432.35739767282,-7.428988788353685,-6.1770879230385045
2016-02-11,112849.67228116305,117282.02967883587,4432.35739767282,-8.118393145370018,-6.8495983203128885
2016-02-12,113992.00100107743,118424.35839875025,4432.35739767282,-7.188315137873258,-5.9423120173587645
2016-02-16,115691.48032410129,120123.8377217741,4432.35739767282,-5.804608053402482,-4.592512887692424
2016-02-17,117409.86130282692,121842.21870049974,4432.35739767282,-4.405511340738855,-3.2277012550377404
2016-02-18,116971.07992336461,121403.43732103743,4432.35739767282,-4.76276482130229,-3.576200184143985
2016-02-19,117249.97503973197,121682.3324374048,4432.35739767282,-4.535689891284789,-3.3546897601918757
2016-02-22,118312.64559896715,122745.00299663997,4432.35739767282,-3.670469137285892,-2.510671373768969
2016-02-23,117110.13141200296,121542.48880967578,4432.35739767282,-4.649549834024458,-3.4657595475324765
