date,value,cash,equity_exposure,drawdown
2015-03-12,103956.08252413398,1.0913936421275139e-11,1.0,-3.3993725802708394
2015-03-13,103297.41036722083,1.0913936421275139e-11,1.0,-4.011440119531418
2015-03-16,104907.06581422697,1.0913936421275139e-11,1.0,-2.5156765015220652
2015-03-17,105911.46156511494,1.0913936421275139e-11,1.0,-1.5823471824707935
2015-03-18,107281.57879508747,1.0913936421275139e-11,1.0,-0.30917315705288756
2015-03-19,107719.34767185201,1.0913936421275139e-11,1.0,0.0
2015-03-20,108037.06586682162,1.0913936421275139e-11,1.0,0.0
2015-03-23,108405.37871961853,1.0913936421275139e-11,1.0,0.0
2015-03-24,108720.3559649633,1.0913936421275139e-11,1.0,0.0
2015-03-25,105712.84985945794,1.0913936421275139e-11,1.0,-2.7662769118182102
2015-03-26,105194.28852481299,1.0913936421275139e-11,1.0,-3.2432449368420317
2015-03-27,104951.17947770609,1.0913936421275139e-11,1.0,-3.4668544393580545
2015-03-30,106696.79074693116,1.0913936421275139e-11,1.0,-1.8612569836363093
2015-03-31,105833.76006723664,1.0913936421275139e-11,1.0,-2.655064796381741
2015-04-01,104632.49571753632,1.0913936421275139e-11,1.0,-3.759976879347547
2015-04-02,105107.05638747793,1.0913936421275139e-11,1.0,-3.3234802677152753
2015-04-06,107182.4356662615,1.0913936421275139e-11,1.0,-1.4145651796774925
2015-04-07,106619.73744268747,1.0913936421275139e-11,1.0,-1.932129915903491
2015-04-08,107912.59100540869,1.0913936421275139e-11,1.0,-0.7429749032599966
2015-04-09,108114.42973453597,1.0913936421275139e-11,1.0,-0.5573254659160584
2015-04-10,107650.17134598928,1.0913936421275139e-11,1.0,-0.38756805251191034
2015-04-13,107393.77235259171,1.0913936421275139e-11,1.0,-1.2201796072109037
2015-04-14,106741.8510912309,1.0913936421275139e-11,1.0,-1.819810886537198
2015-04-15,108711.10635625284,1.0913936421275139e-11,1.0,-0.008507706425678635
2015-04-16,108640.0738037387,1.0913936421275139e-11,1.0,-0.07384280571198817
2015-04-17,107568.44216529447,1.0913936421275139e-11,1.0,-1.059519893441154
2015-04-20,108353.11737437875,1.0913936421275139e-11,1.0,-0.3377827338082777
2015-04-21,108459.52731267575,1.0913936421275139e-11,1.0,-0.23990783508067076
2015-04-22,110411.57227373734,1.0913936421275139e-11,1.0,0.0
2015-04-23,110053.62193930046,1.0913936421275139e-11,1.0,-0.3241963927018803
2015-04-24,111287.3712153717,1.0913936421275139e-11,1.0,0.0
2015-04-27,113529.4574367952,1.0913936421275139e-11,1.0,0.0
2015-04-28,114596.10932787787,1.0913936421275139e-11,1.0,0.0
2015-04-29,114125.79735906946,1.0913936421275139e-11,1.0,-0.41040832151009027
2015-04-30,112949.78972067106,1.0913936421275139e-11,1.0,-1.436627837421971
2015-05-01,112483.65889750393,1.0913936421275139e-11,1.0,-1.8433875659162893
2015-05-04,112849.04381132597,1.0913936421275139e-11,1.0,-1.5245417377594062
2015-05-05,111570.5364302452,1.0913936421275139e-11,1.0,-2.6402056015497126
2015-05-06,110808.20190373277,1.0913936421275139e-11,1.0,-3.3054415602429312
2015-05-07,112249.92912145928,1.0913936421275139e-11,1.0,-2.0473471745064153
2015-05-08,111296.84315924878,1.0913936421275139e-11,1.0,-2.8790385537342855
2015-05-11,110535.37357211142,1.0913936421275139e-11,1.0,-3.5435197404023846
2015-05-12,111031.56026309269,1.0913936421275139e-11,1.0,-3.110532360733502
2015-05-13,111288.14414280142,1.0913936421275139e-11,1.0,-2.886629576237907
2015-05-14,112322.12956167592,1.0913936421275139e-11,1.0,-1.9843429061764517
2015-05-15,112673.05573520344,1.0913936421275139e-11,1.0,-1.678114208199049
2015-05-18,112462.97642904418,1.0913936421275139e-11,1.0,-1.8614357078480335
2015-05-19,112885.93160573774,1.0913936421275139e-11,1.0,-1.4923523426498144
2015-05-20,112558.10393282538,1.0913936421275139e-11,1.0,-1.7784245966164771
2015-05-21,112913.35981067513,1.0913936421275139e-11,1.0,-1.468417668865288
2015-05-22,112494.72596895033,1.0913936421275139e-11,1.0,-1.833730107638428
2015-05-26,110954.21880725856,1.0913936421275139e-11,1.0,-3.178022833392434
2015-05-27,112805.41656599524,1.0913936421275139e-11,1.0,-1.5626121797548735
2015-05-28,113260.89801271097,1.0913936421275139e-11,1.0,-1.1651454163654456
2015-05-29,112802.1988593785,1.0913936421275139e-11,1.0,-1.5654200469988901
2015-06-01,113240.5320828958,1.0913936421275139e-11,1.0,-1.1829173371877233
2015-06-02,113857.90602711568,1.0913936421275139e-11,1.0,-0.6441783277738302
2015-06-03,113307.00955053823,1.0913936421275139e-11,1.0,-1.1249071062712226
2015-06-04,112880.97576217416,1.0913936421275139e-11,1.0,-1.4966769602940357
2015-06-05,113604.37599062208,1.0913936421275139e-11,1.0,-0.8654162371414226
2015-06-08,113632.48063936773,1.0913936421275139e-11,1.0,-0.84089127821351
2015-06-09,114112.71424760258,1.0913936421275139e-11,1.0,-0.42182503674031746
2015-06-10,113529.58904083731,0.0,1.0,-0.33357602521782925
2015-06-11,114090.29576683775,0.0,1.0,-0.441388075046168
2015-06-12,112458.60541755738,0.0,1.0,-1.8652499834918033
2015-06-15,111774.31816574596,0.0,1.0,-2.4623795508260318
2015-06-16,112188.760924989,0.0,1.0,-2.100724376253532
2015-06-17,112967.54567831641,0.0,1.0,-1.4211334565485794
2015-06-18,114053.6011786918,0.0,1.0,-0.47340887257688086
2015-06-19,113068.04687912755,0.0,1.0,-1.3334330962129706
2015-06-22,113649.70464323356,0.0,1.0,-0.8258610961533547
2015-06-23,113207.84912578511,0.0,1.0,-1.2114374652290536
2015-06-24,112475.10780020485,0.0,1.0,-1.850849509737281
2015-06-25,112661.20229285915,0.0,1.0,-1.6884578772937613
2015-06-26,109032.9866159765,0.0,1.0,-4.854547632140277
2015-06-29,106354.77535667605,0.0,1.0,-7.191635055970391
2015-06-30,106496.09546892869,0.0,1.0,-7.06831488997043
2015-07-01,107372.63401882267,0.0,1.0,-6.303421077226691
2015-07-02,107422.43397917386,0.0,1.0,-6.259964139078207
2015-07-06,106401.21639664941,0.0,1.0,-7.151109212426711
2015-07-07,106032.9732298668,0.0,1.0,-7.472449237792681
2015-07-08,104457.76589528752,0.0,1.0,-8.84702237454059
2015-07-09,103572.7031105806,0.0,1.0,-9.619354690094706
2015-07-10,104428.59836761918,1.0913936421275139e-11,1.0,-8.323239360484711
2015-07-13,105908.87183360023,1.0913936421275139e-11,1.0,-7.580743836094868
2015-07-14,105951.58151679742,1.0913936421275139e-11,1.0,-7.543474086320913
2015-07-15,105105.22379065407,1.0913936421275139e-11,1.0,-8.282031207594367
2015-07-16,105935.11600895945,1.0913936421275139e-11,1.0,-7.557842382011357
2015-07-17,106833.28808765924,1.0913936421275139e-11,1.0,-6.774070503570025
2015-07-20,107737.10147497215,1.0913936421275139e-11,1.0,-5.985375850135538
2015-07-21,106830.81681144022,1.0913936421275139e-11,1.0,-6.776227013274859
2015-07-22,105774.32593278545,1.0913936421275139e-11,1.0,-7.698152622138231
2015-07-23,106001.03693992739,1.0913936421275139e-11,1.0,-7.500317801679111
2015-07-24,104550.3092667046,1.0913936421275139e-11,1.0,-8.76626625466893
2015-07-27,102588.69314618756,1.0913936421275139e-11,0.75,-10.478031280569185
2015-07-28,104084.25131107104,1.0913936421275139e-11,1.0,-9.172962396769261
2015-07-29,105574.55798209505,1.0913936421275139e-11,1.0,-7.872476123923818
2015-07-30,107706.62797658842,1.0913936421275139e-11,1.0,-6.0119679382635365
2015-07-31,107658.64444078514,1.0913936421275139e-11,1.0,-6.053839809904482
2015-08-03,106020.68601155098,1.0913936421275139e-11,1.0,-7.483171432802514
2015-08-04,105292.2084132064,1.0913936421275139e-11,1.0,-8.118862821120317
2015-08-05,105858.26599503869,1.0913936421275139e-11,1.0,-7.624904007725787
2015-08-06,104970.01480275416,1.0913936421275139e-11,1.0,-8.40001862330414
2015-08-07,107817.25035005882,1.0913936421275139e-11,1.0,-5.915435539284887
2015-08-10,109764.9894823042,0.0,1.0,-3.6384781116780838
2015-08-11,105877.25054902164,0.0,1.0,-7.6083375168612175
2015-08-12,106661.78674306339,0.0,1.0,-6.923727717590402
2015-08-13,105999.43720595956,0.0,1.0,-7.501713777491215
2015-08-14,106302.3150789167,0.0,1.0,-7.237413466831842
2015-08-17,108205.74040700388,0.0,1.0,-5.576427470665801
2015-08-18,108498.59532776145,0.0,1.0,-5.320873488532197
2015-08-19,106855.36576241652,0.0,1.0,-6.754804862801965
2015-08-20,102028.19645771112,0.0,0.75,-10.9671374917345
2015-08-21,97630.03682380114,0.0,0.75,-14.805103422433016
2015-08-24,92527.61836816552,0.0,0.5,-19.257626711017608
2015-08-25,92287.8167948591,0.0,0.5,-19.46688475189953
2015-08-26,94931.59053600766,0.0,0.5,-17.159848538667983
2015-08-27,102388.2720236819,0.0,0.75,-10.6529247596595
2015-08-28,104266.88010236878,0.0,1.0,-9.013595039213333
2015-08-31,104004.43692915064,0.0,1.0,-9.242610818856644
2015-09-01,99500.77175766641,0.0,0.75,-13.172644044154477
2015-09-02,102269.33104789109,0.0,0.75,-10.756716220371752
2015-09-03,101697.96436479561,0.0,0.75,-11.255307914668025
2015-09-04,100320.78236317674,0.0,0.75,-12.457078210096235
2015-09-08,103144.0041467826,0.0,1.0,-9.993450256089382
2015-09-09,103310.52244705684,0.0,1.0,-9.848141395910012
2015-09-10,104086.11805950888,-3.637978807091713e-12,1.0,-8.6238991962114
2015-09-11,104199.80480049721,-3.637978807091713e-12,1.0,-9.072126958198176
2015-09-14,104637.3265529701,-3.637978807091713e-12,1.0,-8.690332362344076
2015-09-15,106134.83185503811,-3.637978807091713e-12,1.0,-7.383564348271799
2015-09-16,108740.30710420398,-3.637978807091713e-12,1.0,-5.109948547135663
2015-09-17,108366.78859546123,-3.637978807091713e-12,1.0,-5.435891994023598
2015-09-18,106367.04088464602,-3.637978807091713e-12,1.0,-7.180931788606509
2015-09-21,107156.55941899115,-3.637978807091713e-12,1.0,-6.49197424984209
2015-09-22,105147.6871488775,-3.637978807091713e-12,1.0,-8.244976408376058
2015-09-23,103943.81131431831,-3.637978807091713e-12,1.0,-9.295514547602677
2015-09-24,104292.47979161369,-3.637978807091713e-12,1.0,-8.99125598303154
2015-09-25,103105.87630868504,-3.637978807091713e-12,0.75,-10.026721750489305
2015-09-28,99433.6209940527,-3.637978807091713e-12,0.75,-13.23124181331746
2015-09-29,99232.57234297607,-3.637978807091713e-12,0.75,-13.406682892648874
2015-09-30,100877.30018757864,-3.637978807091713e-12,0.75,-11.971444074988193
2015-10-01,99966.52776913752,-3.637978807091713e-12,0.75,-12.766211387581027
2015-10-02,105869.54455783908,-3.637978807091713e-12,1.0,-7.615061995753006
2015-10-05,108629.15252452629,-3.637978807091713e-12,1.0,-5.206945365203596
2015-10-06,110067.2258038139,-3.637978807091713e-12,1.0,-3.9520395156751014
2015-10-07,110033.3170545178,-3.637978807091713e-12,1.0,-3.9816293067203445
2015-10-08,111705.05797758875,-3.637978807091713e-12,1.0,-2.5228180670753524
2015-10-09,110353.87849165953,-3.637978807091713e-12,1.0,-3.701897787891416
2015-10-12,108388.47131661617,-3.637978807091713e-12,1.0,-5.416971001607616
2015-10-13,108354.0421725987,-3.637978807091713e-12,1.0,-5.44701490468548
2015-10-14,108694.55518732853,-3.637978807091713e-12,1.0,-5.1498730412077505
2015-10-15,110636.54123450464,-3.637978807091713e-12,1.0,-3.455237805713173
2015-10-16,111210.90337087246,-3.637978807091713e-12,1.0,-2.954032189103204
2015-10-19,109467.55655682975,-3.637978807091713e-12,1.0,-4.475328875585569
2015-10-20,107328.35329259624,-3.637978807091713e-12,1.0,-6.342061766239741
2015-10-21,105303.46973941887,-3.637978807091713e-12,1.0,-8.109035850310823
2015-10-22,106467.18384753872,-3.637978807091713e-12,1.0,-7.093544037416654
2015-10-23,111152.97049760395,-3.637978807091713e-12,1.0,-3.004586150846141
2015-10-26,111963.36978941399,-3.637978807091713e-12,1.0,-2.2974074372203948
2015-10-27,110317.83508686727,-3.637978807091713e-12,1.0,-3.7333503433085764
2015-10-28,112096.69535530545,-3.637978807091713e-12,1.0,-2.1810635520104777
2015-10-29,112361.83075411427,-3.637978807091713e-12,1.0,-1.9496984556176953
2015-10-30,112096.51045192874,-3.637978807091713e-12,1.0,-2.181224904239442
2015-11-02,114648.30985526816,-3.637978807091713e-12,1.0,0.0
2015-11-03,115808.76583821222,-3.637978807091713e-12,1.0,0.0
2015-11-04,117884.04529431915,-3.637978807091713e-12,1.0,0.0
2015-11-05,117694.19423889903,-3.637978807091713e-12,1.0,-0.1610489824523092
2015-11-06,117575.8442960104,-3.637978807091713e-12,1.0,-0.26144419928860424
2015-11-09,115075.70796094256,-3.637978807091713e-12,1.0,-2.3822878883779928
2015-11-10,113528.59880758001,7.275957614183426e-12,1.0,-3.114244430046651
2015-11-11,113350.17868072573,7.275957614183426e-12,1.0,-3.846039217837993
2015-11-12,111643.56401090964,7.275957614183426e-12,1.0,-5.2937454494618
2015-11-13,110968.10661970943,7.275957614183426e-12,1.0,-5.866730020455954
2015-11-16,113158.36281889884,7.275957614183426e-12,1.0,-4.008754928304147
2015-11-17,113216.8002958211,7.275957614183426e-12,1.0,-3.959182930010092
2015-11-18,116366.65163140121,7.275957614183426e-12,1.0,-1.2871917137976436
2015-11-19,116418.21560396193,7.275957614183426e-12,1.0,-1.2434504488690612
2015-11-20,116230.47096884715,7.275957614183426e-12,1.0,-1.4027125734814652
2015-11-23,116182.3641397823,7.275957614183426e-12,1.0,-1.443521173953859
2015-11-24,115605.36088213882,7.275957614183426e-12,1.0,-1.9329879683812816
2015-11-25,116012.68482608252,7.275957614183426e-12,1.0,-1.5874586451155734
2015-11-27,117071.56107200068,7.275957614183426e-12,1.0,-0.6892232280373072
2015-11-30,116453.1670537609,7.275957614183426e-12,1.0,-1.2138014410565874
2015-12-01,117694.95323867399,7.275957614183426e-12,1.0,-0.16040512961109973
2015-12-02,116367.68171254234,7.275957614183426e-12,1.0,-1.28631790501499
2015-12-03,113867.2338321452,7.275957614183426e-12,1.0,-3.407425875270266
2015-12-04,115940.20715955074,7.275957614183426e-12,1.0,-1.648940812910904
2015-12-07,114683.64192379784,7.275957614183426e-12,1.0,-2.714874063348364
2015-12-08,114668.40811511152,7.275957614183426e-12,1.0,-2.7277967694264276
2015-12-09,112413.03791166359,7.275957614183426e-12,1.0,-4.641007499357683
2015-12-10,112701.62625194016,2.1827872842550278e-11,1.0,-3.8199860821970586
2015-12-11,108044.58837229086,2.1827872842550278e-11,1.0,-8.346724866339866
2015-12-14,109018.17102925137,2.1827872842550278e-11,1.0,-7.520843251461631
2015-12-15,110177.06341209487,2.1827872842550278e-11,1.0,-6.537765024081407
2015-12-16,114093.39870791974,2.1827872842550278e-11,1.0,-3.2155721980318575
2015-12-17,112691.01465597277,2.1827872842550278e-11,1.0,-4.405202269213804
2015-12-18,111347.77027117168,2.1827872842550278e-11,1.0,-5.544664680303814
2015-12-21,112592.95728379366,2.1827872842550278e-11,1.0,-4.48838347658949
2015-12-22,113184.0810948563,2.1827872842550278e-11,1.0,-3.9869383407470655
2015-12-23,114440.18359084758,2.1827872842550278e-11,1.0,-2.9213976283841796
2015-12-24,113513.86915270465,2.1827872842550278e-11,1.0,-3.707182028495506
2015-12-28,113863.07369020981,2.1827872842550278e-11,1.0,-3.4109548871267874
2015-12-29,116578.80260922771,2.1827872842550278e-11,1.0,-1.107225903075057
2015-12-30,115347.94546783308,2.1827872842550278e-11,1.0,-2.1513512029165858
2015-12-31,114885.34427999973,2.1827872842550278e-11,1.0,-2.543771726557748
2016-01-04,110163.53666243608,2.1827872842550278e-11,1.0,-6.549239646983105
2016-01-05,108856.45215564658,2.1827872842550278e-11,1.0,-7.658027951224043
2016-01-06,105760.29238487723,2.1827872842550278e-11,0.75,-10.284473084693303
2016-01-07,102902.73061868071,2.1827872842550278e-11,0.75,-12.70851762699086
2016-01-08,102223.91940123454,2.1827872842550278e-11,0.75,-13.284347219325761
2016-01-11,99932.87971731844,2.1827872842550278e-11,0.5,-15.227816056178192
2016-01-12,101411.2659103606,2.1827872842550278e-11,0.75,-13.973714036391637
2016-01-13,94147.86683440073,2.1827872842550278e-11,0.3,-20.135191662838423
2016-01-14,97075.98706493014,2.1827872842550278e-11,0.5,-17.651292995110467
2016-01-15,93622.12544521964,2.1827872842550278e-11,0.3,-20.58117346458986
2016-01-19,92777.28794030732,2.1827872842550278e-11,0.3,-21.2978416980247
2016-01-20,92065.1854224255,2.1827872842550278e-11,0.3,-21.901912008051756
2016-01-21,94151.27298724366,2.1827872842550278e-11,0.3,-20.13230225330516
2016-01-22,96870.06045956476,2.1827872842550278e-11,0.5,-17.825978725356023
2016-01-25,95765.23194283072,2.1827872842550278e-11,0.5,-18.763195050072085
2016-01-26,97208.13308032631,2.1827872842550278e-11,0.5,-17.539194691165907
2016-01-27,95261.49228159792,2.1827872842550278e-11,0.5,-19.190512979292382
2016-01-28,98429.68623894136,2.1827872842550278e-11,0.5,-16.502961878179878
2016-01-29,97684.43179846054,2.1827872842550278e-11,0.5,-17.135154672904687
2016-02-01,97478.9814309002,2.1827872842550278e-11,0.5,-17.30943641480403
2016-02-02,94782.55512369091,2.1827872842550278e-11,0.5,-19.59679116283389
2016-02-03,92608.20731804067,2.1827872842550278e-11,0.3,-21.44127130450326
2016-02-04,93442.22746558668,2.1827872842550278e-11,0.3,-20.733779340290695
2016-02-05,88596.95855594202,2.1827872842550278e-11,0.3,-24.843978390168527
2016-02-08,84111.53591243597,2.1827872842550278e-11,0.2,-28.64892301376655
2016-02-09,81773.42971968855,2.1827872842550278e-11,0.2,-30.63231795657659
2016-02-10,147167.81939872177,130859.4592852922,0.2,-30.411904652565124
2016-02-11,147278.7087601783,130859.4592852922,1.0,0.0
2016-02-12,147655.87900992244,130859.4592852922,1.0,0.0
2016-02-16,147754.61653750233,130859.4592852922,1.0,0.0
2016-02-17,148128.2151691475,130859.4592852922,1.0,0.0
2016-02-18,147972.31448863022,130859.4592852922,1.0,-0.10524712009745082
2016-02-19,147977.09810577493,130859.4592852922,1.0,-0.10201774401994253
2016-02-22,148304.7898215697,130859.4592852922,1.0,0.0
2016-02-23,148074.19538232742,130859.4592852922,1.0,-0.1554868453808563
2016-02-24,148161.2304897201,130859.4592852922,1.0,-0.09680019911852925
2016-02-25,148366.23895122076,130859.4592852922,1.0,0.0
2016-02-26,148254.91977307806,130859.4592852922,1.0,-0.07502999262473745
2016-02-29,148213.97900827168,130859.4592852922,1.0,-0.10262438680483067
2016-03-01,148691.86931177022,130859.4592852922,1.0,0.0
2016-03-02,148817.0698364678,130859.4592852922,1.0,0.0
2016-03-03,148867.85383863602,130859.4592852922,1.0,0.0
2016-03-04,148670.76071738233,130859.4592852922,1.0,-0.13239468170698487
2016-03-07,148382.79740933995,130859.4592852922,1.0,-0.32583020228251236
2016-03-08,148266.73779368828,130859.4592852922,1.0,-0.40379170482252424
2016-03-09,148574.2048797579,130859.4592852922,1.0,-0.19725478087191622
2016-03-10,148197.26965731088,2.1827872842550278e-11,1.0,-0.11496291776367203
2016-03-11,150011.6464840997,2.1827872842550278e-11,1.0,0.0
2016-03-14,151668.74697627246,2.1827872842550278e-11,1.0,0.0
2016-03-15,151068.15122093845,2.1827872842550278e-11,1.0,-0.3959917697664973
2016-03-16,153579.51624369354,2.1827872842550278e-11,1.0,0.0
2016-03-17,153382.11940426833,2.1827872842550278e-11,1.0,-0.12853070790506954
2016-03-18,156909.3859089883,2.1827872842550278e-11,1.0,0.0
2016-03-21,158752.37698605706,2.1827872842550278e-11,1.0,0.0
2016-03-22,158099.7210298316,2.1827872842550278e-11,1.0,-0.4111157064960302
2016-03-23,155837.79783212813,2.1827872842550278e-11,1.0,-1.8359278829474894
2016-03-24,156941.21212466207,2.1827872842550278e-11,1.0,-1.140874168803196
2016-03-28,158595.64184936092,2.1827872842550278e-11,1.0,-0.09872931648129166
2016-03-29,160435.7834635012,2.1827872842550278e-11,1.0,0.0
2016-03-30,160013.00921949133,2.1827872842550278e-11,1.0,-0.26351617755277557
2016-03-31,159714.5028366029,2.1827872842550278e-11,1.0,-0.44957590590281327
2016-04-01,162545.52572609496,2.1827872842550278e-11,1.0,0.0
2016-04-04,162577.89044946793,2.1827872842550278e-11,1.0,0.0
2016-04-05,163147.50678834907,2.1827872842550278e-11,1.0,0.0
2016-04-06,166578.71868821967,2.1827872842550278e-11,1.0,0.0
2016-04-07,163431.76895975837,2.1827872842550278e-11,1.0,-1.8891667274445498
2016-04-08,161740.6108824738,2.1827872842550278e-11,1.0,-2.9043972986736795
2016-04-11,160730.6048739375,2.1827872842550278e-11,1.0,-3.510720853380983
2016-04-12,159730.77161330736,2.1827872842550278e-11,1.0,-4.110937536822701
2016-04-13,163087.40371487965,2.1827872842550278e-11,1.0,-2.0958949623538703
2016-04-14,162584.36492467276,2.1827872842550278e-11,1.0,-2.397877589047267
2016-04-15,163297.6264674301,2.1827872842550278e-11,1.0,-1.9696947164845824
2016-04-18,164269.33962401887,2.1827872842550278e-11,1.0,-1.386359003350956
2016-04-19,162017.1470636932,2.1827872842550278e-11,1.0,-2.738387988842811
2016-04-20,163292.7438093541,2.1827872842550278e-11,1.0,-1.9726258580580243
2016-04-21,164410.02704960675,2.1827872842550278e-11,1.0,-1.3019019810519676
2016-04-22,163934.78379535163,2.1827872842550278e-11,1.0,-1.58719848110767
2016-04-25,163217.53800347052,2.1827872842550278e-11,1.0,-2.0177731652745954
2016-04-26,163225.37744051593,2.1827872842550278e-11,1.0,-2.013067019671391
2016-04-27,163929.95986862193,2.1827872842550278e-11,1.0,-1.5900943652684383
2016-04-28,164389.9344426663,2.1827872842550278e-11,1.0,-1.313963910149921
2016-04-29,162332.4486162287,2.1827872842550278e-11,1.0,-2.549107176132491
2016-05-02,164930.27357255458,2.1827872842550278e-11,1.0,-0.9895892636504396
2016-05-03,160854.89242186968,2.1827872842550278e-11,1.0,-3.4361089528267432
2016-05-04,158395.45916419761,2.1827872842550278e-11,1.0,-4.912548006410359
2016-05-05,155500.37023133552,2.1827872842550278e-11,1.0,-6.650518472061945
2016-05-06,157241.43938700805,2.1827872842550278e-11,1.0,-5.605325442974452
2016-05-09,155084.8674229006,2.1827872842550278e-11,1.0,-6.899951780054067
2016-05-10,156624.43611943605,2.1827872842550278e-11,1.0,-5.409028346565033
2016-05-11,159057.58068834982,2.1827872842550278e-11,1.0,-4.515065345139879
2016-05-12,157796.15135778981,2.1827872842550278e-11,1.0,-5.27232253891202
2016-05-13,161163.2879753802,2.1827872842550278e-11,1.0,-3.2509739272129767
2016-05-16,163267.25132476498,2.1827872842550278e-11,1.0,-1.9879294243177998
2016-05-17,163488.42477884464,2.1827872842550278e-11,1.0,-1.8551552885690288
2016-05-18,161570.79460373404,2.1827872842550278e-11,1.0,-3.00634086029849
2016-05-19,161906.5945998886,2.1827872842550278e-11,1.0,-2.8047544879221578
2016-05-20,164126.21265789363,2.1827872842550278e-11,1.0,-1.4722805227697306
2016-05-23,164294.7057652509,2.1827872842550278e-11,1.0,-1.3711312831284839
2016-05-24,166807.43363494848,2.1827872842550278e-11,1.0,0.0
2016-05-25,168396.96722862805,2.1827872842550278e-11,1.0,0.0
2016-05-26,168041.5966640265,2.1827872842550278e-11,1.0,-0.2110314517238791
2016-05-27,168181.81019372534,2.1827872842550278e-11,1.0,-0.12776776116793365
2016-05-31,169398.4450307574,2.1827872842550278e-11,1.0,0.0
2016-06-01,167363.94394101988,2.1827872842550278e-11,1.0,-1.201015209654443
2016-06-02,168489.3519826819,2.1827872842550278e-11,1.0,-0.536659618044571
2016-06-03,167950.30888249737,2.1827872842550278e-11,1.0,-0.8548698000132748
2016-06-06,169356.77052055192,2.1827872842550278e-11,1.0,-0.024601471517591508
2016-06-07,168738.88375362044,2.1827872842550278e-11,1.0,-0.3893549772651147
2016-06-08,169972.976005794,2.1827872842550278e-11,1.0,0.0
2016-06-09,171044.9904464859,2.1827872842550278e-11,1.0,0.0
2016-06-10,166268.64704445764,7.275957614183426e-12,1.0,-2.2065681268088135
2016-06-13,165865.81820240535,7.275957614183426e-12,1.0,-3.027959036134958
2016-06-14,173119.1685537329,7.275957614183426e-12,1.0,0.0
2016-06-15,175590.32525720724,7.275957614183426e-12,1.0,0.0
2016-06-16,182639.13660145807,7.275957614183426e-12,1.0,0.0
2016-06-17,181177.60790847646,7.275957614183426e-12,1.0,-0.8002275526361301
2016-06-20,183111.01959902488,7.275957614183426e-12,1.0,0.0
2016-06-21,180807.23555813867,7.275957614183426e-12,1.0,-1.2581351171169377
2016-06-22,177573.0966939765,7.275957614183426e-12,1.0,-3.0243526125163225
2016-06-23,182568.67753142564,7.275957614183426e-12,1.0,-0.29618210241352755
2016-06-24,176848.01626260558,7.275957614183426e-12,1.0,-3.4203312013301934
