date,value,cash,equity_exposure,drawdown
2015-03-12,100783.99828395722,3.637978807091713e-12,1.0,-3.915066659001406
2015-03-13,100085.41701031447,3.637978807091713e-12,1.0,-4.581076504355178
2015-03-16,101004.35012827432,3.637978807091713e-12,1.0,-3.7049887435259548
2015-03-17,101370.90375544834,3.637978807091713e-12,1.0,-3.3555257193097128
2015-03-18,103377.48890735436,3.637978807091713e-12,1.0,-1.44249781957597
2015-03-19,102606.93299207556,3.637978807091713e-12,1.0,-2.1771264810274933
2015-03-20,105059.77119583143,3.637978807091713e-12,1.0,0.0
2015-03-23,104791.44430440581,3.637978807091713e-12,1.0,-0.25540403179201415
2015-03-24,105803.30791586886,3.637978807091713e-12,1.0,0.0
2015-03-25,104272.52334981052,3.637978807091713e-12,1.0,-1.4468210835861273
2015-03-26,104094.5142891936,3.637978807091713e-12,1.0,-1.6150663531560274
2015-03-27,103187.69707346044,3.637978807091713e-12,1.0,-2.4721446748038036
2015-03-30,105103.72667918877,3.637978807091713e-12,1.0,-0.6612092291446874
2015-03-31,104186.0866705016,3.637978807091713e-12,1.0,-1.5285167139133566
2015-04-01,104052.85818294887,3.637978807091713e-12,1.0,-1.6544376233604077
2015-04-02,105204.80877326547,3.637978807091713e-12,1.0,-0.5656714845619965
2015-04-06,107132.34614537725,3.637978807091713e-12,1.0,0.0
2015-04-07,106823.2899217574,3.637978807091713e-12,1.0,-0.2884807761051553
2015-04-08,107377.18424104076,3.637978807091713e-12,1.0,0.0
2015-04-09,108409.34121931209,3.637978807091713e-12,1.0,0.0
2015-04-10,107929.31051770232,0.0,1.0,0.0
2015-04-13,107916.73639607475,0.0,1.0,-0.6106805335964393
2015-04-14,107065.74086692664,0.0,1.0,-1.3944316859715242
2015-04-15,108356.97982741165,0.0,1.0,-0.20522447088214374
2015-04-16,108055.36914917357,0.0,1.0,-0.4830023305077583
2015-04-17,106756.60162518636,0.0,1.0,-1.6791432134232034
2015-04-20,107239.61693990222,0.0,1.0,-1.2342950367208747
2015-04-21,107037.2755352991,0.0,1.0,-1.4206477302416571
2015-04-22,108673.2519198259,0.0,1.0,0.0
2015-04-23,109809.32336425886,0.0,1.0,0.0
2015-04-24,108132.62270099974,0.0,1.0,-1.5269201301761783
2015-04-27,107829.55712697806,0.0,1.0,-1.8029127005122578
2015-04-28,107307.63843450809,0.0,1.0,-2.278208127603334
2015-04-29,107440.3402921554,0.0,1.0,-2.1573605951883428
2015-04-30,105026.06177690595,0.0,1.0,-4.355970368277296
2015-05-01,105127.99891360261,0.0,1.0,-4.263139328458828
2015-05-04,107610.1230241622,0.0,1.0,-2.002744642002291
2015-05-05,106226.70673293926,0.0,1.0,-3.262579644021087
2015-05-06,104834.33115583258,0.0,1.0,-4.530573594305161
2015-05-07,106064.53436319604,0.0,1.0,-3.410265072520869
2015-05-08,107831.60063711186,0.0,1.0,-1.8010517381903113
2015-05-11,107376.69875201589,0.0,1.0,-2.215317003797104
2015-05-12,107798.97312485169,0.0,1.0,-1.8307646179900834
2015-05-13,107697.34199966521,0.0,1.0,-1.9233169824640475
2015-05-14,108529.62366321267,0.0,1.0,-1.1653834682153357
2015-05-15,108631.31918621059,0.0,1.0,-1.0727724586195682
2015-05-18,110268.2055851701,0.0,1.0,0.0
2015-05-19,111363.56727815501,0.0,1.0,0.0
2015-05-20,112369.8915121376,0.0,1.0,0.0
2015-05-21,111630.90998031199,0.0,1.0,-0.6576330384245269
2015-05-22,112194.53140238047,0.0,1.0,-0.15605613514203293
2015-05-26,111513.87323527265,0.0,1.0,-0.761786155833826
2015-05-27,113154.86490381413,0.0,1.0,0.0
2015-05-28,112959.80543028681,0.0,1.0,-0.17238275499080552
2015-05-29,112694.5637281579,0.0,1.0,-0.40678867501411176
2015-06-01,112766.78609037952,0.0,1.0,-0.3429625529264598
2015-06-02,112743.15676861306,0.0,1.0,-0.3638448382674834
2015-06-03,113254.61698346815,0.0,1.0,0.0
2015-06-04,112770.1041172029,0.0,1.0,-0.42780848955232176
2015-06-05,113846.36783108562,0.0,1.0,0.0
2015-06-08,114343.65442589327,0.0,1.0,0.0
2015-06-09,113675.59626588342,0.0,1.0,-0.5842546867721673
2015-06-10,113677.38647340641,-7.275957614183426e-12,1.0,0.0
2015-06-11,112776.84024250483,-7.275957614183426e-12,1.0,-1.3865486616928742
2015-06-12,112095.21665080872,-7.275957614183426e-12,1.0,-1.9825686844761683
2015-06-15,110715.2701743552,-7.275957614183426e-12,1.0,-3.1892107965676333
2015-06-16,111341.5558624346,-7.275957614183426e-12,1.0,-2.641578914946437
2015-06-17,111940.08910452534,-7.275957614183426e-12,1.0,-2.118214112240886
2015-06-18,112932.30634519152,-7.275957614183426e-12,1.0,-1.250607196059644
2015-06-19,111888.33283990779,-7.275957614183426e-12,1.0,-2.1634704243643723
2015-06-22,112691.5612516154,-7.275957614183426e-12,1.0,-1.4611176565341053
2015-06-23,113897.89297342191,-7.275957614183426e-12,1.0,-0.40628641378585634
2015-06-24,114365.0297991241,-7.275957614183426e-12,1.0,0.0
2015-06-25,113253.93795941895,-7.275957614183426e-12,1.0,-0.9715311067174246
2015-06-26,110101.8160836392,-7.275957614183426e-12,1.0,-3.7277249199103877
2015-06-29,107330.98687596714,-7.275957614183426e-12,1.0,-6.150519031483547
2015-06-30,106825.4745311981,-7.275957614183426e-12,1.0,-6.592535568931181
2015-07-01,107381.9635826731,-7.275957614183426e-12,1.0,-6.105945347731184
2015-07-02,107639.56225186297,-7.275957614183426e-12,1.0,-5.880702832914959
2015-07-06,106655.12802139646,-7.275957614183426e-12,1.0,-6.741485392230169
2015-07-07,105863.01703160717,-7.275957614183426e-12,1.0,-7.434101825051101
2015-07-08,103672.02915440772,-7.275957614183426e-12,1.0,-9.349886642357411
2015-07-09,103298.3986789832,-7.275957614183426e-12,1.0,-9.67658657509103
2015-07-10,104301.04050522059,7.275957614183426e-12,1.0,-8.250210429223271
2015-07-13,106311.91560365183,7.275957614183426e-12,1.0,-7.041587983334699
2015-07-14,107280.07824260624,7.275957614183426e-12,1.0,-6.195033192368496
2015-07-15,107006.40743394424,7.275957614183426e-12,1.0,-6.434329076033878
2015-07-16,111698.50056332425,7.275957614183426e-12,1.0,-2.3315949293970832
2015-07-17,110575.37375897352,7.275957614183426e-12,1.0,-3.313649326902545
2015-07-20,108802.50111909522,7.275957614183426e-12,1.0,-4.863837039870623
2015-07-21,108628.78310837867,7.275957614183426e-12,1.0,-5.015734880514459
2015-07-22,108609.85867757449,7.275957614183426e-12,1.0,-5.032282273399698
2015-07-23,107803.51729314333,7.275957614183426e-12,1.0,-5.737341665984522
2015-07-24,104912.93252700918,7.275957614183426e-12,1.0,-8.264849218958807
2015-07-27,102598.03698378401,7.275957614183426e-12,0.75,-10.288978052126739
2015-07-28,104766.82575508927,7.275957614183426e-12,1.0,-8.392603981211337
2015-07-29,105546.81115669094,7.275957614183426e-12,1.0,-7.710590079783897
2015-07-30,107585.6308544262,7.275957614183426e-12,1.0,-5.927860078037437
2015-07-31,107568.94551971149,7.275957614183426e-12,1.0,-5.9424496206135355
2015-08-03,106782.85936007599,7.275957614183426e-12,1.0,-6.629797983147269
2015-08-04,108792.45952651917,7.275957614183426e-12,1.0,-4.872617339752225
2015-08-05,109079.45537088517,7.275957614183426e-12,1.0,-4.621670135987148
2015-08-06,109437.59885942073,7.275957614183426e-12,1.0,-4.308511918685395
2015-08-07,107798.76743452119,7.275957614183426e-12,1.0,-5.741494909883021
2015-08-10,109134.082486612,2.1827872842550278e-11,1.0,-3.998761137524272
2015-08-11,106496.5574076047,2.1827872842550278e-11,1.0,-6.880138452584615
2015-08-12,107243.88319896921,2.1827872842550278e-11,1.0,-6.226681891014051
2015-08-13,106637.25837598194,2.1827872842550278e-11,1.0,-6.757110487983575
2015-08-14,107135.51839814323,2.1827872842550278e-11,1.0,-6.321435331830981
2015-08-17,108265.55532910945,2.1827872842550278e-11,1.0,-5.333338766866089
2015-08-18,108101.14338599992,2.1827872842550278e-11,1.0,-5.4770994456315405
2015-08-19,107083.42619463378,2.1827872842550278e-11,1.0,-6.36698439836028
2015-08-20,103289.18795235183,2.1827872842550278e-11,1.0,-9.684640371472272
2015-08-21,98259.65466779766,2.1827872842550278e-11,0.75,-14.082429882294129
2015-08-24,94084.07231093588,2.1827872842550278e-11,0.5,-17.733530541469367
2015-08-25,93006.34489132703,2.1827872842550278e-11,0.5,-18.675888027408753
2015-08-26,96722.90826858602,2.1827872842550278e-11,0.5,-15.4261504251129
2015-08-27,100066.74686058353,2.1827872842550278e-11,0.75,-12.502320826265438
2015-08-28,100864.39845604925,2.1827872842550278e-11,0.75,-11.804859725729063
2015-08-31,99370.20548229787,2.1827872842550278e-11,0.75,-13.111371844316233
2015-09-01,95424.82834635559,2.1827872842550278e-11,0.5,-16.561182632519692
2015-09-02,98581.38926167616,2.1827872842550278e-11,0.75,-13.80110735350748
2015-09-03,98032.30557706802,2.1827872842550278e-11,0.75,-14.281222372558823
2015-09-04,96922.87987527651,2.1827872842550278e-11,0.5,-15.251296619678026
2015-09-08,99099.65672622291,2.1827872842550278e-11,0.75,-13.347937826548883
2015-09-09,97809.55438941777,2.1827872842550278e-11,0.75,-14.4759944878125
2015-09-10,121612.31590386506,48732.64512276701,0.75,-14.520578436370227
2015-09-11,121611.45444721077,48732.64512276701,1.0,0.0
2015-09-14,121464.84445912851,48732.64512276701,1.0,-0.12055606829856567
2015-09-15,122495.5844735974,48732.64512276701,1.0,0.0
2015-09-16,123295.97495701433,48732.64512276701,1.0,0.0
2015-09-17,123070.11633223985,48732.64512276701,1.0,-0.1831841022005993
2015-09-18,122783.61791988518,48732.64512276701,1.0,-0.4155504973360114
2015-09-21,123475.4578216777,48732.64512276701,1.0,0.0
2015-09-22,122195.27133345675,48732.64512276701,1.0,-1.0367942835002757
2015-09-23,122080.75046992284,48732.64512276701,1.0,-1.1295421587090462
2015-09-24,121975.32943752248,48732.64512276701,1.0,-1.214920285067252
2015-09-25,121330.428178785,48732.64512276701,1.0,-1.7372113298745822
2015-09-28,118248.3105705515,48732.64512276701,1.0,-4.233349155647758
2015-09-29,116949.20173806252,48732.64512276701,1.0,-5.285468220770116
2015-09-30,118585.04753812979,48732.64512276701,1.0,-3.9606334488029242
2015-10-01,119304.85703045578,48732.64512276701,1.0,-3.377675908069983
2015-10-02,120769.2148723454,48732.64512276701,1.0,-2.1917253817682822
2015-10-05,121664.13986581347,48732.64512276701,1.0,-1.4669457297984843
2015-10-06,121395.68634359361,48732.64512276701,1.0,-1.6843602079108548
2015-10-07,121815.85099364836,48732.64512276701,1.0,-1.3440782948350203
2015-10-08,122053.90861537535,48732.64512276701,1.0,-1.1512807738322755
2015-10-09,122453.8831196801,48732.64512276701,1.0,-0.8273504063236172
2015-10-12,122276.48315259314,48732.64512276701,1.0,-0.9710226552195611
2015-10-13,121838.50402224176,48732.64512276701,1.0,-1.325732115769935
2015-10-14,121385.27063573289,48732.64512276701,1.0,-1.6927956557678425
2015-10-15,122480.84389836152,48732.64512276701,1.0,-0.8055154772153952
2015-10-16,123069.92095592752,48732.64512276701,1.0,-0.3284351991112723
2015-10-19,123331.96984634349,48732.64512276701,1.0,-0.11620768844723332
2015-10-20,123382.34276957643,48732.64512276701,1.0,-0.07541178930937928
2015-10-21,123337.99738584187,48732.64512276701,1.0,-0.11132611958754837
2015-10-22,124026.32167139898,48732.64512276701,1.0,0.0
2015-10-23,126927.02833909623,48732.64512276701,1.0,0.0
2015-10-26,126933.610948584,48732.64512276701,1.0,0.0
2015-10-27,126786.61712603408,48732.64512276701,1.0,-0.11580370356710525
2015-10-28,128098.70313452916,48732.64512276701,1.0,0.0
2015-10-29,128274.25444227601,48732.64512276701,1.0,0.0
2015-10-30,127522.66610891183,48732.64512276701,1.0,-0.5859229793476611
2015-11-02,128407.6082505623,48732.64512276701,1.0,0.0
2015-11-03,129154.25349141676,48732.64512276701,1.0,0.0
2015-11-04,128882.76039562654,48732.64512276701,1.0,-0.2102084046409419
2015-11-05,129504.72846312607,48732.64512276701,1.0,0.0
2015-11-06,129490.87645768267,48732.64512276701,1.0,-0.01069613874936533
2015-11-09,128653.3626398484,48732.64512276701,1.0,-0.6574013423147518
2015-11-10,127524.0244332178,2.1827872842550278e-11,1.0,-1.0491823543900476
2015-11-11,126575.2744528675,2.1827872842550278e-11,1.0,-2.262044054316271
2015-11-12,123353.62636346299,2.1827872842550278e-11,1.0,-4.749712363911476
2015-11-13,119787.94586344365,2.1827872842550278e-11,1.0,-7.503033066818937
2015-11-16,123107.43914162078,2.1827872842550278e-11,1.0,-4.939811385594923
2015-11-17,125121.11480305817,2.1827872842550278e-11,1.0,-3.384906259477661
2015-11-18,128302.65845712574,2.1827872842550278e-11,1.0,-0.9282054950932506
2015-11-19,128018.98185285818,2.1827872842550278e-11,1.0,-1.1472527898399674
2015-11-20,129972.2568480838,2.1827872842550278e-11,1.0,0.0
2015-11-23,129626.15567170847,2.1827872842550278e-11,1.0,-0.26628850246084046
2015-11-24,129390.20886616499,2.1827872842550278e-11,1.0,-0.44782478663821496
2015-11-25,130023.55737822119,2.1827872842550278e-11,1.0,0.0
2015-11-27,130374.25072383262,2.1827872842550278e-11,1.0,0.0
2015-11-30,129782.97550981672,2.1827872842550278e-11,1.0,-0.45352146664940574
2015-12-01,131121.28171751625,2.1827872842550278e-11,1.0,0.0
2015-12-02,131869.23714366098,2.1827872842550278e-11,1.0,0.0
2015-12-03,129999.33360026701,2.1827872842550278e-11,1.0,-1.4179983018760178
2015-12-04,132127.93982375087,2.1827872842550278e-11,1.0,0.0
2015-12-07,129963.62918962786,2.1827872842550278e-11,1.0,-1.6380416110400646
2015-12-08,130715.20536035107,2.1827872842550278e-11,1.0,-1.0692170522633484
2015-12-09,128455.2548400418,2.1827872842550278e-11,1.0,-2.779642964696314
2015-12-10,128720.51275358803,-1.4551915228366852e-11,1.0,-1.991716959465057
2015-12-11,124181.79601148106,-1.4551915228366852e-11,1.0,-6.013976924842239
2015-12-14,126546.18688901924,-1.4551915228366852e-11,1.0,-4.224506143195214
2015-12-15,127924.23856980525,-1.4551915228366852e-11,1.0,-3.1815384842547707
2015-12-16,131719.64281856298,-1.4551915228366852e-11,1.0,-0.30901640162749333
2015-12-17,129399.91447664321,-1.4551915228366852e-11,1.0,-2.0646846917818036
2015-12-18,126856.82542802606,-1.4551915228366852e-11,1.0,-3.9894017894747313
2015-12-21,127369.7269192646,-1.4551915228366852e-11,1.0,-3.601216299015469
2015-12-22,127287.60687397179,-1.4551915228366852e-11,1.0,-3.6633682143502257
2015-12-23,128176.7570934916,-1.4551915228366852e-11,1.0,-2.990421810504171
2015-12-24,127827.35959214691,-1.4551915228366852e-11,1.0,-3.2548605823572414
2015-12-28,128487.65359897508,-1.4551915228366852e-11,1.0,-2.7551222168692453
2015-12-29,130908.28224075737,-1.4551915228366852e-11,1.0,-0.923088322288562
2015-12-30,129088.79764965866,-1.4551915228366852e-11,1.0,-2.3001510340252067
2015-12-31,127521.43718569714,-1.4551915228366852e-11,1.0,-3.48639556796123
2016-01-04,122961.30803152664,-1.4551915228366852e-11,1.0,-6.937693726589438
2016-01-05,122861.23822330852,-1.4551915228366852e-11,1.0,-7.013430779896712
2016-01-06,124002.02692857831,-1.4551915228366852e-11,1.0,-6.15003375214352
2016-01-07,117725.66692552702,-1.4551915228366852e-11,0.75,-10.900247833603883
2016-01-08,115859.09796821358,-1.4551915228366852e-11,0.75,-12.312945980417732
2016-01-11,116540.18519857812,-1.4551915228366852e-11,0.75,-11.797470425986878
2016-01-12,116412.06617501975,-1.4551915228366852e-11,0.75,-11.894436309000932
2016-01-13,108598.2903018456,-1.4551915228366852e-11,0.5,-17.80823159226741
2016-01-14,110229.42149865934,-1.4551915228366852e-11,0.5,-16.57372267690132
2016-01-15,108777.71235709755,-1.4551915228366852e-11,0.5,-17.672437410135082
2016-01-19,109579.16733852457,-1.4551915228366852e-11,0.5,-17.065862462780196
2016-01-20,108511.58987554401,-1.4551915228366852e-11,0.5,-17.87385013321888
2016-01-21,107307.0526021497,-1.4551915228366852e-11,0.5,-18.78549476720097
2016-01-22,110662.3908412416,-1.4551915228366852e-11,0.5,-16.24603320928394
2016-01-25,110353.92441802743,-1.4551915228366852e-11,0.5,-16.47949361412008
2016-01-26,110649.18490345549,-1.4551915228366852e-11,0.5,-16.256028020225312
2016-01-27,106854.94311578338,-1.4551915228366852e-11,0.5,-19.12767030325293
2016-01-28,113195.65774691883,-1.4551915228366852e-11,0.75,-14.328749923813492
2016-01-29,112957.39321604824,-1.4551915228366852e-11,0.75,-14.509078574353584
2016-02-01,114059.14393951929,-1.4551915228366852e-11,0.75,-13.675227138434199
2016-02-02,110137.77400756875,-1.4551915228366852e-11,0.5,-16.643085365226625
2016-02-03,108834.02359607109,-1.4551915228366852e-11,0.5,-17.62981868842592
2016-02-04,108869.20817014166,-1.4551915228366852e-11,0.5,-17.603189518155418
2016-02-05,103077.6520496356,-1.4551915228366852e-11,0.3,-21.986483564994856
2016-02-08,100420.85016247493,-1.4551915228366852e-11,0.3,-23.99726333701328
2016-02-09,100909.08516246652,-1.4551915228366852e-11,0.3,-23.627746487932868
2016-02-10,173113.59933037462,142639.65573687508,0.3,-22.656748713897983
2016-02-11,173066.62786256717,142639.65573687508,1.0,0.0
2016-02-12,173222.8190553224,142639.65573687508,1.0,0.0
2016-02-16,173526.4416234645,142639.65573687508,1.0,0.0
2016-02-17,174524.76507215286,142639.65573687508,1.0,0.0
2016-02-18,174080.32540486136,142639.65573687508,1.0,-0.2546570780987789
2016-02-19,174124.7133168055,142639.65573687508,1.0,-0.2292234888166073
2016-02-22,175057.71055966686,142639.65573687508,1.0,0.0
2016-02-23,174028.8037476643,142639.65573687508,1.0,-0.587752923714759
2016-02-24,174426.26822130135,142639.65573687508,1.0,-0.36070524191522946
2016-02-25,174690.86957745504,142639.65573687508,1.0,-0.20955431271150862
2016-02-26,174824.7826143353,142639.65573687508,1.0,-0.13305780395897643
2016-02-29,174611.90876778914,142639.65573687508,1.0,-0.2546599006993017
2016-03-01,175608.00467416647,142639.65573687508,1.0,0.0
2016-03-02,175982.5101547632,142639.65573687508,1.0,0.0
2016-03-03,175895.12871258648,142639.65573687508,1.0,-0.04965348096233299
2016-03-04,175714.3997694809,142639.65573687508,1.0,-0.15235058588863845
2016-03-07,175534.61147411933,142639.65573687508,1.0,-0.25451317875281143
2016-03-08,175276.61113700867,142639.65573687508,1.0,-0.40111884819335186
2016-03-09,175664.9737018477,142639.65573687508,1.0,-0.18043636986213593
2016-03-10,174998.6085086618,-1.4551915228366852e-11,1.0,-0.20364105972570354
2016-03-11,178244.928591919,-1.4551915228366852e-11,1.0,0.0
2016-03-14,179486.56289313396,-1.4551915228366852e-11,1.0,0.0
2016-03-15,178105.91453397326,-1.4551915228366852e-11,1.0,-0.7692210140447849
2016-03-16,183209.92356137565,-1.4551915228366852e-11,1.0,0.0
2016-03-17,186669.4694660301,-1.4551915228366852e-11,1.0,0.0
2016-03-18,185227.6645837918,-1.4551915228366852e-11,1.0,-0.7723838752864066
2016-03-21,186467.5179074838,-1.4551915228366852e-11,1.0,-0.10818671051243309
2016-03-22,186986.0141454704,-1.4551915228366852e-11,1.0,0.0
2016-03-23,182086.3739497119,-1.4551915228366852e-11,1.0,-2.6203244227382125
2016-03-24,184102.54421454403,-1.4551915228366852e-11,1.0,-1.5420778629374388
2016-03-28,183726.45490719881,-1.4551915228366852e-11,1.0,-1.7432101824127493
2016-03-29,187103.17496716024,-1.4551915228366852e-11,1.0,0.0
2016-03-30,187569.10858527044,-1.4551915228366852e-11,1.0,0.0
2016-03-31,187159.56341574682,-1.4551915228366852e-11,1.0,-0.21834361351535853
2016-04-01,187764.24948870327,-1.4551915228366852e-11,1.0,0.0
2016-04-04,183645.02534146392,-1.4551915228366852e-11,1.0,-2.1938277166480415
2016-04-05,182386.44797764334,-1.4551915228366852e-11,1.0,-2.864124307850987
2016-04-06,184616.24480254806,-1.4551915228366852e-11,1.0,-1.6765729869916524
2016-04-07,180815.9598605188,-1.4551915228366852e-11,1.0,-3.7005391852310514
2016-04-08,181583.21510414244,-1.4551915228366852e-11,1.0,-3.2919122790372874
2016-04-11,182074.62088713338,-1.4551915228366852e-11,1.0,-3.030198036667358
2016-04-12,186347.36671441083,-1.4551915228366852e-11,1.0,-0.7546073217615791
2016-04-13,189238.3519930616,-1.4551915228366852e-11,1.0,0.0
2016-04-14,189364.26654498256,-1.4551915228366852e-11,1.0,0.0
2016-04-15,190749.234908569,-1.4551915228366852e-11,1.0,0.0
2016-04-18,192536.40827699433,-1.4551915228366852e-11,1.0,0.0
2016-04-19,196074.57365046654,-1.4551915228366852e-11,1.0,0.0
2016-04-20,197046.93370122742,-1.4551915228366852e-11,1.0,0.0
2016-04-21,195615.0498197677,-1.4551915228366852e-11,1.0,-0.7266714861093988
2016-04-22,189614.32460333273,-1.4551915228366852e-11,1.0,-3.7719993700406365
2016-04-25,188403.15086114683,-1.4551915228366852e-11,1.0,-4.386661937701975
2016-04-26,187718.71735358128,-1.4551915228366852e-11,1.0,-4.734007361814652
2016-04-27,190490.58888952946,-1.4551915228366852e-11,1.0,-3.3273011097138006
2016-04-28,192638.3312589522,-1.4551915228366852e-11,1.0,-2.2373362322703056
2016-04-29,196648.23705515751,-1.4551915228366852e-11,1.0,-0.2023358793669067
2016-05-02,196761.41269204716,-1.4551915228366852e-11,1.0,-0.14490000114042867
2016-05-03,189930.90013152987,-1.4551915228366852e-11,1.0,-3.611339408349914
2016-05-04,188717.6590139717,-1.4551915228366852e-11,1.0,-4.227051155175549
2016-05-05,187135.37750291103,-1.4551915228366852e-11,1.0,-5.030048431682169
2016-05-06,190701.83886593638,-1.4551915228366852e-11,1.0,-3.22009316060294
2016-05-09,185167.1715082632,-1.4551915228366852e-11,1.0,-6.028899800580964
2016-05-10,187541.74862148703,0.0,1.0,-4.250180641105219
2016-05-11,189315.68175298406,0.0,1.0,-3.923558617748335
2016-05-12,187771.31841106867,0.0,1.0,-4.707312677203547
2016-05-13,185922.58153303416,0.0,1.0,-5.645534269038954
2016-05-16,188437.7138707536,0.0,1.0,-4.369121441659967
2016-05-17,187619.57701384265,0.0,1.0,-4.784320420676534
2016-05-18,185832.08682225904,0.0,1.0,-5.69145972906785
2016-05-19,185809.4837705474,0.0,1.0,-5.702930626527184
2016-05-20,187682.62563645,0.0,1.0,-4.752323666693577
2016-05-23,188631.89023469886,0.0,1.0,-4.270578236598126
2016-05-24,191194.9010713198,0.0,1.0,-2.9698673914818565
2016-05-25,193066.4972352698,0.0,1.0,-2.02004486504365
2016-05-26,194490.14029849603,0.0,1.0,-1.2975555390311881
2016-05-27,196336.7966675524,0.0,1.0,-0.36038979157714646
2016-05-31,196473.1498246137,0.0,1.0,-0.2911914769928438
2016-06-01,193905.32592731732,0.0,1.0,-1.5943449181876475
2016-06-02,192946.56732413796,0.0,1.0,-2.0809084922410657
2016-06-03,192661.10826462047,0.0,1.0,-2.2257770543422697
2016-06-06,196302.70476567512,0.0,1.0,-0.377691203599612
2016-06-07,195050.60922272145,0.0,1.0,-1.013121311257192
2016-06-08,196654.9362824662,0.0,1.0,-0.19893606634630037
2016-06-09,195457.52636091673,0.0,1.0,-0.8066135871571739
2016-06-10,189507.95640946078,0.0,1.0,-3.246329275186116
2016-06-13,190170.8729902829,0.0,1.0,-3.4895547886933165
2016-06-14,199577.89560814897,0.0,1.0,0.0
2016-06-15,199443.7180817522,0.0,1.0,-0.06723065497204689
2016-06-16,209496.86009959638,0.0,1.0,0.0
2016-06-17,210016.336207779,0.0,1.0,0.0
2016-06-20,208264.42674397473,0.0,1.0,-0.8341777099049226
2016-06-21,206256.78482663172,0.0,1.0,-1.7901233061354767
2016-06-22,204439.45388044266,0.0,1.0,-2.6554516796345218
2016-06-23,210238.9278023176,0.0,1.0,0.0
2016-06-24,205144.2984379386,0.0,1.0,-2.4232569189895052
2016-06-27,198921.91040817508,0.0,1.0,-5.382931463950209
2016-06-28,205727.98291334673,0.0,1.0,-2.145627803625598
2016-06-29,209645.78802749183,0.0,1.0,-0.28212652196527926
2016-06-30,214556.0502765417,0.0,1.0,0.0
2016-07-01,217946.43500558942,0.0,1.0,0.0
2016-07-05,215612.76821158748,0.0,1.0,-1.0707524506845412
2016-07-06,217106.44455447583,0.0,1.0,-0.38541142051350397
2016-07-07,216703.31236659625,0.0,1.0,-0.5703798912614872
2016-07-08,220175.75642948443,0.0,1.0,0.0
2016-07-11,220263.17673447847,0.0,1.0,0.0
2016-07-12,225248.67305902738,0.0,1.0,0.0
2016-07-13,223286.5511802506,0.0,1.0,-0.8710914262578605
2016-07-14,223959.92056300817,0.0,1.0,-0.5721465429816257
2016-07-15,223906.43205878173,0.0,1.0,-0.5958929666564141
2016-07-18,226333.4431864353,0.0,1.0,0.0
