date,ticker,action,reason,shares,price,value,cost
2006-10-09,MCO,SELL,rebalance,242.67862485706237,50.06581497192383,12149.9031297346,19.078583746987366
2006-10-09,GOOGL,BUY,rebalance_megacap,1825.6461669829541,10.735735893249512,19599.65508325229,37.74942823418644
2006-10-09,MSFT,BUY,rebalance_megacap,966.8401216383187,20.271867752075195,19599.65508325229,32.783715633233335
2006-10-09,XOM,BUY,rebalance_megacap,502.3510970419741,39.01585006713867,19599.65508325229,31.158295599577308
2006-10-09,FCX,BUY,rebalance_momentum,653.5990521868027,19.27753448486328,12599.778267805046,22.449978563779045
2006-10-09,MCO,BUY,rebalance_momentum,251.6642997796164,50.06581497192383,12599.778267805046,19.785174707114752
2007-01-03,FCX,SELL,trailing_stop,653.5990521868027,18.440223693847656,12052.512728411451,21.57369461615617
2007-01-08,GOOGL,SELL,rebalance,1825.6461669829541,12.101601600646973,22093.24257657593,41.73925685435108
2007-01-08,MSFT,SELL,rebalance,966.8401216383187,21.962888717651367,21234.601999302904,35.23614185812985
2007-01-08,XOM,SELL,rebalance,502.3510970419741,42.77670669555664,21488.925536355637,33.99239747165014
2007-01-08,MCO,SELL,rebalance,251.6642997796164,56.57579803466797,14238.108596867713,22.241107524240295
2007-01-08,MSFT,BUY,rebalance_megacap,959.7937144773891,21.962888717651367,21079.84254296815,34.9793359144031
2007-01-08,GOOGL,BUY,rebalance_megacap,1741.9051823554646,12.101601600646973,21079.84254296815,39.8246958233876
2007-01-08,GE,BUY,rebalance_megacap,128.497331567434,164.0488739013672,21079.84254296815,32.06995502442139
2007-01-08,FCX,BUY,rebalance_momentum,710.1248399104516,19.08302116394043,13551.327349050956,24.169967945096996
2007-01-08,TPR,BUY,rebalance_momentum,433.1515577333787,31.285417556762695,13551.327349050956,21.84615402681155
2007-04-09,MSFT,SELL,rebalance,959.7937144773891,21.0376033782959,20191.75949015669,33.647431914794815
2007-04-09,GOOGL,SELL,rebalance,1741.9051823554646,11.71696662902832,20409.84489259047,38.7526719215502
2007-04-09,GE,SELL,rebalance,128.497331567434,152.18533325195312,19555.40922657666,29.7831259294633
2007-04-09,FCX,SELL,rebalance,710.1248399104516,25.342361450195312,17996.240367772745,29.48062744494359
2007-04-09,TPR,SELL,rebalance,433.1515577333787,36.467674255371094,15796.02991062742,25.212571981097465
2007-04-09,MSFT,BUY,rebalance_megacap,1041.5916192226275,21.0376033782959,21912.591367362646,36.51506386189728
2007-04-09,XOM,BUY,rebalance_megacap,482.5197935576979,45.41283416748047,21912.591367362646,34.558126634717325
2007-04-09,GOOGL,BUY,rebalance_megacap,1870.159066005622,11.71696662902832,21912.591367362646,41.605993342016234
2007-04-09,GILD,BUY,rebalance_momentum,880.3712797148462,16.000823974609375,14086.665879018847,25.62095112084549
2007-04-09,CL,BUY,rebalance_momentum,599.6398720107323,23.49187660217285,14086.665879018847,23.230272100037023
2007-07-09,MSFT,SELL,rebalance,1041.5916192226275,22.066116333007812,22983.881841252474,38.12181468150921
2007-07-09,XOM,SELL,rebalance,482.5197935576979,51.9276237487793,25056.106291202796,39.27373830474372
2007-07-09,GOOGL,SELL,rebalance,1870.159066005622,13.577577590942383,25392.22982609567,47.17335182146149
2007-07-09,GILD,SELL,rebalance,880.3712797148462,16.214994430541992,14275.215397385358,25.922701855077726
2007-07-09,CL,SELL,rebalance,599.6398720107323,23.441753387451172,14056.610000958372,23.184861411703395
2007-07-09,XOM,BUY,rebalance_megacap,453.50398478155915,51.9276237487793,23549.384290308935,36.91201136511927
2007-07-09,GOOGL,BUY,rebalance_megacap,1734.431943590494,13.577577590942383,23549.384290308935,43.74972223069116
2007-07-09,MSFT,BUY,rebalance_megacap,1067.2192575674208,22.066116333007812,23549.384290308935,39.05978607355802
2007-07-09,INTU,BUY,rebalance_momentum,568.1935495635765,26.643896102905273,15138.889900912893,24.699314429586227
2007-07-09,MO,BUY,rebalance_momentum,1556.244871926204,9.727832794189453,15138.889900912893,31.9415214319109
2007-10-08,XOM,SELL,rebalance,453.50398478155915,54.067020416259766,24519.609204039716,38.36717281544833
2007-10-08,GOOGL,SELL,rebalance,1734.431943590494,15.255756378173828,26460.07118593911,48.406947787224475
2007-10-08,MSFT,SELL,rebalance,1067.2192575674208,22.1212215423584,23608.193630920163,39.14792591869005
2007-10-08,INTU,SELL,rebalance,568.1935495635765,28.87778663635254,16408.172092448764,26.60469852848503
2007-10-08,MO,SELL,rebalance,1556.244871926204,9.50473403930664,14791.693607693394,31.33366356068526
2007-10-08,GOOGL,BUY,rebalance_megacap,1614.7295105552864,15.255756378173828,24633.920029679313,45.066104497807515
2007-10-08,GOOG,BUY,rebalance_megacap,1622.4044003516465,15.183588027954102,24633.920029679313,45.09296661215521
2007-10-08,XOM,BUY,rebalance_megacap,455.61822789611443,54.067020416259766,24633.920029679313,38.54604353154919
2007-10-08,SPGI,BUY,rebalance_momentum,392.4306586924924,40.353858947753906,15836.091447650993,25.13303163203595
2007-10-08,MO,BUY,rebalance_momentum,1666.1267303389184,9.50473403930664,15836.091447650993,33.546142586401686
2007-11-07,SPGI,SELL,trailing_stop,392.4306586924924,33.54290008544922,13163.262374989295,21.121480827953736
2007-11-15,GOOGL,SELL,trailing_stop,1614.7295105552864,15.757006645202637,25443.30362802445,46.36119310462965
2007-11-15,GOOG,SELL,trailing_stop,1622.4044003516465,15.68246841430664,25443.3057637468,46.388058636309374
2008-01-07,XOM,SELL,rebalance,455.61822789611443,54.600425720214844,24876.949209017715,38.91081847934295
2008-01-07,MO,SELL,rebalance,1666.1267303389184,10.6987943649292,17825.54727380793,34.35550707127123
2008-01-07,MSFT,BUY,rebalance_megacap,875.1688698563319,25.742189407348633,22528.76281125694,36.856790618758346
2008-01-07,XOM,BUY,rebalance_megacap,412.61148634077523,54.600425720214844,22528.76281125694,35.237883822890296
2008-01-07,GOOGL,BUY,rebalance_megacap,1386.598935005893,16.24749755859375,22528.76281125694,40.89939811929135
2008-01-07,TPR,BUY,rebalance_momentum,720.1588845273551,20.11052894592285,14482.776092950888,24.249363265912415
2008-01-07,CF,BUY,rebalance_momentum,885.983550895241,16.3465518951416,14482.776092950888,26.27825989318069
2008-01-17,CF,SELL,trailing_stop,885.983550895241,13.436028480529785,11904.100223109368,22.15192491205631
2008-01-23,GOOGL,SELL,trailing_stop,1386.598935005893,13.729228973388672,19036.93427295278,35.312442718024975
2008-02-05,MSFT,SELL,trailing_stop,875.1688698563319,21.62164878845215,18922.593934620192,31.44732986370034
2008-03-10,TPR,SELL,trailing_stop,720.1588845273551,19.157968521118164,13796.78123997864,24.59978162797387
2008-04-07,XOM,SELL,rebalance,412.61148634077523,53.45347213745117,22055.516588708942,34.528067922263276
2008-04-07,GOOGL,BUY,rebalance_megacap,1456.9958357176642,11.932432174682617,17385.503988496046,32.916595245926615
2008-04-07,GE,BUY,rebalance_megacap,105.96583943490381,164.0670623779297,17385.503988496046,26.449509290703105
2008-04-07,MSFT,BUY,rebalance_megacap,798.494427244598,21.772855758666992,17385.503988496046,28.87346567595231
2008-04-07,MO,BUY,rebalance_momentum,1125.3152780328583,9.931790351867676,11176.395421176032,23.49806858550725
2008-04-07,CF,BUY,rebalance_momentum,590.7911137871699,18.91767692565918,11176.395421176032,19.95254540963851
2008-04-29,CF,SELL,trailing_stop,590.7911137871699,19.54344940185547,11546.096239365392,20.5433597965044
2008-05-21,GE,SELL,trailing_stop,105.96583943490381,136.45838928222656,14459.92776822602,22.06093828576681
2008-07-01,MSFT,SELL,trailing_stop,798.494427244598,20.136852264404297,16079.164315374595,26.91383221626908
2008-07-07,GOOGL,SELL,rebalance,1456.9958357176642,13.611360549926758,19831.695639694983,36.83047590668912
2008-07-07,MO,SELL,rebalance,1125.3152780328583,9.444077491760254,10627.564688404049,22.53787252889209
2008-07-07,GOOG,BUY,rebalance_megacap,1272.960825665415,13.54697322845459,17244.766226160828,32.047198645679174
2008-07-07,GOOGL,BUY,rebalance_megacap,1266.9391985398272,13.611360549926758,17244.766226160828,32.02612295044346
2008-07-07,MSFT,BUY,rebalance_megacap,884.014344044208,19.50733757019043,17244.766226160828,30.686097619897915
2008-07-07,INTU,BUY,rebalance_momentum,440.60527653580067,25.160663604736328,11085.921145389106,18.17329971923203
2008-07-07,CF,BUY,rebalance_momentum,505.24703990919136,21.941585540771484,11085.921145389106,18.398444100498438
2008-07-21,GOOG,SELL,trailing_stop,1272.960825665415,11.67623519897461,14863.389999550302,28.237053577073475
2008-07-21,GOOGL,SELL,trailing_stop,1266.9391985398272,11.731732368469238,14863.391604392165,28.21598044985212
2008-07-23,CF,SELL,trailing_stop,505.24703990919136,20.811410903930664,10514.903755544836,17.542057304730534
2008-10-06,INTU,SELL,trailing_stop,440.60527653580067,24.301475524902344,10707.35834387759,17.605999398883306
2008-10-07,MSFT,SELL,trailing_stop,884.014344044208,17.478403091430664,15451.159043811334,27.8164196018716
2008-10-07,XOM,BUY,rebalance_megacap,235.6686082037537,46.16770553588867,10880.278907603619,17.145456357178904
2008-10-07,MSFT,BUY,rebalance_megacap,622.4984542745794,17.478403091430664,10880.278907603619,19.58744617346255
2008-10-07,PG,BUY,rebalance_megacap,246.72067734741634,44.09958267211914,10880.278907603619,17.18421820576063
2008-10-07,SPGI,BUY,rebalance_momentum,379.469435264979,18.432222366333008,6994.465012030902,12.523192550712523
2008-10-07,AZO,BUY,rebalance_momentum,64.63788070611449,108.20999908447266,6994.465012030902,10.842763049797693
2008-10-10,XOM,SELL,trailing_stop,235.6686082037537,37.84695816040039,8919.339954407258,14.204035352290537
2008-10-22,MSFT,SELL,trailing_stop,622.4984542745794,16.199316024780273,10084.049185731144,18.313537268536976
2008-10-22,SPGI,SELL,trailing_stop,379.469435264979,17.20543098449707,6528.935179177674,11.780433433182939
2008-11-12,AZO,SELL,trailing_stop,64.63788070611449,103.22000122070312,6671.9221253888,10.359551201632492
2009-01-07,PG,SELL,rebalance,246.72067734741634,40.918113708496094,10095.344729938759,16.00678670645968
2009-01-07,JNJ,BUY,rebalance_megacap,132.29540117662168,39.93698501586914,5283.479454459137,8.38831303444646
2009-01-07,GOOGL,BUY,rebalance_megacap,655.6562103910014,8.058307647705078,5283.479454459137,11.54093627698574
2009-01-07,GOOG,BUY,rebalance_megacap,658.7724921170851,8.020188331604004,5283.479454459137,11.551843263006187
2009-01-07,TPR,BUY,rebalance_momentum,221.61294753566796,15.326372146606445,3396.522506438017,6.210569030028843
2009-01-07,IBM,BUY,rebalance_momentum,64.28521478085936,52.835205078125,3396.522506438017,5.444837183299024
2009-01-09,TPR,SELL,trailing_stop,221.61294753566796,12.873872756958008,2853.0168878686,5.340937824990833
2009-03-02,JNJ,SELL,trailing_stop,132.29540117662168,32.6340446472168,4317.33402861933,6.939097358818507
2009-03-04,GOOGL,SELL,trailing_stop,655.6562103910014,7.98098087310791,5232.779674464999,11.452204866745765
2009-03-04,GOOG,SELL,trailing_stop,658.7724921170851,7.9432268142700195,5232.779323887916,11.463111239276163
2009-04-07,IBM,SELL,rebalance,64.28521478085936,59.769596099853516,3842.301322644297,6.113498221889548
2009-04-07,GOOG,BUY,rebalance_megacap,590.7926668462593,8.932767868041992,5277.413751079102,11.303288689201331
2009-04-07,GOOGL,BUY,rebalance_megacap,587.9979039297962,8.975225448608398,5277.413751079102,11.293507019077698
2009-04-07,MSFT,BUY,rebalance_megacap,368.83831560981736,14.30820369720459,5277.413751079102,9.734885588676345
2009-04-07,MA,BUY,rebalance_momentum,219.6574262205194,15.445064544677734,3392.6231256937094,6.19708011980397
2009-04-07,GILD,BUY,rebalance_momentum,173.67250495434558,19.53460121154785,3392.6231256937094,6.03611773278044
2009-06-22,MA,SELL,trailing_stop,219.6574262205194,14.621561050415039,3211.7344676603616,5.907623352795208
2009-07-07,GOOG,SELL,rebalance,590.7926668462593,9.878722190856934,5836.2766281696895,12.281299792322962
2009-07-07,GOOGL,SELL,rebalance,587.9979039297962,9.925676345825195,5836.276886430774,12.271518574062885
2009-07-07,MSFT,SELL,rebalance,368.83831560981736,17.292705535888672,6378.212382193742,11.496137577446316
2009-07-07,GILD,SELL,rebalance,173.67250495434558,18.612028121948242,3232.3975462194753,5.7797461773409555
2009-07-07,MSFT,BUY,rebalance_megacap,626.1999366659363,17.292705535888672,10828.691111356173,19.517789053723156
2009-07-07,JNJ,BUY,rebalance_megacap,280.3032481059701,38.632057189941406,10828.691111356173,17.224318140169952
2009-07-07,GOOGL,BUY,rebalance_megacap,1090.9776557353487,9.925676345825195,10828.691111356173,22.7687736205279
2009-07-07,INTU,BUY,rebalance_momentum,284.654951585963,24.45522689819336,6961.30142872897,11.439230220461175
2009-07-07,CF,BUY,rebalance_momentum,647.4508622900125,10.751860618591309,6961.30142872897,13.405972449160442
2009-10-07,MSFT,SELL,rebalance,626.1999366659363,19.373605728149414,12131.750679957984,21.602676399327596
2009-10-07,JNJ,SELL,rebalance,280.3032481059701,42.04800796508789,11786.193208999839,18.660578919877743
2009-10-07,GOOGL,SELL,rebalance,1090.9776557353487,12.951451301574707,14129.743979362504,26.426191288606095
2009-10-07,INTU,SELL,rebalance,284.654951585963,25.287277221679688,7198.148673278056,11.79409996976606
2009-10-07,CF,SELL,rebalance,647.4508622900125,13.132776260375977,8502.827314042232,15.872450666486035
2009-10-07,GOOGL,BUY,rebalance_megacap,1344.8842986016348,12.951451301574707,17418.20349959153,32.57649285070797
2009-10-07,GOOG,BUY,rebalance_megacap,1351.2765182986464,12.89018440246582,17418.20349959153,32.598865619502874
2009-10-07,MSFT,BUY,rebalance_megacap,899.0687507531586,19.373605728149414,17418.20349959153,31.01622806875411
2009-10-07,BKNG,BUY,rebalance_momentum,64.35666522173676,173.99000549316406,11197.4165354517,17.147759497110535
2009-10-07,SPGI,BUY,rebalance_momentum,544.8081928800411,20.55295181274414,11197.4165354517,18.707273203969496
2010-01-07,GOOGL,SELL,rebalance,1344.8842986016348,14.867366790771484,19994.888158459944,36.69922912367717
2010-01-07,GOOG,SELL,rebalance,1351.2765182986464,14.797037124633789,19994.88880691096,36.72160293051939
2010-01-07,MSFT,SELL,rebalance,899.0687507531586,23.606922149658203,21224.24600622027,34.98358720172612
2010-01-07,BKNG,SELL,rebalance,64.35666522173676,216.1300048828125,13909.406368615495,21.21633715625483
2010-01-07,SPGI,SELL,rebalance,544.8081928800411,26.99186897277832,14705.391357514209,23.97022223429576
2010-01-07,MSFT,BUY,rebalance_megacap,1112.5875259039574,23.606922149658203,26264.76710869555,43.29193833614845
2010-01-07,GOOG,BUY,rebalance_megacap,1775.0017714675143,14.797037124633789,26264.76710869555,48.23667369214019
2010-01-07,GOOGL,BUY,rebalance_megacap,1766.605174831544,14.867366790771484,26264.76710869555,48.20728560329182
2010-01-07,AMD,BUY,rebalance_momentum,1782.9453711939286,9.470000267028809,16884.493141304283,35.79069442268848
2010-01-07,TPR,BUY,rebalance_momentum,628.8367304568397,26.850360870361328,16884.493141304283,27.53244853494384
2010-01-22,AMD,SELL,trailing_stop,1782.9453711939286,7.880000114440918,14049.609729050062,30.83074512089585
2010-04-07,MSFT,SELL,rebalance,1112.5875259039574,22.860538482666016,25434.34995126159,42.04600494669834
2010-04-07,GOOG,SELL,rebalance,1775.0017714675143,14.035889625549316,24913.728949472545,46.074781976639876
2010-04-07,GOOGL,SELL,rebalance,1766.605174831544,14.1026029586792,24913.731365397318,46.045397753790226
2010-04-07,TPR,SELL,rebalance,628.8367304568397,29.058719635009766,18273.19024654151,29.614973865938417
2010-04-07,AAPL,BUY,rebalance_megacap,3452.9730033558612,7.389023780822754,25514.099636335424,56.73522939114857
2010-04-07,MSFT,BUY,rebalance_megacap,1116.0760563746767,22.860538482666016,25514.099636335424,42.17784199202323
2010-04-07,JNJ,BUY,rebalance_megacap,556.136941439086,45.87736892700195,25514.099636335424,40.21828004152139
2010-04-07,PM,BUY,rebalance_momentum,545.3989234238041,30.07325553894043,16401.921194787064,26.51273731251692
2010-04-07,VRSK,BUY,rebalance_momentum,599.6927701667639,27.350540161132812,16401.921194787064,26.716518486315923
2010-05-20,PM,SELL,trailing_stop,545.3989234238041,25.50959014892578,13912.9030042066,22.77975703425834
2010-05-24,MSFT,SELL,trailing_stop,1116.0760563746767,20.553869247436523,22939.6813329197,38.3163540000745
2010-07-07,AAPL,SELL,rebalance,3452.9730033558612,7.943968296051025,27430.308065779052,60.08870439146872
2010-07-07,JNJ,SELL,rebalance,556.136941439086,43.02399444580078,23927.23267957987,37.83801603033665
2010-07-07,VRSK,SELL,rebalance,599.6927701667639,29.09130096435547,17445.84286306938,28.300283491574813
2010-07-07,AAPL,BUY,rebalance_megacap,2832.5837218486695,7.943968296051025,22501.955282276045,49.2926395775772
2010-07-07,JNJ,BUY,rebalance_megacap,523.0094409440004,43.02399444580078,22501.955282276045,35.58407419225871
2010-07-07,MSFT,BUY,rebalance_megacap,1183.533084842551,19.012527465820312,22501.955282276045,40.146182371229
2010-07-07,INTU,BUY,rebalance_momentum,444.6609996693799,32.531620025634766,14465.542681463174,23.257250917452414
2010-07-07,PM,BUY,rebalance_momentum,524.7394687366289,27.567094802856445,14465.542681463174,23.53586429478778
2010-10-07,AAPL,SELL,rebalance,2832.5837218486695,8.882182121276855,25159.524491224107,53.94338567003099
2010-10-07,JNJ,SELL,rebalance,523.0094409440004,45.29993438720703,23692.29335865305,37.369658149686174
2010-10-07,MSFT,SELL,rebalance,1183.533084842551,19.29486083984375,22836.106171388008,40.68081439304615
2010-10-07,INTU,SELL,rebalance,444.6609996693799,41.52142333984375,18462.957609990444,29.253356475373995
2010-10-07,PM,SELL,rebalance,524.7394687366289,33.01803970336914,17325.86861267084,27.826459236794044
2010-10-07,AAPL,BUY,rebalance_megacap,3069.727371311476,8.882182121276855,27265.87757465699,58.45953683001013
2010-10-07,GOOGL,BUY,rebalance_megacap,2055.7054841393006,13.263513565063477,27265.87757465699,50.82102442284665
2010-10-07,GOOG,BUY,rebalance_megacap,2065.4762406794453,13.200770378112793,27265.87757465699,50.85522207122539
2010-10-07,BKNG,BUY,rebalance_momentum,52.97728625754429,330.8599853515625,17528.06415513664,26.643850922861102
2010-10-07,VRSK,BUY,rebalance_momentum,644.8088409638655,27.183349609375,17528.06415513664,28.56280215145202
2011-01-07,AAPL,SELL,rebalance,3069.727371311476,10.322521209716797,31687.3258984109,61.443972206191695
2011-01-07,GOOGL,SELL,rebalance,2055.7054841393006,15.42642593383789,31712.188392859283,57.935125980603445
2011-01-07,GOOG,SELL,rebalance,2065.4762406794453,15.353450775146484,31712.187788506475,57.96932266211376
2011-01-07,BKNG,SELL,rebalance,52.97728625754429,440.5899963378906,23341.262358202825,35.36449372645133
2011-01-07,VRSK,SELL,rebalance,644.8088409638655,33.67432403564453,21713.501851665587,34.8467505046039
2011-01-07,AAPL,BUY,rebalance_megacap,3085.190853027235,10.322521209716797,31846.948016397888,61.753491851205304
2011-01-07,MSFT,BUY,rebalance_megacap,1407.0101597491475,22.634483337402344,31846.948016397888,52.69576968809578
2011-01-07,GOOGL,BUY,rebalance_megacap,2064.4411189594834,15.42642593383789,31846.948016397888,58.181321681799375
2011-01-07,TPR,BUY,rebalance_momentum,534.4769557713398,38.3048095703125,20473.038010541506,32.584811759398995
2011-01-07,JAZZ,BUY,rebalance_momentum,1036.0849075607537,19.760000228881836,20473.038010541506,36.48722978254043
2011-04-07,AAPL,SELL,rebalance,3085.190853027235,10.382715225219727,32032.65804243451,62.05074876544264
2011-04-07,MSFT,SELL,rebalance,1407.0101597491475,20.857637405395508,29346.90773775533,48.945645132376924
2011-04-07,GOOGL,SELL,rebalance,2064.4411189594834,14.514514923095703,29964.361428989814,55.1692850021885
2011-04-07,TPR,SELL,rebalance,534.4769557713398,37.31285858154297,19942.8630657896,31.790741174735633
2011-04-07,JAZZ,SELL,rebalance,1036.0849075607537,33.40999984741211,34615.59660351077,55.65022791941926
2011-04-07,NFLX,BUY,rebalance_megacap,1012.7093435813022,33.422855377197266,33847.637929654236,54.31817175719292
2011-04-07,CVX,BUY,rebalance_megacap,485.00373757209394,69.78840637207031,33847.637929654236,52.471062773246494
2011-04-07,MSFT,BUY,rebalance_megacap,1622.7934771221232,20.857637405395508,33847.637929654236,56.45222904419499
2011-04-07,JAZZ,BUY,rebalance_momentum,651.2779380813441,33.40999984741211,21759.19581192058,34.95799141277516
2011-04-07,CBOE,BUY,rebalance_momentum,1078.4678019396788,20.176027297973633,21759.19581192058,36.49258136401656
2011-05-06,JAZZ,SELL,trailing_stop,651.2779380813441,29.270000457763672,19062.905545772323,30.902608778335747
2011-06-08,CBOE,SELL,trailing_stop,1078.4678019396788,17.885005950927734,19288.40305557511,34.71327485196942
2011-07-07,NFLX,SELL,rebalance,1012.7093435813022,41.77428436279297,42305.20809562272,67.00617338808158
2011-07-07,CVX,SELL,rebalance,485.00373757209394,68.81097412109375,33373.5796347071,51.760502914740925
2011-07-07,MSFT,SELL,rebalance,1622.7934771221232,21.45110511779785,34810.71346222335,57.89717124018952
2011-07-07,NFLX,BUY,rebalance_megacap,833.2657780859154,41.77428436279297,34809.08156354497,55.13267839476922
2011-07-07,AAPL,BUY,rebalance_megacap,3173.143421218101,10.969904899597168,34809.08156354497,66.80095601550723
2011-07-07,MSFT,BUY,rebalance_megacap,1622.717401849105,21.45110511779785,34809.08156354497,57.89445700459469
2011-07-07,JAZZ,BUY,rebalance_momentum,636.2601047611265,35.16999816894531,22377.266719421772,35.83347746309442
2011-07-07,INTU,BUY,rebalance_momentum,473.5389644786901,47.25538635253906,22377.266719421772,35.22712708555313
2011-08-04,NFLX,SELL,trailing_stop,833.2657780859154,35.11000061035156,29255.96197718156,46.80210619454142
2011-08-04,INTU,SELL,trailing_stop,473.5389644786901,40.146728515625,19011.040248496163,30.177841213647568
2011-08-08,JAZZ,SELL,trailing_stop,636.2601047611265,32.70000076293945,20805.705911116773,33.50926821363039
2011-10-07,AAPL,SELL,rebalance,3173.143421218101,11.356864929199219,36036.96123575108,68.76539884995361
2011-10-07,MSFT,SELL,rebalance,1622.717401849105,21.16718101501465,34348.352981154276,57.203649715539164
2011-10-07,MSFT,BUY,rebalance_megacap,1412.9915001820928,21.16718101501465,29909.046857031462,49.810260762533034
2011-10-07,AAPL,BUY,rebalance_megacap,2633.565428794826,11.356864929199219,29909.046857031462,57.07213230775082
2011-10-07,XOM,BUY,rebalance_megacap,622.9171723354895,48.01448440551758,29909.046857031462,47.04508238065476
2011-10-07,JAZZ,BUY,rebalance_momentum,461.52771191827173,41.65999984741211,19227.24440809166,30.494832801917507
2011-10-07,CBOE,BUY,rebalance_momentum,1032.379885735361,18.624195098876953,19227.24440809166,34.427587644224886
2011-10-25,JAZZ,SELL,trailing_stop,461.52771191827173,37.13999938964844,17141.13893895045,27.363673514645058
2012-01-09,MSFT,SELL,rebalance,1412.9915001820928,22.537107467651367,31844.74129048175,52.71374386952911
2012-01-09,AAPL,SELL,rebalance,2633.565428794826,12.951676368713379,34109.08712958246,63.792387251362484
2012-01-09,XOM,SELL,rebalance,622.9171723354895,56.14057159423828,34970.92611078101,54.63809728772592
2012-01-09,CBOE,SELL,rebalance,1032.379885735361,19.219776153564453,19842.11030927609,35.421077274437565
2012-01-09,AAPL,BUY,rebalance_megacap,2726.547783194296,12.951676368713379,35313.36449176541,66.04469577627204
2012-01-09,MSFT,BUY,rebalance_megacap,1566.8987043901902,22.537107467651367,35313.36449176541,58.45562073655347
2012-01-09,XOM,BUY,rebalance_megacap,629.0168320158256,56.14057159423828,35313.36449176541,55.17313314917635
2012-01-09,TPR,BUY,rebalance_momentum,491.17060097490145,46.21907043457031,22701.4486018492,35.77926511975209
2012-01-09,VRTX,BUY,rebalance_momentum,636.2513567175082,35.68000030517578,22701.4486018492,36.29354921769337
2012-04-09,AAPL,SELL,rebalance,2726.547783194296,19.539148330688477,53274.42156654319,94.78231711446706
2012-04-09,MSFT,SELL,rebalance,1566.8987043901902,25.43325424194336,39851.33312012736,65.26274226126976
2012-04-09,XOM,SELL,rebalance,629.0168320158256,55.378292083740234,34833.877848961354,54.45363999746402
2012-04-09,TPR,SELL,rebalance,491.17060097490145,55.49987030029297,27259.90464942398,42.616760518605446
2012-04-09,VRTX,SELL,rebalance,636.2513567175082,38.11000061035156,24247.539592841247,38.61359483428016
2012-04-09,AAPL,BUY,rebalance_megacap,2091.501626633828,19.539148330688477,40866.160516674594,72.70630397345805
2012-04-09,GOOGL,BUY,rebalance_megacap,2588.6306333923403,15.786787033081055,40866.160516674594,74.44724331902152
