date,original_value,enhanced_value,cumulative_premium
2015-05-07,101089.990026742,101696.60661672163,606.6165899796304
2015-05-08,101657.071872129,102263.68846210864,606.6165899796304
2015-05-11,101483.94731690809,102090.56390688772,606.6165899796304
2015-05-12,101639.70342268012,102246.32001265975,606.6165899796304
2015-05-13,101949.57017477223,102556.18676475187,606.6165899796304
2015-05-14,103607.81016111508,104214.42675109471,606.6165899796304
2015-05-15,103741.40700945417,104348.0235994338,606.6165899796304
2015-05-18,104382.17168285714,104988.78827283677,606.6165899796304
2015-05-19,104145.63804669002,104752.25463666965,606.6165899796304
2015-05-20,103739.68731373503,104346.30390371467,606.6165899796304
2015-05-21,104065.40426850719,104672.02085848682,606.6165899796304
2015-05-22,104600.63711506031,105207.25370503994,606.6165899796304
2015-05-26,103623.82132441075,104230.43791439038,606.6165899796304
2015-05-27,104308.41220041078,104915.02879039041,606.6165899796304
2015-05-28,104524.6930984651,105131.30968844473,606.6165899796304
2015-05-29,103761.47075762675,104368.08734760639,606.6165899796304
2015-06-01,104019.50155702319,104626.11814700282,606.6165899796304
2015-06-02,103853.61776369759,104460.23435367722,606.6165899796304
2015-06-03,104591.5986195292,105198.21520950884,606.6165899796304
2015-06-04,103925.50250969983,104532.11909967946,606.6165899796304
2015-06-05,104082.60005779784,104689.21664777747,606.6165899796304
2015-06-08,104093.967353457,104700.58394343664,606.6165899796304
2015-06-09,104005.91853189733,104612.53512187696,606.6165899796304
2015-06-10,104264.19918871166,104870.81577869129,606.6165899796304
2015-06-11,104249.26983218516,104855.8864221648,606.6165899796304
2015-06-12,103799.3993406106,104406.01593059023,606.6165899796304
2015-06-15,103328.7712451172,103935.38783509683,606.6165899796304
2015-06-16,103936.28804203012,104542.90463200976,606.6165899796304
2015-06-17,104815.30151755128,105421.91810753092,606.6165899796304
2015-06-18,105432.67215753204,106039.28874751167,606.6165899796304
2015-06-19,105115.08835353391,105721.70494351354,606.6165899796304
2015-06-22,105713.82537527972,106320.44196525935,606.6165899796304
2015-06-23,107560.78887391348,108167.40546389311,606.6165899796304
2015-06-24,107773.42130924767,108380.0378992273,606.6165899796304
2015-06-25,107807.98575988368,108414.60234986331,606.6165899796304
2015-06-26,107611.40421166658,108218.02080164621,606.6165899796304
2015-06-29,105604.42096338343,106211.03755336306,606.6165899796304
2015-06-30,106314.19311432992,106920.80970430955,606.6165899796304
2015-07-01,107104.30875378552,107710.92534376515,606.6165899796304
2015-07-02,108192.69878606251,108799.31537604214,606.6165899796304
2015-07-06,108176.54124754835,109432.21708501327,1255.6758374649205
2015-07-07,106756.65382220951,108012.32965967443,1255.6758374649205
2015-07-08,105270.41584109011,106526.09167855504,1255.6758374649205
2015-07-09,106371.01092349013,107626.68676095505,1255.6758374649205
2015-07-10,108091.35509495558,109347.0309324205,1255.6758374649205
2015-07-13,110709.52329135229,111965.19912881721,1255.6758374649205
2015-07-14,110961.50373726749,112217.1795747324,1255.6758374649205
2015-07-15,109657.45069889489,110913.1265363598,1255.6758374649205
2015-07-16,115430.08570241505,116685.76153987997,1255.6758374649205
2015-07-17,116716.60106404741,117972.27690151233,1255.6758374649205
2015-07-20,116960.30034069951,118215.97617816443,1255.6758374649205
2015-07-21,117181.25563059161,118436.93146805653,1255.6758374649205
2015-07-22,116851.0491158718,118106.72495333673,1255.6758374649205
2015-07-23,115761.986393785,117017.66223124992,1255.6758374649205
2015-07-24,118398.71397121069,119654.38980867561,1255.6758374649205
2015-07-27,116833.61547160191,118089.29130906683,1255.6758374649205
2015-07-28,117271.90666772144,118527.58250518636,1255.6758374649205
2015-07-29,117942.71061104191,119198.38644850683,1255.6758374649205
2015-07-30,119068.23696306521,120323.91280053013,1255.6758374649205
2015-07-31,119360.1600697616,120615.83590722652,1255.6758374649205
2015-08-03,118903.2311956594,120158.90703312433,1255.6758374649205
2015-08-04,121048.06098223741,122303.73681970233,1255.6758374649205
2015-08-05,122820.74306744285,124076.41890490777,1255.6758374649205
2015-08-06,121893.85504444772,123149.53088191264,1255.6758374649205
2015-08-07,120479.57845047305,121735.25428793798,1255.6758374649205
2015-08-10,120341.93120914436,121597.60704660928,1255.6758374649205
2015-08-11,120340.26322486502,121595.93906232994,1255.6758374649205
2015-08-12,119916.4998401738,121172.17567763872,1255.6758374649205
2015-08-13,120796.12727934185,122051.80311680677,1255.6758374649205
2015-08-14,121302.68436311296,122558.36020057788,1255.6758374649205
2015-08-17,121970.3298476558,123226.00568512072,1255.6758374649205
2015-08-18,121977.91732604185,123233.59316350677,1255.6758374649205
2015-08-19,121398.9681494538,122654.64398691872,1255.6758374649205
2015-08-20,116882.51150815445,118138.18734561937,1255.6758374649205
2015-08-21,110996.53092359615,112252.20676106107,1255.6758374649205
2015-08-24,106836.87917386854,108092.55501133346,1255.6758374649205
2015-08-25,106783.71873549241,108039.39457295733,1255.6758374649205
2015-08-26,109947.41893250559,111203.09476997051,1255.6758374649205
2015-08-27,111917.63551009164,113173.31134755656,1255.6758374649205
2015-08-28,111713.19103266647,112968.86687013139,1255.6758374649205
2015-08-31,111031.77478663414,112287.45062409906,1255.6758374649205
2015-09-01,109364.0676307833,110619.74346824823,1255.6758374649205
2015-09-02,110966.02674594575,112221.70258341068,1255.6758374649205
2015-09-03,110453.22646944084,111708.90230690576,1255.6758374649205
2015-09-04,109806.52079780465,111062.19663526957,1255.6758374649205
2015-09-08,111516.13770911656,112771.81354658148,1255.6758374649205
2015-09-09,111025.56804260291,112281.24388006784,1255.6758374649205
2015-09-10,111463.75591439923,112719.43175186415,1255.6758374649205
2015-09-11,112346.20685892647,113601.88269639139,1255.6758374649205
2015-09-14,111856.93503467427,113112.6108721392,1255.6758374649205
2015-09-15,112269.66987091055,113525.34570837548,1255.6758374649205
2015-09-16,112897.81097659133,114153.48681405625,1255.6758374649205
2015-09-17,114481.68950553364,115737.36534299856,1255.6758374649205
2015-09-18,114176.11781611032,115431.79365357524,1255.6758374649205
2015-09-21,114658.50344134902,115914.17927881394,1255.6758374649205
2015-09-22,114034.64941742411,115290.32525488903,1255.6758374649205
2015-09-23,113904.69511148368,115160.3709489486,1255.6758374649205
2015-09-24,113710.26330924827,114965.9391467132,1255.6758374649205
2015-09-25,112865.12822991052,114120.80406737544,1255.6758374649205
2015-09-28,110399.53391950775,111655.20975697268,1255.6758374649205
2015-09-29,110045.16606885378,111300.8419063187,1255.6758374649205
2015-09-30,111807.38473652702,113063.06057399194,1255.6758374649205
2015-10-01,112723.74973501265,113979.42557247757,1255.6758374649205
2015-10-02,113937.98245020877,115877.28618237494,1939.3037321661732
2015-10-05,114648.12190804948,116587.42564021565,1939.3037321661732
2015-10-06,113798.75389043323,115738.0576225994,1939.3037321661732
2015-10-07,113757.49418152911,115696.79791369528,1939.3037321661732
2015-10-08,114745.93575015198,116685.23948231815,1939.3037321661732
2015-10-09,114641.91645100742,116581.22018317359,1939.3037321661732
2015-10-12,115117.10415144701,117056.40788361318,1939.3037321661732
2015-10-13,114485.74550220501,116425.04923437118,1939.3037321661732
2015-10-14,114631.45434718738,116570.75807935355,1939.3037321661732
2015-10-15,114307.44657157536,116246.75030374153,1939.3037321661732
2015-10-16,114998.2422451066,116937.54597727276,1939.3037321661732
2015-10-19,115479.03237086888,117418.33610303505,1939.3037321661732
2015-10-20,114604.63430428585,116543.93803645202,1939.3037321661732
2015-10-21,114139.46587109874,116078.76960326491,1939.3037321661732
2015-10-22,115246.17082310645,117185.47455527262,1939.3037321661732
2015-10-23,116227.93272563291,118167.23645779908,1939.3037321661732
2015-10-26,116458.48911176126,118397.79284392743,1939.3037321661732
2015-10-27,116311.09638648469,118250.40011865085,1939.3037321661732
2015-10-28,116529.01669794612,118468.32043011229,1939.3037321661732
2015-10-29,116283.49961297715,118222.80334514331,1939.3037321661732
2015-10-30,116434.85384841854,118374.15758058471,1939.3037321661732
2015-11-02,116916.34130993755,118855.64504210372,1939.3037321661732
2015-11-03,116827.00254863215,118766.30628079832,1939.3037321661732
2015-11-04,117201.12316881857,119140.42690098473,1939.3037321661732
2015-11-05,117669.43031818574,119608.73405035191,1939.3037321661732
2015-11-06,119092.86181349686,121032.16554566303,1939.3037321661732
2015-11-09,118808.22336182944,120747.52709399561,1939.3037321661732
2015-11-10,119085.59035763587,121024.89408980204,1939.3037321661732
2015-11-11,119768.38361429729,121707.68734646346,1939.3037321661732
2015-11-12,119064.56493988875,121003.86867205492,1939.3037321661732
2015-11-13,118193.3514007184,120132.65513288457,1939.3037321661732
2015-11-16,118756.09629285321,120695.40002501938,1939.3037321661732
2015-11-17,118527.52110458913,120466.8248367553,1939.3037321661732
2015-11-18,120154.24721392209,122093.55094608826,1939.3037321661732
2015-11-19,120051.28525180228,121990.58898396845,1939.3037321661732
2015-11-20,120653.6176844232,122592.92141658936,1939.3037321661732
2015-11-23,120690.42096810235,122629.72470026852,1939.3037321661732
2015-11-24,120479.30941695251,122418.61314911868,1939.3037321661732
2015-11-25,120212.54191580229,122151.84564796845,1939.3037321661732
2015-11-27,120298.40838554785,122237.71211771402,1939.3037321661732
2015-11-30,119929.30775466815,121868.61148683431,1939.3037321661732
2015-12-01,120992.95631575256,122932.26004791872,1939.3037321661732
2015-12-02,120637.44881701778,122576.75254918395,1939.3037321661732
2015-12-03,120167.75801379088,122107.06174595705,1939.3037321661732
2015-12-04,121232.80310584437,123172.10683801054,1939.3037321661732
2015-12-07,120848.53280450506,122787.83653667122,1939.3037321661732
2015-12-08,121202.89421352076,123142.19794568693,1939.3037321661732
2015-12-09,120662.76571423085,122602.06944639701,1939.3037321661732
2015-12-10,120683.81354739657,122623.11727956274,1939.3037321661732
2015-12-11,119418.76536090398,121358.06909307015,1939.3037321661732
2015-12-14,120063.60938188926,122002.91311405542,1939.3037321661732
2015-12-15,120209.47376930722,122148.77750147339,1939.3037321661732
2015-12-16,121482.52163495577,123421.82536712194,1939.3037321661732
2015-12-17,120899.38738893971,122838.69112110588,1939.3037321661732
2015-12-18,120174.18717923167,122113.49091139784,1939.3037321661732
2015-12-21,120519.47427561806,122458.77800778423,1939.3037321661732
2015-12-22,120660.21240363043,122599.5161357966,1939.3037321661732
2015-12-23,121107.02854296999,123046.33227513616,1939.3037321661732
2015-12-24,121045.53347616267,122984.83720832884,1939.3037321661732
2015-12-28,121519.87158579336,123459.17531795953,1939.3037321661732
2015-12-29,122673.91829893157,124613.22203109774,1939.3037321661732
2015-12-30,122295.21855319897,124234.52228536514,1939.3037321661732
2015-12-31,121631.62728617614,123570.93101834231,1939.3037321661732
2016-01-04,120018.45107291978,122677.86551152347,2659.414438603692
2016-01-05,120315.07935580614,122974.49379440983,2659.414438603692
2016-01-06,119518.51978711915,122177.93422572284,2659.414438603692
2016-01-07,117004.13600544866,119663.55044405235,2659.414438603692
2016-01-08,116326.53532428882,118985.94976289252,2659.414438603692
2016-01-11,116714.33114295089,119373.74558155458,2659.414438603692
2016-01-12,117316.28551241994,119975.69995102363,2659.414438603692
2016-01-13,115299.92792844863,117959.34236705232,2659.414438603692
2016-01-14,116835.18755482278,119494.60199342648,2659.414438603692
2016-01-15,114383.45433883749,117042.86877744118,2659.414438603692
2016-01-19,115284.39068910468,117943.80512770837,2659.414438603692
2016-01-20,113941.48906935316,116600.90350795686,2659.414438603692
2016-01-21,114502.09997147978,117161.51441008347,2659.414438603692
2016-01-22,116379.45521815926,119038.86965676295,2659.414438603692
2016-01-25,115597.26005422184,118256.67449282554,2659.414438603692
2016-01-26,116534.26586757055,119193.68030617424,2659.414438603692
2016-01-27,115008.61184684266,117668.02628544635,2659.414438603692
2016-01-28,116945.69248499216,119605.10692359586,2659.414438603692
2016-01-29,120316.02526077774,122975.43969938143,2659.414438603692
2016-02-01,120040.28297717105,122699.69741577475,2659.414438603692
2016-02-02,119653.64460510496,122313.05904370865,2659.414438603692
2016-02-03,118221.9980679192,120881.41250652289,2659.414438603692
2016-02-04,117354.91085108882,120014.32528969251,2659.414438603692
2016-02-05,114314.74775342259,116974.16219202628,2659.414438603692
2016-02-08,113167.54414008232,115826.95857868601,2659.414438603692
2016-02-09,113424.52710576574,116083.94154436943,2659.414438603692
2016-02-10,113696.40383518983,116355.81827379353,2659.414438603692
2016-02-11,112849.67228116305,115509.08671976674,2659.414438603692
2016-02-12,113992.00100107743,116651.41543968112,2659.414438603692
2016-02-16,115691.48032410129,118350.89476270498,2659.414438603692
2016-02-17,117409.86130282692,120069.27574143061,2659.414438603692
2016-02-18,116971.07992336461,119630.4943619683,2659.414438603692
2016-02-19,117249.97503973197,119909.38947833567,2659.414438603692
2016-02-22,118312.64559896715,120972.06003757085,2659.414438603692
2016-02-23,117110.13141200296,119769.54585060665,2659.414438603692
2016-02-24,116554.58747003428,119214.00190863798,2659.414438603692
2016-02-25,117839.37519470818,120498.78963331187,2659.414438603692
2016-02-26,116706.29812279445,119365.71256139815,2659.414438603692
2016-02-29,115909.19101828955,118568.60545689324,2659.414438603692
2016-03-01,118507.86561708542,121167.28005568912,2659.414438603692
2016-03-02,119172.57052891416,121831.98496751786,2659.414438603692
2016-03-03,118290.85231100168,120950.26674960538,2659.414438603692
2016-03-04,118554.85288742855,121214.26732603225,2659.414438603692
2016-03-07,117314.4324098895,119973.8468484932,2659.414438603692
2016-03-08,117563.45280507288,120222.86724367658,2659.414438603692
2016-03-09,118901.12866763773,121560.54310624143,2659.414438603692
2016-03-10,118606.81623111558,121266.23066971927,2659.414438603692
2016-03-11,120316.48109517396,122975.89553377766,2659.414438603692
2016-03-14,120521.12336133103,123180.53779993473,2659.414438603692
2016-03-15,120874.89626142227,123534.31070002596,2659.414438603692
2016-03-16,121902.98216268471,124562.3966012884,2659.414438603692
2016-03-17,123173.2978602818,125832.7122988855,2659.414438603692
2016-03-18,122214.21633719071,124873.6307757944,2659.414438603692
2016-03-21,122422.8838128595,125082.29825146319,2659.414438603692
2016-03-22,122369.34123201352,125028.75567061722,2659.414438603692
2016-03-23,122475.53416058388,125134.94859918757,2659.414438603692
2016-03-24,122778.92452834413,125438.33896694782,2659.414438603692
2016-03-28,122780.588638832,125440.0030774357,2659.414438603692
2016-03-29,124291.02912380526,126950.44356240895,2659.414438603692
2016-03-30,124671.00135441008,127330.41579301377,2659.414438603692
2016-03-31,124685.2752992931,127344.6897378968,2659.414438603692
2016-04-01,125255.84229717575,127915.25673577945,2659.414438603692
2016-04-04,124440.7405741988,127100.1550128025,2659.414438603692
2016-04-05,123084.62392569086,126482.5461078487,3397.922182157837
2016-04-06,123802.98131258409,127200.90349474193,3397.922182157837
2016-04-07,122375.00282434752,125772.92500650536,3397.922182157837
2016-04-08,121581.28440867935,124979.20659083719,3397.922182157837
2016-04-11,121023.42539446641,124421.34757662425,3397.922182157837
2016-04-12,121356.04118708814,124753.96336924598,3397.922182157837
2016-04-13,123191.75761804458,126589.67980020242,3397.922182157837
2016-04-14,123045.38768994709,126443.30987210493,3397.922182157837
2016-04-15,122239.23447762808,125637.15665978592,3397.922182157837
2016-04-18,121778.8730312888,125176.79521344663,3397.922182157837
2016-04-19,120817.0806932209,124215.00287537873,3397.922182157837
2016-04-20,121573.4160192612,124971.33820141904,3397.922182157837
2016-04-21,120515.3660248495,123913.28820700734,3397.922182157837
2016-04-22,120976.41920734756,124374.3413895054,3397.922182157837
2016-04-25,120505.53347424575,123903.45565640359,3397.922182157837
2016-04-26,120496.75177190824,123894.67395406608,3397.922182157837
2016-04-27,118904.35822377281,122302.28040593065,3397.922182157837
2016-04-28,117206.28972112716,120604.211903285,3397.922182157837
2016-04-29,116187.26615617367,119585.18833833151,3397.922182157837
2016-05-02,116529.97241473147,119927.89459688931,3397.922182157837
2016-05-03,115974.5757382615,119372.49792041934,3397.922182157837
2016-05-04,114626.24301028051,118024.16519243835,3397.922182157837
2016-05-05,113657.15419899809,117055.07638115593,3397.922182157837
2016-05-06,113701.17676404543,117099.09894620327,3397.922182157837
2016-05-09,113906.89873933533,117304.82092149317,3397.922182157837
2016-05-10,114342.5269895913,117740.44917174913,3397.922182157837
2016-05-11,113901.98522923776,117299.9074113956,3397.922182157837
2016-05-12,113778.81435163636,117176.7365337942,3397.922182157837
2016-05-13,113486.11031721112,116884.03249936896,3397.922182157837
2016-05-16,114003.51036234164,117401.43254449948,3397.922182157837
2016-05-17,113454.96814968399,116852.89033184183,3397.922182157837
2016-05-18,113583.57239151414,116981.49457367198,3397.922182157837
2016-05-19,113633.35172054498,117031.27390270281,3397.922182157837
2016-05-20,114401.13761891157,117799.05980106941,3397.922182157837
2016-05-23,114435.7846720815,117833.70685423934,3397.922182157837
2016-05-24,115265.93532232603,118663.85750448387,3397.922182157837
2016-05-25,115780.3108734797,119178.23305563754,3397.922182157837
2016-05-26,115887.54277053082,119285.46495268866,3397.922182157837
2016-05-27,116143.72978851163,119541.65197066947,3397.922182157837
2016-05-31,116414.02166196975,119811.94384412759,3397.922182157837
2016-06-01,116313.63268383557,119711.55486599341,3397.922182157837
2016-06-02,116483.68607122889,119881.60825338673,3397.922182157837
2016-06-03,117356.94822441509,120754.87040657293,3397.922182157837
2016-06-06,117656.30840965876,121054.2305918166,3397.922182157837
2016-06-07,118007.15958684217,121405.08176900001,3397.922182157837
2016-06-08,118267.28551271376,121665.2076948716,3397.922182157837
2016-06-09,118473.25495144243,121871.17713360027,3397.922182157837
2016-06-10,118190.21233202062,121588.13451417845,3397.922182157837
2016-06-13,117556.66904781664,120954.59122997448,3397.922182157837
2016-06-14,117745.35470778121,121143.27688993905,3397.922182157837
2016-06-15,118043.80178851557,121441.72397067341,3397.922182157837
2016-06-16,118126.28769907831,121524.20988123615,3397.922182157837
2016-06-17,117467.39541593594,120865.31759809378,3397.922182157837
2016-06-20,117842.05149541394,121239.97367757178,3397.922182157837
2016-06-21,118060.63244426354,121458.55462642138,3397.922182157837
2016-06-22,117843.00216379289,121240.92434595073,3397.922182157837
2016-06-23,118615.13107013909,122013.05325229693,3397.922182157837
2016-06-24,116760.017601852,120157.93978400984,3397.922182157837
2016-06-27,116250.43708109447,119648.3592632523,3397.922182157837
2016-06-28,117517.7937786132,120915.71596077103,3397.922182157837
2016-06-29,118858.23065743358,122256.15283959142,3397.922182157837
2016-06-30,119382.24451269039,122780.16669484823,3397.922182157837
2016-07-01,119676.02508321792,123073.94726537575,3397.922182157837
2016-07-05,119427.90941269425,123542.39905132825,4114.489638634002
2016-07-06,119633.4435451106,123747.9331837446,4114.489638634002
2016-07-07,118855.76450806549,122970.25414669949,4114.489638634002
2016-07-08,120660.71851488706,124775.20815352106,4114.489638634002
2016-07-11,121525.57481474787,125640.06445338187,4114.489638634002
2016-07-12,122117.31814801315,126231.80778664714,4114.489638634002
2016-07-13,122133.79608648647,126248.28572512047,4114.489638634002
2016-07-14,122599.05696125084,126713.54659988484,4114.489638634002
2016-07-15,122406.0398903151,126520.5295289491,4114.489638634002
2016-07-18,122614.44621659206,126728.93585522605,4114.489638634002
2016-07-19,122458.78524303298,126573.27488166698,4114.489638634002
2016-07-20,124046.14371469553,128160.63335332953,4114.489638634002
2016-07-21,123456.8176810137,127571.30731964769,4114.489638634002
2016-07-22,123934.12467672516,128048.61431535915,4114.489638634002
2016-07-25,123522.7685899336,127637.2582285676,4114.489638634002
2016-07-26,123463.79738287473,127578.28702150873,4114.489638634002
2016-07-27,122779.06569898684,126893.55533762084,4114.489638634002
2016-07-28,123223.07966693421,127337.5693055682,4114.489638634002
2016-07-29,123662.22347717195,127776.71311580595,4114.489638634002
2016-08-01,123268.56489250995,127383.05453114395,4114.489638634002
2016-08-02,122924.0540795956,127038.5437182296,4114.489638634002
2016-08-03,123102.21964995982,127216.70928859382,4114.489638634002
2016-08-04,123886.46515582169,128000.95479445568,4114.489638634002
2016-08-05,124760.02547246788,128874.51511110188,4114.489638634002
2016-08-08,125176.22102855485,129290.71066718885,4114.489638634002
2016-08-09,125395.69695520135,129510.18659383534,4114.489638634002
2016-08-10,124899.45498952584,129013.94462815984,4114.489638634002
2016-08-11,125587.8173777257,129702.3070163597,4114.489638634002
2016-08-12,126713.49063168069,130827.98027031469,4114.489638634002
2016-08-15,126636.2084620064,130750.6981006404,4114.489638634002
2016-08-16,126183.33575532425,130297.82539395825,4114.489638634002
2016-08-17,125897.07146343417,130011.56110206817,4114.489638634002
2016-08-18,126472.84203168908,130587.33167032308,4114.489638634002
2016-08-19,125957.42353799612,130071.91317663011,4114.489638634002
2016-08-22,126229.22881916264,130343.71845779664,4114.489638634002
2016-08-23,126835.88141162974,130950.37105026374,4114.489638634002
2016-08-24,126408.23494601664,130522.72458465064,4114.489638634002
2016-08-25,126339.98748750018,130454.47712613418,4114.489638634002
2016-08-26,126753.54793307651,130868.0375717105,4114.489638634002
2016-08-29,127053.76135215543,131168.25099078944,4114.489638634002
2016-08-30,126656.4099010281,130770.8995396621,4114.489638634002
2016-08-31,126233.86157983697,130348.35121847097,4114.489638634002
2016-09-01,126869.6628987625,130984.1525373965,4114.489638634002
2016-09-02,126934.84064982738,131049.33028846138,4114.489638634002
2016-09-06,127672.88192358553,131787.37156221955,4114.489638634002
2016-09-07,127187.08745814668,131301.57709678067,4114.489638634002
2016-09-08,127336.4857453993,131450.9753840333,4114.489638634002
2016-09-09,123765.34365841697,127879.83329705097,4114.489638634002
2016-09-12,125351.25270491582,129465.74234354982,4114.489638634002
2016-09-13,123580.21433335153,127694.70397198552,4114.489638634002
2016-09-14,123403.96297771554,127518.45261634953,4114.489638634002
2016-09-15,125077.94626654002,129192.43590517402,4114.489638634002
2016-09-16,125219.13347079653,129333.62310943053,4114.489638634002
2016-09-19,124992.67803869932,129107.16767733332,4114.489638634002
2016-09-20,124877.3555342813,128991.8451729153,4114.489638634002
2016-09-21,126533.01502852867,130647.50466716266,4114.489638634002
2016-09-22,127315.34028092166,131429.82991955566,4114.489638634002
2016-09-23,127002.75747428116,131117.24711291515,4114.489638634002
2016-09-26,125971.58986335665,130086.07950199065,4114.489638634002
2016-09-27,128097.31205721032,132211.80169584433,4114.489638634002
2016-09-28,129299.11525555585,133413.60489418986,4114.489638634002
2016-09-29,128841.47409840027,132955.96373703427,4114.489638634002
2016-09-30,129808.92092629068,133923.41056492468,4114.489638634002
2016-10-03,129653.58584144492,134545.99699512759,4892.411153682672
2016-10-04,129173.4425310634,134065.85368474608,4892.411153682672
2016-10-05,129827.41938417027,134719.83053785295,4892.411153682672
2016-10-06,129312.51869017095,134204.92984385364,4892.411153682672
2016-10-07,128408.33266313518,133300.74381681785,4892.411153682672
2016-10-10,128702.26073653765,133594.6718902203,4892.411153682672
2016-10-11,127814.70530254628,132707.11645622895,4892.411153682672
2016-10-12,128294.28447782922,133186.6956315119,4892.411153682672
2016-10-13,127513.70482140064,132406.11597508332,4892.411153682672
2016-10-14,127842.2886308953,132734.69978457797,4892.411153682672
2016-10-17,127109.14042816842,132001.5515818511,4892.411153682672
2016-10-18,127388.13608255476,132280.54723623744,4892.411153682672
2016-10-19,127029.2763419891,131921.68749567177,4892.411153682672
2016-10-20,126789.22940694942,131681.6405606321,4892.411153682672
